金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%),逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%),備抵呆帳提足率(%),當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
臺灣銀行,222847,112008,1563,1927,185723,77626,638052,884,0.12,0.05,1014.02,515,5911
臺灣土地銀行,341006,153201,1995,2130,384574,109789,776464,644,0.27,0.23,1160.58,1423,20292
合作金庫商業銀行,582821,365850,8629,3284,760957,736024,2991615,2224,0.16,0.12,558.07,3364,50000
第一商業銀行,1276633,769145,15858,12568,1423901,1769799,4496342,10197,0.05,0,2145.45,4771,59481
華南商業銀行,1012829,767078,7735,8665,1040791,3546877,3931228,1617,0.1,0,514.12,0,39089
彰化商業銀行,530893,226332,2083,6977,338481,398990,1370872,843,0.25,0,594.05,0,15802
上海商業儲蓄銀行,440738,230783,1879,2226,625238,725883,1219729,6069,0.17,0.13,1729.85,1956,31977
台北富邦商業銀行,3835056,2526871,74849,18738,5566744,20674763,26157589,85431,0.08,0,1540.47,16220,234565
國泰世華商業銀行,7086166,5106133,66060,40116,18158575,18843071,40804339,204056,0.13,0,1391.5,28972,447232
高雄銀行,15351,7524,408,88,12268,0,198505,63,0.22,0.22,345.38,0,641
兆豐國際商業銀行,993092,630534,10935,4179,1519931,3118584,3438785,11665,0.21,0.12,500.97,4843,56663
花旗(台灣)商業銀行,2849063,2165836,24307,38252,11187882,11006754,17252852,141190,0.42,0.08,569.4,39569,502539
臺灣中小企業銀行,200096,105891,550,29353,336089,84560,789952,2203,0.06,0.02,370.16,665,14588
渣打國際商業銀行,419446,302348,2469,2494,1230892,417470,3434735,6696,0.16,0,1178.69,2887,54652
台中商業銀行,148600,79102,1627,929,233923,53360,487161,270,0.32,0,1569.18,602,12613
滙豐(台灣)商業銀行,618102,431102,6413,6814,1948903,1694566,4837470,24467,0.19,0,2211.31,4605,62212
華泰商業銀行,9724,5074,41,48,10658,2505,39843,0,0.12,0,526.72,0,734
臺灣新光商業銀行,889127,534386,7923,4499,1600022,2006364,4414407,5232,0.1,0,196.56,4116,68856
陽信商業銀行,110772,53656,744,695,189171,74333,310096,206,0.45,0.05,477.31,0,8718
三信商業銀行,15398,10194,61,75,19604,13113,96146,19,0.67,0,5181.57,151,1465
聯邦商業銀行,2233423,1318430,24460,12651,5675840,4118033,9151960,65348,0.15,0,157.66,14896,178388
遠東國際商業銀行,1639588,1039402,13296,7914,4033894,5694720,4996032,136597,0.27,0.1,100.64,10126,141395
元大商業銀行,1163501,596026,2763,6284,1344309,2958223,4221766,17435,0.08,0,798.77,4402,60126
永豐商業銀行,2078829,1109061,14693,12634,4068256,4832725,9180968,85832,0.16,0,811.3,8936,144028
玉山商業銀行,6321054,4477538,52246,22022,12645880,19353347,39026463,278243,0.13,0,680.49,43624,487208
凱基商業銀行,365427,186679,4519,3988,1100318,839945,927115,6851,0.56,0.34,171.05,4439,62324
星展(台灣)商業銀行,606156,328439,4359,4499,1365702,2052096,3041151,22712,0.61,0,297.49,13705,138853
台新國際商業銀行,5696228,3990058,66616,35965,10324070,22499987,28839010,226703,0.12,0.01,1069.65,20575,311257
日盛國際商業銀行,146201,98742,277,480,264620,124876,278330,2739,0.27,0,880.98,240,6070
安泰商業銀行,124144,56356,428,541,216916,1129893,352314,432,0.18,0.01,127.62,2240,14952
中國信託商業銀行,7229899,4686245,67957,33810,16155679,24192070,37675901,565730,0.11,0,472.58,43084,575032
台灣樂天信用卡股份有限公司,595256,248162,1793,1745,454631,936433,1135340,5366,0.58,0.13,325.14,841,9810
台灣美國運通國際(股)公司,174802,104049,2176,2443,269593,0,2962108,452,0.11,0,2051.15,1328,36926
