金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%),逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%),備抵呆帳提足率(%),當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
臺灣銀行,262440,126486,2507,1618,164005,41825,1042685,584,0.17,0.1,715.57,1159,4255
臺灣土地銀行,313854,143815,2173,4036,317561,76000,905222,613,0.32,0.31,668.75,3604,12486
合作金庫商業銀行,692985,394396,6807,7088,930173,417394,4109218,1838,0.28,0.23,354.89,6369,28651
第一商業銀行,1513450,967881,13805,11794,1299417,2120408,7174925,6656,0.23,0,754.4,6874,35408
華南商業銀行,1078312,844342,10260,8810,1081396,4179801,5692817,1813,0.21,0,264.44,0,16523
彰化商業銀行,652310,304331,15311,5352,340440,515926,2207805,1014,0.2,0,623.44,2001,9445
上海商業儲蓄銀行,427067,216908,2225,53442,620795,1865048,1861874,5288,0.29,0.24,538.16,4959,22648
台北富邦商業銀行,7418460,5637874,61565,36837,9418092,31448118,50571710,117176,0.21,0,1030.58,71653,287408
國泰世華商業銀行,7304437,4738121,66093,28313,18816256,19675264,59823672,222526,0.3,0,1063.07,97815,411745
高雄銀行,9764,4317,23,45,13897,451,210882,39,0.54,0.54,182.51,245,302
兆豐國際商業銀行,1161627,650489,7861,5458,1637516,2813723,4530265,13801,0.3,0.03,510.34,9700,48530
花旗(台灣)商業銀行,20604,12864,337,247,0,0,484245,0,0.09,0,214.46,0,0
臺灣中小企業銀行,168633,95304,679,729,260164,95484,999594,1118,0.05,0.01,292.89,1315,6882
渣打國際商業銀行,280873,183245,2983,3686,869918,669164,1765450,3432,0.32,0,724.61,4705,20580
台中商業銀行,170066,82251,1609,1021,211095,47169,677920,268,0.18,0,1188.69,917,7685
滙豐(台灣)商業銀行,732201,498009,7382,2512,1959680,1366296,8099383,3123,0.27,0,1193.64,9631,46064
華泰商業銀行,9035,4803,25,21,7360,2424,47188,0,0.55,0.19,420.97,0,0
臺灣新光商業銀行,1078232,601227,4346,5726,1599226,1846832,4527965,6971,0.28,0.02,390.98,7988,38531
陽信商業銀行,119350,58834,1318,1183,167131,122970,471011,139,0.63,0.04,330.8,0,2954
三信商業銀行,20725,13590,324,133,29814,17129,147021,38,0.42,0,2819.49,164,1019
聯邦商業銀行,2912389,1876977,42345,22535,6414050,5194145,16415751,40205,0.23,0,275.18,23809,95228
遠東國際商業銀行,1351660,954746,6482,6704,3317041,4441823,4329641,87250,0.28,0.02,102.72,14049,64169
元大商業銀行,1202391,555092,6547,10420,1159672,3311969,4808707,18431,0.08,0,952.6,6912,33517
永豐商業銀行,2250886,1249908,16739,7763,3711236,4683701,12061871,69477,0.17,0,582.26,21538,86638
玉山商業銀行,7259717,4799594,82386,63973,17038376,17303149,45859476,257917,0.31,0.08,256.07,46234,231736
凱基商業銀行,372488,175745,2195,1791,1200557,985589,1267619,7069,1.46,1.01,158.1,8775,44962
星展(台灣)商業銀行,3646355,1962848,449440,491091,8295260,13291900,22651599,140506,0.67,0.02,395.62,63675,432991
台新國際商業銀行,6510659,4654403,57333,55464,10256768,19844095,41624381,119501,0.33,0.01,495.07,38760,177866
安泰商業銀行,128382,56577,861,296,150373,1293574,421080,565,0.54,0.29,271.78,0,0
中國信託商業銀行,9276341,5875216,86774,49219,16237859,19752453,61196123,551015,0.18,0,328.8,117396,632427
台灣樂天信用卡股份有限公司,501582,194020,1791,4461,653772,642095,700545,6205,2.33,1.02,178.26,985,3920
台灣美國運通國際(股)公司,191823,126433,3822,2893,275464,0,6081204,775,0.19,0,532.08,4564,14966
