金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%),逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%),備抵呆帳提足率(%),當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
臺灣銀行,237407,116659,1922,2300,162090,66955,1272866,541,0.07,0.01,1404.48,300,2652
臺灣土地銀行,365260,147828,2291,4460,341310,105818,918657,662,0.23,0.22,798.35,1054,13190
合作金庫商業銀行,647017,378985,7377,5003,775661,1315376,6416391,1648,0.16,0.14,407.91,4543,34777
第一商業銀行,1481323,889229,16767,9504,1524553,2313169,6588758,7548,0.09,0,1076.33,6357,38181
華南商業銀行,1048525,795682,13992,8383,990732,4407547,6382091,1296,0.09,0,515.29,0,20325
彰化商業銀行,574240,267824,5949,3014,312994,863246,2652425,729,0.09,0,816.18,1441,8765
上海商業儲蓄銀行,454976,183191,3156,1954,558668,1156316,1665699,4606,0.15,0.1,1777.44,3397,18203
台北富邦商業銀行,4556235,3075874,56172,16713,6066079,27100697,31642030,80824,0.07,0,1488.1,24057,126039
國泰世華商業銀行,7812552,5487150,61300,28251,18135815,26412558,61155805,206101,0.11,0,1499.93,42983,204759
高雄銀行,15487,4917,47,55,14572,642,210660,42,0.53,0.53,180.68,0,134
兆豐國際商業銀行,1081362,627435,10383,4270,1784620,4134187,7977065,11832,0.17,0.01,694.63,7002,49011
花旗(台灣)商業銀行,2796982,2069812,17624,20026,9911560,10272424,21570065,116348,0.38,0.08,585.81,63011,230020
臺灣中小企業銀行,191084,98811,458,845,285545,164501,980267,1681,0.07,0.03,310.44,2306,7504
渣打國際商業銀行,350050,223503,828,3992,961419,499207,2110811,3988,0.23,0,859.16,3427,25165
台中商業銀行,165382,78615,1470,867,207695,48415,564673,277,0.29,0.01,1652.22,1669,9124
滙豐(台灣)商業銀行,642995,430867,7929,5708,1737631,1358550,5961973,22111,0.16,0,2046.19,3808,24921
華泰商業銀行,9060,4889,13,9,7662,1780,45775,0,0.19,0,602.41,0,23
臺灣新光商業銀行,1041032,628717,11711,5644,1523290,2388326,5233723,4705,0.12,0,273.35,5122,33095
陽信商業銀行,112730,55611,1357,823,168186,106267,389051,72,0.39,0,485.62,0,5110
三信商業銀行,18053,11812,301,57,19229,14080,128757,21,0.21,0,2860.52,78,273
聯邦商業銀行,2341220,1331399,43006,16865,5305483,4874072,10810727,44480,0.13,0,175.04,11632,81897
遠東國際商業銀行,1568880,985861,12621,10870,3716045,4337550,4747440,111127,0.3,0.1,105.34,9794,68962
元大商業銀行,1181315,553208,4880,6606,1181261,3101193,4684588,17672,0.08,0,799.2,2501,23682
永豐商業銀行,2233765,1210332,17889,27658,3866861,5605679,13310478,73467,0.11,0,871.02,7641,71345
玉山商業銀行,6779335,4536987,57980,42051,12449952,26242260,66002994,244784,0.11,0.01,591.33,53957,271268
凱基商業銀行,382715,190833,3113,2079,1116518,1030215,1232899,4322,0.83,0.54,146.44,5415,39124
星展(台灣)商業銀行,639470,325928,5203,3909,1235321,2356378,3911881,23240,0.48,0,456.43,9837,70938
台新國際商業銀行,6194504,4134423,58028,25676,9741804,23269895,48275022,150815,0.12,0.01,1097.77,20704,116952
日盛國際商業銀行,136068,78019,80,525,219099,57906,255333,581,0.24,0,999.85,340,3016
安泰商業銀行,123534,53179,383,504,176370,1110707,328797,356,0.2,0.04,367.02,0,3739
中國信託商業銀行,8210016,5110392,114897,30648,15102058,36960618,86002752,579966,0.08,0,433.01,60008,391461
台灣樂天信用卡股份有限公司,601492,186072,2079,6537,544005,689621,756685,4849,2.41,1.08,121.07,832,5652
台灣美國運通國際(股)公司,172611,100740,2542,1538,236638,0,3676397,873,0.25,0,708.44,5838,17795
