金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%),逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%),備抵呆帳提足率(%),當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
臺灣銀行,252561,123949,2335,1309,166069,98753,963733,519,0.12,0.07,995.29,226,3600
臺灣土地銀行,333819,142661,2118,5554,334335,103788,893039,591,0.21,0.21,905.81,2232,15802
合作金庫商業銀行,676350,393981,7328,5032,827753,1442686,3954093,1468,0.12,0.11,490.81,3767,35626
第一商業銀行,1541350,933620,17159,9910,1621376,2020235,6735511,8250,0.16,0,950.55,5883,47012
華南商業銀行,1106881,864169,9587,10186,1039964,4826714,5066594,1603,0.17,0,359.95,0,25192
彰化商業銀行,616357,295353,7381,4497,329823,991773,1997832,1186,0.16,0,590.04,2194,12922
上海商業儲蓄銀行,478292,208888,3735,3027,603942,1696653,1818136,5315,0.18,0.15,1079.66,3150,20802
台北富邦商業銀行,7011088,4950148,275787,61237,7366759,31407089,46769887,109479,0.11,0,1356.07,36440,229994
國泰世華商業銀行,7193539,4424528,129302,3344037,18994422,32800372,55997945,227714,0.15,0,1449.29,55227,396970
高雄銀行,10169,4586,62,4878,14854,527,187401,63,0.44,0.44,209.28,150,1146
兆豐國際商業銀行,1146053,664070,7683,5157,1750500,3669997,4461138,14186,0.24,0.01,647.96,8002,62516
花旗(台灣)商業銀行,19546,11816,281,12031,0,0,5930368,14093,0.1,0,828.88,0,285413
臺灣中小企業銀行,174330,96611,401,984,271350,272049,930450,1616,0.03,0.02,310.85,1222,8234
渣打國際商業銀行,289991,185044,8490,4957,898757,434800,1730513,4126,0.2,0,919.49,5732,28785
台中商業銀行,162173,80959,1554,755,205135,45878,687166,249,0.1,0,2149.33,1150,10803
滙豐(台灣)商業銀行,696780,466007,9203,5704,1807393,1394841,7312026,20922,0.24,0,1401.7,6004,48611
華泰商業銀行,8954,4908,26,19,7374,2344,48070,0,0.42,0.39,607.88,0,161
臺灣新光商業銀行,1066543,609357,15057,8024,1578578,2478274,4605137,5607,0.17,0.01,291.76,5287,47962
陽信商業銀行,117030,57975,1138,1137,164442,135889,444265,201,0.52,0.06,480.01,0,4607
三信商業銀行,19866,12959,243,92,26260,16303,131504,34,0.2,0,4129.39,118,834
聯邦商業銀行,2738513,1634520,78297,19452,5937228,5957825,15927985,46339,0.13,0,209.59,15761,107260
遠東國際商業銀行,1439779,992207,12082,10425,3489930,4289264,4594663,109093,0.31,0.06,102.42,11376,83728
元大商業銀行,1206042,559749,7595,11036,1135022,3681466,4981935,16881,0.08,0,822.48,4999,37743
永豐商業銀行,2299030,1249927,18250,8068,3762674,5063314,11930702,73705,0.13,0,694.1,14947,111401
玉山商業銀行,7110303,4769596,97453,56626,12885422,34125276,44234804,266032,0.17,0,435.85,47626,369768
凱基商業銀行,379961,184952,1404,1808,1187307,1000642,1273135,7558,0.96,0.64,154.07,9389,51936
星展(台灣)商業銀行,3359924,2410222,23432,46080,9213624,12084244,13889473,73132,1.05,0.58,230.24,28532,94477
台新國際商業銀行,6491107,4448555,67457,44110,10138885,25362693,38792215,114854,0.14,0.01,998.72,25329,185478
安泰商業銀行,125215,54750,666,306,163049,1228174,390147,335,0.24,0.06,400.12,0,4283
中國信託商業銀行,8913314,5672226,111593,55301,15991838,45155699,60460178,569058,0.08,0,382.81,65998,589071
台灣樂天信用卡股份有限公司,493491,203690,3083,3933,605429,650028,945299,5344,2.08,1.05,163.34,651,6380
台灣美國運通國際(股)公司,186766,121962,3813,2193,286272,0,5641475,690,0.16,0,683.52,2005,41456
