金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%),逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%),備抵呆帳提足率(%),當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
臺灣銀行,222931,112975,1409,1615,194552,37018,761562,1043,0.1,0.02,1289.45,388,6299
臺灣土地銀行,341202,153738,1837,1798,387915,101787,948489,781,0.21,0.18,1241.03,1793,22085
合作金庫商業銀行,585419,368675,6845,4433,767641,597732,3814964,2381,0.15,0.12,556.49,3329,53329
第一商業銀行,1280384,778382,14719,14207,1462801,1765554,5089707,12516,0.03,0,2390.78,5199,64680
華南商業銀行,1008070,765376,4986,8725,1035265,3325935,4385926,1559,0.03,0,703.93,10239,49328
彰化商業銀行,526408,225915,818,5960,339676,368628,1514286,949,0.23,0,608.4,1969,17771
上海商業儲蓄銀行,440566,230678,1593,2334,620222,742383,1388578,6907,0.24,0.19,1311.11,1814,33791
台北富邦商業銀行,3855965,2571152,49792,28883,5587439,21016942,31782209,100412,0.07,0,1600.05,18953,253518
國泰世華商業銀行,7115437,5134530,65735,36464,18133686,18567636,53623061,248849,0.11,0,1380.48,34651,481883
高雄銀行,15804,7619,560,116,12378,0,144836,89,0.4,0.4,269.97,91,732
兆豐國際商業銀行,1002980,637050,14148,4260,1547633,3061893,3871593,10992,0.2,0.12,510.84,5501,62164
花旗(台灣)商業銀行,2853816,2181908,28091,31756,11510961,11469561,17851784,159885,0.48,0.16,450.36,41055,543594
臺灣中小企業銀行,199434,108007,516,1178,333305,68364,884310,2480,0.1,0.02,363.25,1290,15878
渣打國際商業銀行,418624,301981,2338,2799,1252136,419696,3918091,5614,0.12,0,1211.51,4484,59136
台中商業銀行,149112,79566,1211,819,226212,54058,573783,310,0.43,0,1257.79,677,13290
滙豐(台灣)商業銀行,616070,429519,4765,6797,1960183,1690964,5462677,29273,0.18,0,2111.55,6862,69074
華泰商業銀行,9603,5030,7,128,11109,2252,52464,0,0.07,0,551.09,0,734
臺灣新光商業銀行,892216,535675,8193,5104,1592795,1971200,4702581,6935,0.11,0,229.45,4777,73633
陽信商業銀行,111286,53503,1166,661,187585,75597,366962,174,0.02,0,753.81,3770,12488
三信商業銀行,15006,10135,29,65,19216,14909,107862,32,0.48,0,5678.41,0,1465
聯邦商業銀行,2243665,1322987,22882,12640,5738451,4198427,9897642,64920,0.15,0,160.27,13455,191843
遠東國際商業銀行,1626660,1048521,10014,22967,3983607,5624695,4897955,152037,0.28,0.11,100.61,11238,152633
元大商業銀行,1161323,591895,2224,6982,1340456,3125198,4856028,18549,0.08,0,722.24,4302,64428
永豐商業銀行,2062091,1108933,17675,34865,4083287,4818727,11122720,96855,0.13,0,929.37,17403,161431
玉山商業銀行,6346283,4488251,48950,23721,12818988,18214644,41247881,309661,0.11,0,688.25,42779,529987
凱基商業銀行,356610,184474,9334,18170,1102554,852103,1073486,7446,0.56,0.32,176.2,4136,66460
星展(台灣)商業銀行,607125,327609,5463,5457,1360702,2063394,3356162,24617,0.58,0,312.66,11160,150013
台新國際商業銀行,5730768,4016276,63771,29231,10452764,22280389,30769489,253304,0.13,0.01,1024.33,17131,328388
日盛國際商業銀行,146048,95621,290,443,260449,118514,319730,2275,0.3,0,849.09,467,6537
安泰商業銀行,124102,56729,473,446,214915,1167341,391640,668,0.26,0.04,155.46,0,14952
中國信託商業銀行,7281706,4722215,88772,36965,16341460,23908115,42029740,643454,0.11,0,456.97,49328,624360
台灣樂天信用卡股份有限公司,595531,245059,1718,3118,464825,995706,1198140,6788,0.66,0.15,284.19,601,10411
台灣美國運通國際(股)公司,174152,104332,2345,2995,270120,0,3350991,352,0.12,0,1790.14,585,37511
