金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%),逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%),備抵呆帳提足率(%),當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
臺灣銀行,233490,113526,2700,1358,164200,64930,775715,650,0.06,0.02,1814.78,217,5825
臺灣土地銀行,352237,142038,4836,1955,352333,97689,871840,664,0.24,0.19,1327.44,906,19044
合作金庫商業銀行,634411,375449,9919,4542,763727,1015695,3251016,1732,0.13,0.12,551.27,5669,48217
第一商業銀行,1413009,838798,19843,10706,1474475,2247622,5512411,7701,0.04,0,2212.84,4127,57465
華南商業銀行,1039706,783501,9498,7611,972424,3444747,4442513,1371,0.12,0,481.08,0,39108
彰化商業銀行,568155,253182,3107,4246,316676,546805,1657027,741,0.17,0,729.62,1964,14349
上海商業儲蓄銀行,446153,230136,1964,1700,561548,934025,1327850,5184,0.1,0.07,2445.43,2068,25060
台北富邦商業銀行,4169566,2797359,63999,16823,5745114,23606118,28909782,84381,0.05,0,2302.98,17179,241751
國泰世華商業銀行,7572016,5373796,75855,41311,17783924,19639916,50390855,219084,0.09,0,1513.06,23621,403309
高雄銀行,15815,5584,26,90,13624,443,188375,179,0.11,0.11,505.68,69,1039
兆豐國際商業銀行,1053412,628442,7500,3922,1704292,3552360,3967161,10686,0.2,0.05,646.35,5506,47255
花旗(台灣)商業銀行,2826193,2085973,18593,27768,9727775,10768619,18761210,116945,0.35,0.09,521.93,77928,445440
臺灣中小企業銀行,191251,99887,296,1479,294522,75215,817690,1537,0.11,0.06,311.95,911,13178
渣打國際商業銀行,390455,259297,1447,4171,1060730,456555,2667772,4272,0.15,0,997.78,3869,40709
台中商業銀行,159017,77170,2325,1055,209152,50633,562730,334,0.32,0,1582.09,655,15258
滙豐(台灣)商業銀行,630224,428355,6844,6240,1814356,1268980,5548652,23588,0.13,0,2411.2,4911,60694
華泰商業銀行,9075,4832,4,19,9086,1858,36776,0,0,0,537.55,22,452
臺灣新光商業銀行,963288,571638,9929,4402,1534016,2225919,4841911,6662,0.12,0,243.51,3579,47286
陽信商業銀行,116750,54793,854,1001,176834,88824,349162,179,0.53,0.04,550.01,0,7934
三信商業銀行,16157,10707,335,53,16834,12814,100295,34,0.42,0,7810.56,210,1299
聯邦商業銀行,2238082,1285011,30439,10086,5257641,4643445,9305788,51378,0.12,0,178.91,9988,137133
遠東國際商業銀行,1579888,975814,12208,7925,3766345,4866055,4896943,118460,0.26,0.09,104.03,7594,113095
元大商業銀行,1176095,552044,12783,6783,1217535,2926822,4402771,17772,0.08,0,621.78,3518,51809
永豐商業銀行,2162649,1155943,15518,6296,3993758,5109891,10913052,74804,0.12,0,979.76,7724,117583
玉山商業銀行,6608027,4495978,40300,19157,12289701,20682560,40709925,255838,0.1,0,808.56,46148,437095
凱基商業銀行,374909,191162,3186,2309,1103318,924391,980947,7359,0.53,0.29,199.56,5813,57332
星展(台灣)商業銀行,620072,317527,4936,4613,1284866,2201632,3445173,20268,0.46,0,422.42,10871,126521
台新國際商業銀行,6034814,4067702,68599,25320,9945436,22521277,32744455,164950,0.09,0.01,1124.46,22670,257572
日盛國際商業銀行,139853,90402,263,1069,229684,110684,281693,1481,0.2,0,954.58,275,5781
安泰商業銀行,123651,53694,446,414,188970,1089140,351889,407,0.1,0.01,469.55,2489,11036
中國信託商業銀行,7775188,4870287,90194,42511,15017424,29644937,44667520,594378,0.08,0,508.28,33613,666952
台灣樂天信用卡股份有限公司,599591,202483,1247,4563,522463,811087,1021086,5763,1.56,0.71,129.15,976,9828
台灣美國運通國際(股)公司,169620,93650,2654,2265,224648,0,3363337,134,0.21,0,956.13,1247,22813
