金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,221158,114614,1215,1973,223746,22976,871417,983,0.23,0.13,583.58,772,12324
臺灣土地銀行,331978,167818,2477,2072,412439,97156,1039398,1003,0.26,0.17,1075.03,2012,26663
合作金庫商業銀行,547861,351798,7394,5086,793137,481203,3932576,2024,0.18,0.15,430.86,5668,59288
第一商業銀行,1215047,748749,15078,10910,1529811,1503415,4764977,11286,0.12,0,1561.83,5175,69155
華南商業銀行,1032094,794459,19047,9929,1119322,3335770,4693692,1794,0.05,0,600.81,15829,67038
彰化商業銀行,518004,251381,2398,3806,369897,363395,1554250,980,0.24,0,589.94,6456,25235
上海商業儲蓄銀行,431146,237678,4289,2423,705420,533374,1535516,7630,0.44,0.11,1254.66,4114,26105
台北富邦商業銀行,3288239,2102023,300269,13332,5445745,18568276,23902515,101375,0.1,0,1246.46,21092,236480
國泰世華商業銀行,6734229,4974594,66433,73620,19042723,16481434,55918999,274884,0.15,0,1254.71,43290,484468
高雄銀行,11105,4140,46,42,10735,0,140610,29,0.25,0.23,336.82,1,843
兆豐國際商業銀行,890413,579700,12345,3811,1416650,2866240,3716282,4216,0.18,0.06,665.28,4503,42956
花旗(台灣)商業銀行,2897671,2317987,23439,18369,13558293,12584933,19309642,213283,0.57,0.2,417.98,0,595655
臺灣中小企業銀行,203587,118971,481,1169,397427,72937,1062568,2082,0.19,0.05,342.23,1312,22008
渣打國際商業銀行,369015,264977,3654,2578,1449781,492705,3530672,7924,0.21,0,1002.42,6473,77224
台中商業銀行,139662,82292,1451,732,258779,53497,588550,424,0.33,0.01,1210.94,1772,22515
滙豐(台灣)商業銀行,621851,447158,5125,7445,2198933,1700786,6007506,31687,0.19,0,1908.5,6763,74544
華泰商業銀行,9796,5236,3,43,11496,2113,51340,0,1.12,0.41,326.84,0,269
臺灣新光商業銀行,834285,503608,11986,6041,1775372,1687350,5371313,10654,0.2,0.01,231.72,7070,74914
陽信商業銀行,107555,56672,1028,1058,213631,75082,399279,98,0.32,0,468.79,3982,14505
三信商業銀行,15149,10501,56,74,24580,16521,119030,79,0.63,0,3803.95,121,1548
聯邦商業銀行,2162706,1266940,49815,15207,6079932,3665827,8964495,82145,0.23,0,149.87,16127,201090
遠東國際商業銀行,1587131,1052137,14874,8537,4288050,6095563,5054499,155033,0.31,0.09,100.68,14711,166196
元大商業銀行,1171979,692028,3706,8207,1542433,3366303,5687813,22637,0.08,0,923.54,7406,94720
永豐商業銀行,1986502,1015915,26967,256985,4454410,5088338,8730824,102391,0.27,0,602.83,10531,127829
玉山商業銀行,5824072,4173821,114679,27590,13497912,17177607,38688547,325626,0.2,0.03,558.87,43625,520099
凱基商業銀行,385000,195827,6199,6400,1122633,791681,1059990,6819,0.73,0.43,185.21,5462,57231
星展(台灣)商業銀行,596567,325753,6707,4494,1551841,2137764,3548908,27821,0.48,0,310.21,12883,134760
台新國際商業銀行,5353487,3794049,73779,40483,11120117,21156312,29993805,297099,0.17,0.01,916.36,27468,294349
日盛國際商業銀行,149412,98213,299,618,310202,149920,359100,2653,0.24,0,954.42,605,9693
安泰商業銀行,124493,61390,584,533,247472,1257315,444236,754,0.34,0.07,120.99,0,11778
中國信託商業銀行,6872801,4669805,81739,42197,17914538,22840518,43200111,674335,0.13,0,493.55,61366,727589
台灣樂天信用卡股份有限公司,573990,320803,8072,1330,502743,913070,1948982,4281,0.34,0.05,454.16,1035,11331
台灣美國運通國際(股)公司,184051,121252,3779,2982,356872,0,4745055,1886,0.27,0,371.42,3547,39345
