金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月,逾期六個月,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,227791,108865,916,919,224156,9616,736637,1255,0.111957300006509,0.0555447069799735,1084.03083914318,334,5840
臺灣土地銀行,213143,111704,11189,1026,244235,56624,894454,836,0.294968828563728,0.167543708495155,1519.65114328842,2275,8075
合作金庫商業銀行,428289,258879,5042,3158,594854,369459,4262187,3748,0.178479548277079,0.160117728281832,318.860454936764,5485,23323
第一商業銀行,930182,615496,10397,9111,1380980,1174643,4688521,18451,0.155425908438024,0,1902.11953061039,5460,33885
華南商業銀行,846818,615731,16722,7874,698593,2277574,5875418,1297,0.046168764280945,0,865.348705530859,13108,24665
彰化商業銀行,437252,209997,4340,2845,348319,216141,2689135,746,0.213485614740124,0.00387918585342415,518.269852832553,2350,12256
上海商業儲蓄銀行,357856,180016,955,1753,714894,191405,1291914,6979,0.604812958072009,0.176713741984836,2393.57987013137,4043,14866
台北富邦商業銀行,2322577,1668400,44480,29288,6312835,7187287,19799390,52161,0.15221373397611,0.000545638371873214,776.54064307315,22579,142161
國泰世華商業銀行,5356145,3725810,50306,24646,14273447,12540101,38995725,168864,0.109807881656849,0,2432.0629567321,29548,187559
高雄銀行,9677,4396,238,36,7112,90,155400,137,0.155496518640696,0.0302179469423215,446.980204261758,719,861
兆豐國際商業銀行,612737,405475,8411,5167,1150094,886016,3402817,6555,0.174729569311619,0.0648156041488946,540.576817329633,2711,23009
花旗(台灣)商業銀行,2899350,2455177,15308,28026,15914950,9840238,21721550,213835,0.570311470781342,0.184945844222329,513.921514114915,0,366736
澳盛(台灣)商業銀行,558441,347929,4413,12166,3050071,1588616,3616541,19419,0.427462747850333,0,369.818712908012,11774,77727
臺灣中小企業銀行,333504,128662,900,1183,455552,99389,1125042,4067,0.0664376242680062,0,722.662670405105,2930,13969
渣打國際商業銀行,366307,219123,3845,4686,1907891,704497,1603929,5924,0.441625003086523,0,528.878302233603,11012,69321
台中商業銀行,198388,79064,2581,1442,252776,43144,613926,0,1.80973160190722,0.624119697106078,290.537024126317,0,10021
匯豐(台灣)商業銀行,618402,425685,5379,7885,2714361,1725030,4849461,54139,0.224222861598662,0,2716.31603932619,7002,44989
華泰商業銀行,10235,6344,24,20,18933,1953,66732,0,1.84253048603281,1.39846320170187,143.067676125527,0,288
臺灣新光商業銀行,910579,472834,9651,8228,2051021,1657874,5487112,24095,0.213984958853062,0.0277261735407906,238.779701195055,6970,32650
陽信商業銀行,84396,45411,2331,872,241886,65579,312850,184,0.00363997524816831,0,1301.74192368964,3695,7170
三信商業銀行,17054,11170,232,67,30575,14240,119062,303,0.221668052091992,0,6934.47317093414,195,1138
聯邦商業銀行,1829090,837450,18238,25642,4601175,3134015,6939049,89061,0.282143410805261,0,119.658303359219,13238,79859
遠東國際商業銀行,1473641,1027424,10853,6884,4769075,6155162,6728542,205055,0.335977717968073,0.0972109220024368,100.279854535685,16341,93751
元大商業銀行,512963,310128,16592,2722,439898,457227,4565805,696,0.134313307446273,0,1102.42807808665,1212,9227
永豐商業銀行,2294252,1323266,93488,22544,4872994,4457668,10604958,105576,0.311229126606647,0,632.227525029828,15169,89433
玉山商業銀行,4171812,2885056,55502,22001,10690789,10650160,34776015,160728,0.225647373330712,0,1152.66587852559,37542,228932
凱基商業銀行,512048,199109,7194,3572,1097762,545327,1530722,10466,1.38118253656207,0.982059623169762,137.817080298167,4708,34095
星展(台灣)商業銀行,12865,6050,102,60,21291,240,63270,20,1.16934310431493,0,776.675591449765,245,571
台新國際商業銀行,3605168,2504880,38896,40763,10127502,14018513,27434409,147886,0.200607616400933,0.00351022394780196,609.030661643283,19970,139951
大眾商業銀行,607861,323432,9407,6259,908150,3759848,2364284,75866,0.00800525855266644,0.00800525855266644,456.673320102937,8633,52419
日盛國際商業銀行,184955,100264,394,1417,449708,240441,481027,5370,0.208366627986965,0,224.69749747059,1283,7633
安泰商業銀行,183233,71140,907,371,392052,1264344,441347,1043,0.23883555716557,0.00327034152428103,250.528797449342,10462,10462
中國信託商業銀行,5903543,3836418,57351,49832,14201429,16783761,40845363,696565,0.128330524873155,0.000407005844819659,623.158251835828,56517,364877
台灣樂天信用卡股份有限公司,138145,96991,11067,345,85912,129123,604543,1308,0.165968933589642,0.0211058759478157,272.288206594056,141,555
台灣美國運通國際(股)公司,165877,113203,3770,3882,330990,0,3629927,1795,0.151715564106493,0,389.863385012704,1570,13017
台灣永旺信用卡(股)公司,87804,37642,115,653,271713,53286,151610,2515,0.761504920315285,0.196029206749387,2164.03384537168,1506,13226
