金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,231344,110228,608,2868,231686,20329,612452,977,0.31,0.07,554.55,1010,10049
臺灣土地銀行,308532,161509,3876,1461,397372,67703,908601,738,0.26,0.23,972.39,3592,30510
合作金庫商業銀行,515376,328760,4938,3745,750511,362661,3312732,2418,0.19,0.14,414.63,4413,56292
第一商業銀行,1122732,715657,23362,9509,1490395,1343691,4178762,11921,0.16,0,1406.18,5617,70496
華南商業銀行,1060362,801778,12750,12384,1118489,3118318,4161709,1903,0.07,0,658.9,18485,69328
彰化商業銀行,478326,231433,604,2497,309394,202855,1309595,872,0.16,0.05,715.49,3899,22409
上海商業儲蓄銀行,372501,189913,2208,1706,673697,251329,1148103,6422,0.51,0.16,1211.3,3775,27362
台北富邦商業銀行,2483835,1779209,23545,11645,5349378,14923130,18412117,94986,0.1,0,1469.55,24160,253919
國泰世華商業銀行,6351621,4666053,62031,32037,17790523,14380742,37244706,255977,0.15,0,2429.31,43684,441650
高雄銀行,11157,4476,74,136,9158,0,140639,102,0.25,0.23,411.22,0,920
兆豐國際商業銀行,742167,488975,13715,4136,1208622,1113048,3079690,4521,0.17,0.09,729.33,2859,36621
花旗(台灣)商業銀行,2902421,2429395,16811,17363,15831722,10227766,19249445,190878,0.66,0.22,419.01,0,674042
臺灣中小企業銀行,326737,126651,1816,2881,423745,72599,1295707,2481,0.13,0.04,383.77,1867,26416
渣打國際商業銀行,344904,239514,5101,3428,1538451,442399,2349958,5494,0.27,0,986.43,8554,95187
台中商業銀行,128006,80193,1544,797,264076,49387,522802,302,0.63,0.04,881.71,2805,30004
滙豐(台灣)商業銀行,609606,431532,5933,6809,2335859,1724740,5403656,37641,0.2,0,3030.81,6827,89269
華泰商業銀行,10049,5455,44,35,13535,2042,50840,0,0.23,0,381.2,256,1553
臺灣新光商業銀行,802649,482598,4135,7970,1846333,1482420,3614160,8245,0.23,0.02,275.06,5848,72842
陽信商業銀行,100938,52202,1209,926,219193,66137,326366,145,0.22,0,621.7,3799,13799
三信商業銀行,15000,10154,51,48,26568,16103,131487,59,0.53,0,3058.43,113,2044
聯邦商業銀行,2126989,1174896,18494,12238,5778783,3186519,7091187,74606,0.27,0,156.82,17689,213959
遠東國際商業銀行,1501790,1017995,10412,23345,4561371,5844864,4202721,178602,0.3,0.08,100.57,14255,188690
元大商業銀行,1334410,764864,8740,35276,1623322,3276620,6109937,23316,0.08,0,1111.36,9297,136556
永豐商業銀行,1826196,1015669,25361,9788,4484116,4156599,6363244,103050,0.16,0,982.5,36436,172169
玉山商業銀行,4869490,3403851,64604,24984,12817345,14296636,28768491,295613,0.23,0.04,613.27,43142,522563
凱基商業銀行,418810,193141,4173,7417,1074195,510353,964303,7932,0.63,0.35,167.65,6018,64801
星展(台灣)商業銀行,554049,314502,8179,6495,1669263,1801839,3121380,23190,0.46,0,279.82,11913,170078
台新國際商業銀行,4644710,3261631,70691,24996,10731188,18904583,23858223,284811,0.17,0.01,833.99,26278,310172
日盛國際商業銀行,154315,101722,291,664,327973,211589,346727,4172,0.25,0,848.23,737,13265
安泰商業銀行,124624,64149,672,658,280496,1266163,549712,617,0.35,0.06,110.58,0,20203
中國信託商業銀行,6835717,4476559,57080,34212,17723902,15397783,47163999,647364,0.11,0,563.71,66148,783923
台灣樂天信用卡股份有限公司,485034,306495,8236,1491,383001,755284,1592776,3653,0.25,0.03,643.79,875,10306
台灣美國運通國際(股)公司,174379,115968,3123,2372,384884,0,4490413,2217,0.12,0,541.81,2940,48048
台灣永旺信用卡(股)公司,62696,26861,129,1143,232917,23537,101696,2291,1.01,0.21,2106.22,528,15178
