金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%),逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%),備抵呆帳提足率(%),當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
臺灣銀行,224863,111119,1834,1875,195618,27741,605475,673,0.21,0.11,615.13,490,2677
臺灣土地銀行,335918,154470,2080,2024,386601,97789,721636,553,0.44,0.32,912.5,1351,9503
合作金庫商業銀行,559835,347591,10014,3857,736272,357625,2648205,1752,0.27,0.2,423.32,6095,27466
第一商業銀行,1246224,752249,15362,9606,1400525,1421096,3680763,8396,0.09,0,1771.14,5848,29674
華南商業銀行,1020607,771420,8137,8739,1029340,2956160,3262118,1262,0.17,0,398.61,0,15210
彰化商業銀行,533398,229800,4168,3633,292556,256585,1281666,678,0.36,0,566.74,2046,7213
上海商業儲蓄銀行,437277,234869,2470,2422,632725,579157,1006198,5692,0.22,0.16,1571.14,3314,18634
台北富邦商業銀行,3556848,2282200,48177,25552,5220127,18764032,21371405,77616,0.1,0,1313.98,23670,114788
國泰世華商業銀行,6905897,5001822,58330,26173,17761445,14405685,34030076,164994,0.19,0,1262.49,47861,224096
高雄銀行,13174,6145,527,97,10369,0,178393,78,0.14,0.14,422.8,0,389
兆豐國際商業銀行,944030,612018,20337,3902,1425534,2527337,3102924,2981,0.27,0.13,493.31,5501,26689
花旗(台灣)商業銀行,2873104,2241077,11684,22281,11718486,10939388,13649119,88481,0.6,0.13,461.55,45387,277539
臺灣中小企業銀行,203151,111534,1361,764,351165,49961,708233,2294,0.19,0.03,339.16,1508,8408
渣打國際商業銀行,378097,268242,3826,2080,1289076,451866,2571865,5555,0.17,0,1108.03,4713,28544
台中商業銀行,144470,79929,1845,763,226417,51435,442047,329,0.39,0.01,1250.28,1904,7720
滙豐(台灣)商業銀行,657973,426543,8055,34393,2103572,1573118,4202565,21332,0.24,0,1952.79,5262,29198
華泰商業銀行,9602,5029,6,58,10615,2191,35321,0,0.32,0,415.64,75,518
臺灣新光商業銀行,860499,513296,10967,6004,1659163,1564420,3122281,4924,0.25,0,231.04,6526,34275
陽信商業銀行,109581,55593,1103,985,201156,71401,283507,214,0.7,0.15,367.51,0,3061
三信商業銀行,15225,10360,90,44,20821,12805,98285,12,0.91,0,4036.58,239,751
聯邦商業銀行,2248916,1302505,33011,14685,5610626,3509628,7400906,35331,0.22,0,153.2,17647,87987
遠東國際商業銀行,1607898,1023409,11180,5746,4120758,4949797,3694760,114362,0.34,0.09,100.59,13871,69878
元大商業銀行,1168676,644726,3470,6351,1415439,2876689,3767598,11927,0.08,0,846.82,6207,31066
永豐商業銀行,2039844,1058270,19096,8836,4260632,4522051,7188756,74945,0.26,0,678.61,12459,72560
玉山商業銀行,6091494,4342924,68499,26453,12741159,15723532,35346478,222915,0.21,0.04,564.78,42707,222197
凱基商業銀行,363062,176179,3485,4657,1106951,710038,838320,5589,0.73,0.43,182.95,5897,32744
星展(台灣)商業銀行,606071,327965,5242,5714,1450945,1900017,2471155,21609,0.67,0,264.18,10958,60327
台新國際商業銀行,5482938,3934265,50310,33337,10546717,19066857,23255398,153877,0.2,0.01,826.56,29789,152016
日盛國際商業銀行,147735,98071,331,664,283965,118782,261039,1859,0.29,0,933.47,406,3088
安泰商業銀行,124153,58549,316,542,232502,1128796,303230,360,0.36,0.03,199.66,7031,7031
中國信託商業銀行,7004324,4607134,60942,29540,16777183,16982842,29753054,483106,0.14,0,479.33,56618,298583
台灣樂天信用卡股份有限公司,586724,283079,1590,1448,445196,791047,890520,2833,0.59,0.12,408.48,556,4706
台灣美國運通國際(股)公司,178708,111323,1768,2932,297372,0,2507810,365,0.38,0,1070.32,1801,19505
