金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,237967,115854,723,2419,222292,20374,585882,874,0.3,0.14,491.17,258,7604
臺灣土地銀行,301859,156220,4354,1709,385024,78103,823389,614,0.25,0.21,1048.38,2399,22927
合作金庫商業銀行,504261,313754,12258,3546,736600,626153,2957048,1647,0.17,0.15,358.56,4034,42520
第一商業銀行,1074553,684333,20575,9030,1478654,1274746,4012689,14044,0.16,0,1392.2,5773,53239
華南商業銀行,1053063,799335,11894,11034,1104727,3194475,4529949,1532,0.06,0,670.09,18471,50843
彰化商業銀行,480841,238803,9678,2281,298210,299812,1298381,664,0.25,0.01,633.77,1642,15838
上海商業儲蓄銀行,367583,185435,3056,1501,674237,317313,1156716,6092,0.64,0.26,904.78,0,19051
台北富邦商業銀行,2453222,1761297,17267,11011,5291452,14933515,16055663,93393,0.11,0,1377.2,19424,189633
國泰世華商業銀行,6346154,4588632,55076,31766,17129460,15154367,34854384,245211,0.13,0,2497.23,35720,326531
高雄銀行,11093,4404,82,41,8679,0,163834,161,0.18,0.15,520.49,0,654
兆豐國際商業銀行,706153,461048,12616,3920,1175638,1263942,2699330,4145,0.17,0.08,749.94,3553,27847
花旗(台灣)商業銀行,2905149,2452659,16010,22932,15672987,8970423,17985139,175381,0.6,0.11,444.48,53739,575320
臺灣中小企業銀行,327884,125138,2491,1488,430010,69716,939243,2596,0.12,0.02,387.14,1182,21277
渣打國際商業銀行,343294,235202,4829,4049,1560800,512798,2152284,7534,0.3,0,961.9,6268,73915
台中商業銀行,125623,80534,1110,644,278583,49141,530483,354,1.27,0.22,517.11,0,18239
滙豐(台灣)商業銀行,607157,427637,7719,5581,2315931,1679160,5148558,36010,0.17,0,3258.44,6368,69958
華泰商業銀行,10098,5674,8,38,14179,2467,45534,0,0.56,0.09,347.62,124,1297
臺灣新光商業銀行,806572,476659,6691,8024,1863082,1379335,3322906,8790,0.24,0.03,266.43,6168,55051
陽信商業銀行,99797,52932,703,866,221835,71618,318889,211,0.49,0,529.88,2922,10000
三信商業銀行,15109,10292,43,41,27312,13684,111124,44,0.24,0,3615.66,67,1701
聯邦商業銀行,2105328,1174325,18805,12338,5750645,3449917,6970048,67771,0.28,0,172.51,17785,160604
遠東國際商業銀行,1524335,987883,9120,5137,4536384,5537046,3876202,164486,0.3,0.08,100.58,13671,145298
元大商業銀行,1191128,752393,9932,11714,1580794,3274161,5856823,24854,0.1,0,1121.65,10522,108959
永豐商業銀行,1788390,1002970,11822,8654,4503542,4154908,6268182,93240,0.29,0,685.25,14839,111792
玉山商業銀行,4757959,3336342,49001,22153,12609682,17226849,24914397,279952,0.23,0.01,654.65,44196,393752
凱基商業銀行,424988,192355,4542,5009,1060450,656478,979658,6124,0.68,0.45,147.44,5351,46515
星展(台灣)商業銀行,676784,344871,6240,22654,1682290,1485061,2861259,25482,0.53,0,566.17,17804,134964
台新國際商業銀行,4491748,3145187,63301,21592,10487822,18497483,22367534,241343,0.19,0.01,778,27271,234305
日盛國際商業銀行,161770,102749,297,6007,337726,257376,372868,2581,0.22,0,830.95,977,10634
安泰商業銀行,125851,63904,712,451,290734,1269097,474918,761,0.36,0.02,368.36,0,13475
中國信託商業銀行,6695996,4360541,67332,27562,17232402,17334894,38580527,612689,0.13,0,577.07,61390,583834
台灣樂天信用卡股份有限公司,461218,296718,8281,1454,353247,629679,1419982,2688,0.28,0.06,919.72,1029,7109
台灣美國運通國際(股)公司,172421,114859,2838,2082,375125,0,4188551,2663,0.18,0,354.95,2463,38408
台灣永旺信用卡(股)公司,65341,28671,99,690,237591,23202,114511,2397,0.8,0.27,2259.48,1462,11884
