金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,223170,112692,2558,1297,216919,23568,675620,849,0.26,0.1,575.26,665,1815
臺灣土地銀行,334769,160275,2560,1761,400652,94545,700221,984,0.32,0.26,1130.44,1516,6189
合作金庫商業銀行,547551,349038,5155,4414,776632,372135,2757919,2312,0.33,0.27,367.4,4907,15576
第一商業銀行,1229741,749586,16021,9989,1464564,1409936,3868835,9378,0.11,0,1632.61,5985,17878
華南商業銀行,1023861,782142,8340,9176,1061848,2998831,3345587,1513,0.06,0,529.6,15210,15210
彰化商業銀行,526958,239840,7816,4548,358196,282637,1282695,699,0.29,0,597.79,1864,5167
上海商業儲蓄銀行,436151,238947,3110,3085,676879,582798,1103586,6361,0.35,0.2,1338.83,7247,11962
台北富邦商業銀行,3504874,2228321,61494,21402,5304567,18921529,23171847,109530,0.11,0,1192.59,23426,67764
國泰世華商業銀行,6838908,5001551,69601,29572,18047761,14791166,41690308,261321,0.18,0,1251.55,42202,133043
高雄銀行,12151,5181,617,70,11127,0,162023,116,0.02,0.02,1872.21,388,389
兆豐國際商業銀行,911695,604395,14106,4143,1411570,2496314,3007774,3827,0.28,0.09,530.57,5884,15598
花旗(台灣)商業銀行,2889279,2293802,20145,23301,12292074,11369716,13135808,201565,0.58,0.13,470.31,91579,183561
臺灣中小企業銀行,201778,113698,468,806,377660,39814,691204,2042,0.18,0.03,345.66,1835,5355
渣打國際商業銀行,374993,267750,5363,2453,1342418,463684,2740225,7142,0.23,0,1025.34,4301,16717
台中商業銀行,142528,81118,2172,687,246318,50001,462017,412,0.56,0.01,967.36,1036,3725
滙豐(台灣)商業銀行,621223,442382,8371,9823,2175326,1555010,4148225,32596,0.28,0,1831.18,6274,18168
華泰商業銀行,9702,5144,5,45,11539,2324,38401,0,0.49,0,400.27,201,443
臺灣新光商業銀行,843932,502927,15726,12129,1730282,1565856,3612834,7656,0.25,0.01,230.8,7271,20698
陽信商業銀行,109203,55815,1403,914,209340,72191,288818,161,0.38,0,498.12,3061,3061
三信商業銀行,15258,10439,270,77,22786,13165,81343,65,0.76,0,4180.15,318,403
聯邦商業銀行,2215438,1293597,37690,13459,5870050,3439271,7186173,91159,0.25,0,148.15,18226,52983
遠東國際商業銀行,1597899,1045377,9854,6659,4186086,5361005,3691996,173369,0.3,0.07,100.66,13355,43485
元大商業銀行,1168999,664066,3776,7060,1470463,3025238,3864607,21382,0.08,0,905.1,6400,17831
永豐商業銀行,2040570,1048373,30604,12458,4359052,4683069,8031370,107148,0.27,0,640.13,14795,44261
玉山商業銀行,6006271,4315393,83596,24987,13230454,16008197,35230568,356184,0.23,0.03,574.18,45601,134879
凱基商業銀行,458045,198340,34884,6232,1122738,728232,818742,8071,0.83,0.46,181.42,8365,19045
星展(台灣)商業銀行,603719,323481,5078,5972,1540093,1978507,2485684,27104,0.67,0,264.42,11710,33440
台新國際商業銀行,5448102,3809013,55382,26264,10898071,20003675,24780338,279457,0.2,0.01,906.17,33824,90163
日盛國際商業銀行,148375,96658,271,612,298626,134513,281805,4032,0.25,0,991.58,369,1816
安泰商業銀行,124392,59799,506,500,241374,1189011,336885,703,0.57,0.23,157.51,0,0
中國信託商業銀行,6945990,4640372,64825,40230,17407958,19138004,31596841,745201,0.15,0,476.57,63846,184791
台灣樂天信用卡股份有限公司,585703,306081,2386,1771,488139,805333,826856,3785,0.54,0.11,413.88,1378,3355
台灣美國運通國際(股)公司,181500,117361,2393,3074,327846,0,2136324,753,0.47,0,724.51,7230,13907
