金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,244580,123434,2554,2582,223181,24726,716983,740,0.2,0.08,699.72,992,6242
臺灣土地銀行,288089,145105,10552,1416,365276,97684,970883,712,0.24,0.2,1251.85,3144,16308
合作金庫商業銀行,485205,301604,5068,3922,708510,1102147,5202562,2118,0.13,0.1,338.4,4507,29702
第一商業銀行,1026945,660157,11299,8370,1442628,1419049,4795738,14295,0.15,0,1403.97,5636,36063
華南商業銀行,1047955,794750,12694,10615,1058901,3646260,5720498,1691,0.06,0,748.87,15626,32372
彰化商業銀行,448477,207156,13136,2258,289370,440579,2515655,764,0.11,0.03,691.82,1904,11829
上海商業儲蓄銀行,362459,181442,3343,1898,664791,345616,1292560,6525,0.73,0.36,716.67,0,9815
台北富邦商業銀行,2434352,1755009,23788,11193,5231705,15175665,21072634,54872,0.11,0,1159.36,22028,126484
國泰世華商業銀行,6254710,4500944,64728,30067,16838302,17120926,44330167,243964,0.14,0,2435.3,37440,214730
高雄銀行,10944,4343,77,28,8695,2,153502,32,0.08,0.06,1014.63,1,560
兆豐國際商業銀行,686103,448043,15462,4988,1128326,1793716,5438017,4620,0.13,0.05,864.61,3386,18971
花旗(台灣)商業銀行,2911085,2465968,23273,18662,15950881,9510465,20406988,182299,0.8,0.36,287.98,0,309423
臺灣中小企業銀行,322038,122274,851,1012,426937,96841,1170473,2410,0.19,0.1,347.52,2204,16216
渣打國際商業銀行,340492,229695,6003,3900,1583558,622855,2412315,8149,0.38,0,896.6,7815,50436
台中商業銀行,123377,81344,1158,848,274136,46758,581956,200,0.47,0.04,984.94,4364,18239
滙豐(台灣)商業銀行,599035,423024,7999,5850,2310299,1765944,5822171,45586,0.24,0,2640.91,8044,48087
華泰商業銀行,10188,5670,15,32,14211,2010,56910,0,0.96,0.14,302.51,167,696
臺灣新光商業銀行,816950,478443,5878,21723,1846978,1743847,5105034,10949,0.23,0.04,249.86,6536,36706
陽信商業銀行,98908,52888,1268,934,218923,77963,380463,407,0.26,0,519.29,3424,7078
三信商業銀行,15273,10420,128,77,27322,14575,132650,75,0.29,0,3059.59,266,1208
聯邦商業銀行,2088891,1162846,25746,13008,5559012,4265171,9212842,70127,0.27,0,175.54,19242,106138
遠東國際商業銀行,1510629,992545,9803,5543,4385130,5850641,4923500,169238,0.3,0.09,100.57,15603,99222
元大商業銀行,1183151,759268,8967,9056,1594926,3465892,6844416,21294,0.11,0,1173.49,11877,76206
永豐商業銀行,1782414,1001385,12394,10568,4490241,4414530,8501541,102759,0.3,0,643.63,12789,68945
玉山商業銀行,4671553,3266022,33470,18173,12125211,19107822,39831500,279421,0.21,0.03,639.69,43093,262233
凱基商業銀行,424450,192674,4184,4551,1043561,825974,1529633,6865,0.61,0.37,154.66,5054,32081
星展(台灣)商業銀行,541320,292642,59855,5208,1736091,1278583,2586355,23001,0.7,0,275.84,18351,87960
台新國際商業銀行,4348439,3055705,66085,45458,10306001,20070602,31287118,235600,0.18,0,756.79,23556,156211
日盛國際商業銀行,168936,101719,407,774,351691,274381,465842,3194,0.19,0,941.03,1173,6962
安泰商業銀行,140283,64637,680,308,295593,1262629,387620,783,0.44,0.14,284.07,0,8497
中國信託商業銀行,6550970,4234227,62816,30560,16697014,21790425,58511823,643996,0.1,0,582.08,62606,393994
台灣樂天信用卡股份有限公司,433732,281614,9684,1184,351248,572975,1516224,2688,0.3,0.05,838.7,892,4432
台灣美國運通國際(股)公司,170427,111495,3448,2634,356703,0,4195244,1725,0.25,0,321.48,2229,25408
台灣永旺信用卡(股)公司,67057,29911,176,1647,242613,24903,127150,2522,0.86,0.22,2249.23,2163,8173
