金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,227780,111723,439,1473,233482,13830,644529,1180,0.355687740660283,0.163392599084442,480.101852232125,1034,1034
臺灣土地銀行,187881,106747,2808,938,224554,41511,707079,767,0.316049362112253,0.197869848160707,1159.15785979741,588,588
合作金庫商業銀行,417213,256181,5492,3558,600759,230064,2227203,3483,0.45091403606751,0.406732719472294,285.642320518301,3770,3770
第一商業銀行,902664,604041,8832,9243,1356810,1127509,3885294,14730,0.174296249662739,0,1837.55465655378,5486,5486
華南商業銀行,811668,586092,13580,11592,725145,1346077,3643674,996,0.125502132316065,0,617.36447430089,0,0
彰化商業銀行,441496,216481,2428,3307,265085,123066,1183249,623,0.229124691329651,0.0192799266596697,737.101043903901,1691,1691
上海商業儲蓄銀行,362874,187041,1075,2289,745065,208723,1111783,6611,0.705125615307765,0.270837666486607,2054.4683302869,0,0
台北富邦商業銀行,2244059,1624544,20048,27353,6722859,5556825,15872287,77836,0.18460552244405,0.000153993122237413,703.169269165291,21917,21917
國泰世華商業銀行,5189629,3635072,65142,29093,14210500,10759345,29525686,254842,0.141755511272153,0,2239.97167432265,28307,28307
高雄銀行,9004,3862,29,60,6286,115,112682,192,0.600309329698273,0.600309329698273,200.648270322988,2,2
兆豐國際商業銀行,610697,400035,8074,6927,1166893,878219,2486238,7201,0.221199998203999,0.0704705972153001,516.944760674902,4431,4431
花旗(台灣)商業銀行,2910033,2472925,16462,30347,16323674,10408596,20101154,212693,0.548181193099123,0.121273654226689,598.327415117097,109963,109963
澳盛(台灣)商業銀行,585755,366031,6802,11512,3195037,1698035,3334820,21658,0.461350725916312,0,351.835899644665,14335,14335
臺灣中小企業銀行,335672,133593,758,1637,481224,38037,913790,4341,0.0808074512038752,0.00912701239492805,629.455997422833,2047,2047
渣打國際商業銀行,383559,232396,1227,4839,2014565,695111,1507540,8904,0.480942016899358,0,503.573655681873,11981,11981
台中商業銀行,196431,80911,2048,1046,249796,44241,462594,0,1.75043187605806,0.554733621154573,379.329680728029,0,0
匯豐(台灣)商業銀行,628302,435040,7835,7782,2863325,1816003,4239226,59331,0.243633460788838,0,2599.78694346385,7963,7963
華泰商業銀行,10254,6381,18,12,18590,2164,56706,0,0.484182073453963,0.288672238915642,210.303916788558,0,0
臺灣新光商業銀行,908227,461335,6078,5888,2129906,1411617,3244094,25552,0.224492242125591,0.00226410068588933,239.449219736129,5872,5872
陽信商業銀行,71074,37965,1017,667,251127,52662,234446,215,0.249411871325376,0,1045.29594334955,0,0
三信商業銀行,16675,11122,179,84,32141,16895,120848,221,0.322561012719859,0,5630.89663847928,232,232
聯邦商業銀行,1828785,817937,19752,16255,4648229,3017066,5971295,193544,0.267634110342894,0,119.933272321603,14161,14161
遠東國際商業銀行,1452400,1028632,11978,57903,4951117,5407625,4840709,248500,0.333859184174721,0.0952277392586266,100.418036191582,14071,14071
元大商業銀行,441120,253645,12023,3035,489427,399274,3097612,1147,0.151299185139011,0,1101.9174084991,1210,1210
永豐商業銀行,2137893,1316012,19448,26475,5029129,3957256,7215550,131650,0.330732360346728,0,742.957135526457,12124,12124
玉山商業銀行,3971339,2783239,40643,20193,10547618,8725142,22799208,103324,0.240876642054828,0,1334.42145238953,38812,38812
凱基商業銀行,505844,215194,3766,3969,1140705,308496,966528,10574,1.70576503139036,0.978622298320058,118.324298916475,6456,6456
星展(台灣)商業銀行,12697,6210,85,56,20380,428,56506,17,0,0,16852.9862174579,183,183
台新國際商業銀行,3569444,2467784,30104,11459,10400542,9707286,15622533,152066,0.257163231333372,0.0031907579265474,555.903691974037,25048,25048
大眾商業銀行,609693,316536,9987,7091,891527,3894893,1934180,79238,0,0,428.067556471719,9377,9377
日盛國際商業銀行,188426,101128,388,1108,464784,220881,401041,10390,0.175830485058894,0,245.078425830418,1683,1683
安泰商業銀行,186868,72264,1001,500,422849,1256775,467504,1243,0.343185577849908,0.0097484598925481,228.233887807942,0,0
中國信託商業銀行,5862288,3842748,33950,39839,14329791,13413550,27494278,723171,0.161064369276476,0.00047856978190071,650.298132613872,58206,58206
台灣樂天信用卡股份有限公司,81375,65730,8122,580,49547,82494,352263,771,0.0830708732003801,0,486.256962834444,0,0
台灣美國運通國際(股)公司,162348,88069,2796,2938,342354,0,3949473,1294,0.102622054376183,0,448.209889720884,2216,2216
台灣永旺信用卡(股)公司,91091,40668,147,1521,274633,63912,180116,2900,1.20467146316828,0.305201363994642,1354.60491969413,2543,2543
