金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,237251,117561,5515,1282,222721,11593,616519,813,0.47743416373393927,0.22249471185376082,389.4421771978435,687,687
臺灣土地銀行,234869,129536,1826,1017,298315,55984,827092,736,0.4030204675782259,0.28797585439448564,873.7972356610492,1618,1618
合作金庫商業銀行,457675,280538,5334,5503,647618,229931,2448277,3063,0.42306978249452604,0.36535053785811755,262.295815018356,0,0
第一商業銀行,951889,639362,7057,8798,1448702,1191549,3819447,14222,0.1896924548017916,0,1685.2680398627583,5916,5916
華南商業銀行,926657,682734,11674,10771,799835,1836000,3711588,1322,0.13279206503649835,6.108893158665823e-05,575.834280231709,0,0
彰化商業銀行,414315,204139,2172,2754,303873,147342,1173763,569,0.1573889428533704,0.005888912788920909,966.4186224003054,1490,1490
上海商業儲蓄銀行,356037,176616,1778,1587,698009,180752,968970,5520,0.7957110527806227,0.3241410551493273,705.1892219395145,0,0
台北富邦商業銀行,2404632,1754427,31811,20139,6142754,10520064,19150673,43230,0.11364280632082625,0.00022992022795968465,940.7367619029902,23617,23617
國泰世華商業銀行,5907666,4205251,57478,39550,15369785,10767958,32255892,188478,0.12697929686945994,0,2468.203963571732,30445,30445
高雄銀行,10335,4540,59,48,6995,85,112765,205,1.0238498810074135,0.9040012327289537,169.02619160395068,1,1
兆豐國際商業銀行,600551,413134,3177,5958,1185140,872012,2443900,5425,0.18872811140160708,0.04516703766301326,578.7788942100985,2879,2879
花旗(台灣)商業銀行,2877031,2438053,15462,31778,16058863,10266947,21286121,178364,0.5251390914953656,0.10685083195228934,593.5485775865352,130181,130181
澳盛(台灣)商業銀行,537019,328046,3831,6090,2949193,1636228,2831446,19833,0.46893552913937236,0,220.5313403993912,12288,12288
臺灣中小企業銀行,328151,124851,536,1542,448666,31700,896886,2913,0.16670693017667415,0.02263822516314721,142.86368709500093,1536,1536
渣打國際商業銀行,346871,210680,927,3334,1842820,540628,1294063,7844,0.39189612069536295,0,550.691376415647,8776,8776
台中商業銀行,204232,80231,1431,1089,280259,44353,507788,141,2.044255780098508,0.8782697988736042,239.24068128176233,0,0
匯豐(台灣)商業銀行,586569,403189,6094,9940,2602689,1567813,4120105,46075,0.2627739044585433,0,2496.3453520254593,7173,7173
華泰商業銀行,10120,6045,9,22,18578,1774,51975,0,0.9158531617303137,0.6035276189326614,270.8477548571692,192,192
臺灣新光商業銀行,902076,482241,5907,6709,2033301,1445285,3919448,10105,0.22983584156347,0.02341326581360034,237.48209153334358,6824,6824
陽信商業銀行,89408,50027,1103,903,239982,53091,269451,230,0.30442515482272087,0,885.3244283539076,0,0
三信商業銀行,17011,11032,171,142,25448,15849,105315,36,0.3105133035083588,0,6832.6587350259615,225,225
聯邦商業銀行,2009096,1097626,32204,38628,4892745,2751469,7269856,91421,0.28734487403021103,0,121.7879285089621,14904,14904
遠東國際商業銀行,1487899,918391,9628,312199,5066640,5477968,4355240,201117,0.3380750508962485,0.08299131520495256,100.4510001468182,16801,16801
元大商業銀行,583823,376495,9171,5830,473972,493946,4205893,724,0.11635712687402103,0,1160.5714560158417,1672,1672
永豐商業銀行,1933187,1154297,10837,12709,4862781,3573423,6298853,87008,0.381616867725023,0,553.5274748253457,15128,15128
玉山商業銀行,4314117,3005237,43494,23264,11573785,10122425,25049175,155223,0.26321601695319125,0.022315646131223863,897.7496092169115,44319,44319
凱基商業銀行,492069,197910,8815,14855,1094793,365045,995046,7726,1.0517564580052339,0.6387742349902696,141.63911960203325,6750,6750
星展(台灣)商業銀行,12625,5710,17,55,20878,41,44834,10,1.172418715871373,0.18023484064384881,756.3334384526438,96,96
台新國際商業銀行,3817341,2672764,54405,13588,10163449,13468269,17300910,155648,0.22737265615804267,0.003961723333142737,608.0135328772668,25829,25829
大眾商業銀行,595585,322893,7087,15169,936610,3807066,1877416,38903,0,0,503.1464137472629,10150,10150
日盛國際商業銀行,174183,98159,430,753,423045,207197,365612,7133,0.2160442089944439,0,200.51337533677,1551,1551
安泰商業銀行,181301,69567,519,402,363162,1315730,449682,721,0.316117577276459,0.015417974412054695,191.19049277797592,0,0
中國信託商業銀行,6014181,3871986,64863,33265,14981748,13148452,25009487,582425,0.16021831209644663,0.0004345809936370155,632.9715624190602,63420,63420
台灣樂天信用卡股份有限公司,221248,160410,13022,546,140372,265423,737779,1456,0.1656499198400966,0.021153886193757937,269.7306078245566,787,787
台灣美國運通國際(股)公司,170083,113398,2747,2728,352883,0,4091477,1890,0.14063899333820706,0,399.99607100673086,4198,4198
台灣永旺信用卡(股)公司,77889,35329,72,3363,263769,41340,150661,1935,0.9934219358303128,0.2129294014110768,1882.253085487486,2170,2170
