金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%),逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%),備抵呆帳提足率(%),當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
臺灣銀行,224958,111493,1922,953,184132,40767,616738,494,0.25,0.08,611.74,892,1433
臺灣土地銀行,340522,145310,1777,2090,369958,85786,728680,770,0.35,0.27,1030.92,2564,6261
合作金庫商業銀行,602345,368577,8714,3502,765464,419979,2919484,1959,0.29,0.22,435.31,5201,19633
第一商業銀行,1347687,809656,39324,11725,1453674,1694871,4352616,9195,0.05,0,2123.72,5591,20991
華南商業銀行,1013204,765944,11097,7337,1014006,3273902,3449267,1186,0.16,0,395,0,8827
彰化商業銀行,537521,226743,3814,3552,268270,299304,1365188,869,0.11,0,942.31,1194,5929
上海商業儲蓄銀行,480336,243338,17322,2869,599852,759304,1186279,4729,0.19,0.15,1589.15,2440,9636
台北富邦商業銀行,3974495,2666332,52760,15045,5590693,21263100,25193863,77187,0.1,0,1171.47,21692,78624
國泰世華商業銀行,7225828,5176869,60384,26364,17754933,16019627,35887559,209660,0.18,0,1222.54,38182,140513
高雄銀行,16118,7071,90,96,13027,282,139469,86,0.48,0.48,232.99,1,195
兆豐國際商業銀行,1021612,635322,9848,4440,1639740,2634867,3223885,9281,0.2,0.04,689.15,4032,16114
花旗(台灣)商業銀行,2865678,2193295,25357,23754,11017536,11069704,16686476,155280,0.51,0.1,436.36,39149,164284
臺灣中小企業銀行,196779,101665,338,702,318087,65323,760857,1802,0.09,0.04,356.34,949,4927
渣打國際商業銀行,411524,287487,1573,3322,1171766,412101,2497389,4634,0.14,0,1049.4,3341,14528
台中商業銀行,152720,79670,1584,758,217302,50264,479843,260,0.43,0,1267.62,2149,5266
滙豐(台灣)商業銀行,624290,429175,8987,8104,1885781,1416403,4652393,21504,0.22,0,1657.29,6755,22050
華泰商業銀行,9214,5012,5,63,10401,2134,35696,0,0.64,0,441.8,0,37
臺灣新光商業銀行,932295,567704,15631,4734,1561915,1876569,3356947,4941,0.13,0,251.01,4267,16964
陽信商業銀行,114575,55838,1473,1396,184365,76389,340090,97,0.26,0.03,325.11,0,2549
三信商業銀行,15214,10101,192,49,18422,12906,105886,26,0.65,0,5519.02,20,344
聯邦商業銀行,2278950,1324602,20885,10901,5508442,4176984,8130014,50776,0.15,0,163.17,13934,55567
遠東國際商業銀行,1640412,1043161,10479,6297,4000363,4939875,3940315,107214,0.3,0.1,100.51,10415,42283
元大商業銀行,1156419,572523,2981,5896,1282951,2900305,3764676,16948,0.08,0,692.5,5575,21580
永豐商業銀行,2108374,1138686,21546,7718,4026246,4780224,8899694,81904,0.13,0,939.31,12592,46992
玉山商業銀行,6454847,4486016,52489,20910,12426237,16395880,33642703,262866,0.15,0,664.45,38771,148688
凱基商業銀行,360651,190041,5083,2411,1101923,851565,936411,6622,0.7,0.37,183.01,6570,18911
星展(台灣)商業銀行,608256,317198,3444,4582,1357569,1927396,2726840,21542,0.61,0,301.91,12116,45843
台新國際商業銀行,5832494,4071519,52424,33725,10199837,20021438,26166296,107729,0.14,0.01,958.03,22633,87536
日盛國際商業銀行,144786,90215,231,646,249971,116357,259127,1796,0.3,0,850.07,306,2249
安泰商業銀行,123549,55176,420,507,205664,1111739,308565,404,0.49,0.31,215.21,0,0
中國信託商業銀行,7496719,4833621,83013,30279,15903429,19483834,34287603,565328,0.16,0,431.87,72255,247957
台灣樂天信用卡股份有限公司,600768,230150,2062,5168,492157,873076,888030,5174,1.01,0.26,229.34,891,3186
台灣美國運通國際(股)公司,174002,103042,2277,2101,231310,0,3015545,142,0.23,0,914.49,1487,6303
