金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,234851,114969,4625,2170,225814,9559,641049,1309,0.4825040651173987,0.19918485251116874,392.34993372467335,656,10867
臺灣土地銀行,233952,129511,3520,1099,296000,54722,902904,1008,0.4477124264516982,0.19812418054492048,1026.800945432124,2179,18345
合作金庫商業銀行,457738,278170,14319,3667,635438,240262,2703441,3758,0.18945905117981318,0.13605243039269013,340.3221847117813,4707,46819
第一商業銀行,951071,640575,8179,9891,1470622,1190751,4171191,17394,0.1819749668596002,0,1725.6163300510316,5491,68241
華南商業銀行,926221,679902,16276,9511,839963,1831850,4064532,1671,0.055011347509998344,0,904.4951184620734,12366,48766
彰化商業銀行,424551,207437,1289,2939,304242,148217,1313347,586,0.14293251419334924,0.0056176879565457355,1003.1797002896361,3896,28585
上海商業儲蓄銀行,355846,177568,1800,1744,726614,180126,1083009,7480,0.7328484150566169,0.23185354292397858,861.6126762922515,6243,32906
台北富邦商業銀行,2392960,1745168,37716,25008,6195011,9574588,18735418,53731,0.1374744885027949,0.0002518227597943574,818.5754592452118,22158,283596
國泰世華商業銀行,5889738,4170575,71832,39259,15371268,10861269,38956432,236940,0.11651454923317679,0,2459.947180344079,28344,360755
高雄銀行,10324,4601,170,32,7612,85,133214,97,0.6517074366991601,0.5664888725400037,177.1268073659434,96,1012
兆豐國際商業銀行,603332,416322,5874,7845,1166621,870148,2511657,5020,0.18848684529704673,0.046168332991471044,590.2933102887353,3291,41755
花旗(台灣)商業銀行,2883733,2445067,16906,29140,16206300,10259284,20851387,203927,0.6710182291883414,0.19364730658495322,481.57703185458405,0,713813
澳盛(台灣)商業銀行,539382,330412,4660,17471,2960449,1578368,3006692,26868,0.4247516076205172,0,404.7512414874139,13306,164924
臺灣中小企業銀行,329157,125384,646,1504,450533,83103,977574,3315,0.15333412839918428,0.011333392099070144,147.1616461252674,3019,26785
渣打國際商業銀行,350232,212512,1522,4515,1852279,560756,1367287,9197,0.3952068128149896,0,549.4341481923042,8983,131507
台中商業銀行,203995,79552,2902,1173,272738,44864,549252,0,1.5867872733000314,0.3667058831092853,304.7452405230253,0,25553
匯豐(台灣)商業銀行,590415,405949,5131,10503,2626342,1593062,4300653,56966,0.2840025496392491,0,2434.9084187429885,8878,91957
華泰商業銀行,10138,6065,13,16,18065,1935,60576,0,1.1175969043090443,0.25185282350626353,206.37053232415113,0,1758
臺灣新光商業銀行,902878,483351,6748,8180,2018218,1445935,3739722,12564,0.26406269400003246,0.01976344634689262,228.31874700642678,6545,70740
陽信商業銀行,89207,50260,905,748,241326,52034,265361,191,0.06228780951518718,0.00018106921370693947,1141.858482523444,4757,15640
三信商業銀行,17073,11029,113,99,29335,15438,120007,143,0.28736424279177464,0,6790.522676428717,693,3316
聯邦商業銀行,2015520,1083892,32811,33890,4907907,2657214,7332375,96309,0.2919521875818237,0,119.70574602172492,14907,170739
遠東國際商業銀行,1790432,1095414,12466,56511,4687580,5558214,4495510,221558,0.3628748695047596,0.10994208969825851,100.34922562467973,24133,199416
元大商業銀行,578740,370293,13178,4617,529463,528644,4541842,958,0.11705398833271177,0,1171.1777780284997,2606,20968
永豐商業銀行,1935059,1273076,13282,33403,4874575,3542554,6734983,111322,0.37603974179682964,0,569.7156865998539,14986,178132
玉山商業銀行,4293887,2990512,49072,23421,11476370,10038230,27059346,201884,0.26441897817901133,0.0275160769133777,928.518010662826,43974,463224
凱基商業銀行,498074,198100,10199,14720,1089264,360938,1152132,9938,0.9707532770609718,0.6207370118001905,152.11473763435245,5999,82563
星展(台灣)商業銀行,12663,5765,15,69,21287,47,50505,12,0.9580652662584296,0,1006.5163227496326,1147,3337
台新國際商業銀行,3776524,2640499,76417,23459,10158107,12933478,18365950,171730,0.23421675432609163,0.003342011860217321,606.0533907535738,22916,274583
大眾商業銀行,603720,325382,8243,6395,937385,3737175,2072830,79173,0,0,515.5896509912814,7597,121417
日盛國際商業銀行,174506,99902,452,1548,435152,202457,395912,6853,0.25006608210154396,0,217.28250273587335,1894,17449
安泰商業銀行,181469,69831,749,352,365772,1321997,482109,1050,0.20397619048805316,0.011558982949005455,174.88106083054183,14134,24596
中國信託商業銀行,5984594,3853818,57723,36103,14930278,13485122,27156801,735849,0.15863649575808883,0.0005308312660218524,603.9899483115923,64304,739019
台灣樂天信用卡股份有限公司,208479,153990,12794,441,147491,258565,812784,2162,0.18155886490277356,0.0597050910604455,232.85806869734284,105,1759
台灣美國運通國際(股)公司,170064,113332,3729,3482,344048,0,4046641,1322,0.1940794841838946,0,296.970449152685,7727,33622
台灣永旺信用卡(股)公司,81081,35641,109,723,264866,41045,150598,2787,1.0283608979938865,0.24531229009052447,1761.3129201740016,1706,22561
