金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,226550,111561,1069,885,228501,13204,795381,1461,0.216928263546178,0.0926957744832714,744.992366064307,582,7899
臺灣土地銀行,133373,57172,10216,1166,198641,24027,437947,605,0.232347727608449,0.0792444236545374,3044.09718505833,569,4945
合作金庫商業銀行,388946,234366,6109,3960,552515,326848,3606218,5362,0.207723531389626,0.188144870496249,330.574839693867,3118,25058
第一商業銀行,858292,574424,14618,8647,1318567,1042923,4417109,14238,0.123715598202858,0,2103.05950598802,4979,33841
華南商業銀行,765535,543281,15944,8218,659043,1395354,4770410,1030,0.0360459080685161,0,1531.50633855332,9387,16093
彰化商業銀行,416148,202799,7227,2492,288365,93122,2566554,593,0.178440130603884,0.0423856611760305,628.889910623171,96,6634
上海商業儲蓄銀行,372240,191826,1430,4503,774337,201207,1231807,7291,0.471065000254241,0.145444916575444,2904.46948763686,4640,17763
台北富邦商業銀行,2403451,1605158,96557,68166,6792387,5499643,17457423,98170,0.17455784192747,0,755.006729896391,22655,142351
國泰世華商業銀行,4988568,3469575,61177,25834,14139870,11526274,36063891,250792,0.133769376054101,0,2171.96270681036,23184,148202
高雄銀行,9087,3979,53,29,5684,193,156567,177,0.12636595580802,0.121552014634381,552.944306491664,50,69
兆豐國際商業銀行,594242,394041,11200,4257,1240247,819124,3649009,7463,0.145035279368258,0.0264308593182635,916.656798793202,1922,15829
花旗(台灣)商業銀行,2923602,2499517,19298,27670,16990890,8899525,21563850,187875,0.425496637422499,0.0792148113138981,745.089763839432,55312,383771
澳盛(台灣)商業銀行,627350,379940,6173,6195,3317821,1601303,3881045,19052,0.365902294016174,0,376.04933386475,10651,70781
臺灣中小企業銀行,335844,131559,1339,1383,545482,121579,1111102,4484,0.178520793950851,0.049031190926276,548.649615453407,4073,17809
渣打國際商業銀行,408790,259438,2279,5435,2200414,743220,1943619,10812,0.388534144904265,0,486.533491988297,11611,74177
台中商業銀行,162573,61045,2812,732,224605,35004,440609,0,1.94119147666286,0.88419755582189,365.175195711532,0,6782
匯豐(台灣)商業銀行,631808,448016,8448,5775,2970011,2355633,5251691,62621,0.22467328221758,0,2488.58503347269,6699,53828
華泰商業銀行,10326,6728,20,26,19594,2535,71787,0,0.15718293255324,0,205.960595228199,344,985
臺灣新光商業銀行,895696,454303,6639,4443,2192376,1399565,5741521,21355,0.143070525261092,0.00545976953743359,244.456151123534,5473,35609
陽信商業銀行,68973,39007,926,537,268356,54020,259078,294,0.386957048524868,0,937.675891490403,3670,7207
三信商業銀行,16797,11383,241,109,32598,13973,115203,346,0.415496214291137,0,4789.32319487212,10,382
聯邦商業銀行,1775563,793914,26818,12087,4987352,3238315,6354614,153257,0.250340981681946,0.00839770564686262,128.814213771582,12908,78922
遠東國際商業銀行,1490141,1009591,10752,19986,5182258,6278721,7612766,222008,0.252887673138995,0.0852792316632689,100.445123638641,13081,81597
元大商業銀行,366464,193815,10753,2264,438071,474629,2804125,1082,0.198227333593843,0,1002.99787905156,499,9242
永豐商業銀行,2203939,1305286,20670,16693,4901850,4567204,10064364,124872,0.445253425031625,0.180522090723233,476.412820338582,11241,78935
玉山商業銀行,3797402,2641898,39004,27021,10274879,8787666,29039543,138767,0.185189345991572,0,2273.29625814724,35858,221711
凱基商業銀行,499704,200479,4485,4275,1263945,848565,1623060,11770,1.07473035439137,0.620123755716976,167.736313214295,4095,31714
星展(台灣)商業銀行,12597,6185,67,64,18465,609,74986,25,0.932714912002033,0.20839951712307,535.03046127067,0,1421
台新國際商業銀行,3564681,2415330,28031,46951,10324160,9845211,21477122,186603,0.226719727212424,0.00843425403931503,595.711943657447,19567,125920
大眾商業銀行,597001,298069,9580,5599,909959,3897512,2486322,76328,0,0,450.937234362631,4958,42611
日盛國際商業銀行,191037,103250,577,817,476913,238913,464593,7077,0.289316958549095,0,281.205128122761,1135,11824
安泰商業銀行,198271,71258,1114,485,457002,1085450,460834,1522,0.232138510015066,0.00934679624037003,573.440744109196,10953,10953
中國信託商業銀行,5834710,3814603,38912,38677,13903635,14430019,40240761,766759,0.156199046221715,0.000452672654296772,677.562424106045,61996,357458
台灣樂天信用卡股份有限公司,20217,14176,5910,49,7576,27180,127776,76,0.10640941500309,0,489.452476890258,0,0
台灣美國運通國際(股)公司,163177,89734,3562,3290,316800,0,3915439,1007,0.110500996822416,0,426.481410698903,1103,13395
台灣永旺信用卡(股)公司,100984,45816,188,1070,292911,71088,173710,3304,1.83741760607271,0.848768190387673,718.313788624431,2380,16800
