金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,221714,115828,1653,8083,219620,39615,775590,843,0.3,0.13,517.25,1407,9919
臺灣土地銀行,328602,166506,2795,2389,399673,105764,781734,1012,0.23,0.2,1206.93,2696,19602
合作金庫商業銀行,533365,339126,6210,4455,782250,719053,3275551,2025,0.25,0.17,411.95,5568,42974
第一商業銀行,1194221,740729,13653,8767,1506656,1438228,4396396,10486,0.1,0,1694.75,5779,52241
華南商業銀行,1036873,794805,7166,9283,1037416,3356011,4768827,1326,0.05,0,550.06,15800,51209
彰化商業銀行,533016,237761,21419,2862,372222,503058,1521055,888,0.21,0,578.8,1550,15070
上海商業儲蓄銀行,419280,226588,6293,2481,689479,439185,1317251,6199,0.55,0.24,942.4,0,17397
台北富邦商業銀行,2842427,2011723,39419,14750,5359140,18159572,23284613,84275,0.09,0,1433.72,17846,175335
國泰世華商業銀行,6661030,4849718,82642,32955,20304462,17508755,38610301,233389,0.16,0,1286.12,46876,353193
高雄銀行,11115,4192,54,72,10164,0,160888,93,0.34,0.34,278.94,1,377
兆豐國際商業銀行,859054,557770,13024,3965,1343173,2876621,3402462,4438,0.13,0.06,807.91,3235,30557
花旗(台灣)商業銀行,2893117,2320692,22207,19861,13695998,11178206,17974219,176474,0.56,0.18,448.77,0,460832
臺灣中小企業銀行,205771,121735,400,112327,406773,73444,918628,1943,0.15,0.03,351.95,1669,16486
渣打國際商業銀行,365933,262452,2994,2430,1445543,563980,3117692,6924,0.23,0,983.25,6994,57532
台中商業銀行,136580,82041,1188,626,259584,50081,565106,386,0.43,0.04,988.36,1965,17725
滙豐(台灣)商業銀行,625362,449091,7349,7120,2197327,1683790,5635166,31387,0.16,0,2683.32,4850,57605
華泰商業銀行,9936,5460,8,37,12639,2196,47132,0,0.7,0.35,347.74,0,85
臺灣新光商業銀行,819803,493835,8331,4414,1799576,1532621,4053141,7067,0.23,0.02,253.83,7172,54658
陽信商業銀行,107602,57339,1108,972,215115,79272,373773,220,0.37,0,342.62,4335,10523
三信商業銀行,15162,10510,137,56,25236,15661,117000,29,0.78,0,3437.24,260,770
聯邦商業銀行,2154600,1228783,35019,13195,5907625,3354310,7319739,59289,0.23,0,154.8,16302,151637
遠東國際商業銀行,1547793,1014499,12869,5638,4519069,5442436,4175899,130570,0.32,0.09,100.43,12705,124045
元大商業銀行,1173021,714299,5396,7799,1548525,3193493,5576172,22067,0.08,0,993.21,8001,72758
永豐商業銀行,2069629,1114621,109363,12957,4431823,5076226,8152284,91706,0.23,0,658.64,13925,91579
玉山商業銀行,5531455,3906016,181405,24839,13023665,19047038,35110658,275923,0.19,0.02,596.82,42954,387182
凱基商業銀行,410684,200876,5492,14233,1098145,826231,1027335,7593,0.68,0.39,185.54,4355,41514
星展(台灣)商業銀行,585704,323201,6814,4413,1538819,1927830,3299007,22529,0.54,0,288.22,11742,99075
台新國際商業銀行,5173782,3643918,62871,26763,10893874,21700686,29145536,227784,0.15,0,1007.78,24501,215238
日盛國際商業銀行,150535,99397,294,665,315539,19748,349828,1882,0.33,0,804.93,729,7613
安泰商業銀行,124207,61685,547,498,254238,1229375,414972,588,0.26,0.05,315.14,0,9488
中國信託商業銀行,6757702,4598075,54948,37218,17805472,24226921,37309099,546405,0.11,0,511.68,56290,549943
台灣樂天信用卡股份有限公司,551494,312064,6805,1258,517043,723608,1617353,3066,0.32,0.03,564.88,1319,8603
台灣美國運通國際(股)公司,181813,120137,3183,2396,353761,0,4388855,1891,0.13,0,556.89,3168,32199
