金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,239349,116733,941,3267,223751,21568,662177,891,0.25,0.1,579.71,396,7346
臺灣土地銀行,299386,154018,7512,1912,373393,84528,916513,658,0.27,0.21,1023.85,1932,20528
合作金庫商業銀行,495298,307139,11429,3926,772627,775255,3099356,1998,0.16,0.14,350.44,4626,38486
第一商業銀行,1060097,674381,26557,9667,1473974,1287800,4598924,13683,0.16,0,1339.26,5849,47466
華南商業銀行,1052724,800909,17403,12666,1060843,3329822,4929704,1703,0.19,0,383.38,0,32372
彰化商業銀行,473366,227178,17411,2553,363669,339472,1475330,631,0.29,0.01,519.79,973,14196
上海商業儲蓄銀行,365555,184701,3042,1620,670299,327943,1335299,7451,0.5,0.14,1190.31,4225,19051
台北富邦商業銀行,2446966,1765927,20571,12997,5206172,14972244,19028476,94267,0.1,0,1403.87,21203,170209
國泰世華商業銀行,6322844,4571546,68383,33907,17199768,15493184,41132259,273335,0.13,0,2499.07,35764,290811
高雄銀行,11052,4397,135,76,8861,0,162175,78,0.18,0.16,486.12,94,654
兆豐國際商業銀行,697457,457485,10872,5080,1131533,1344099,2902602,4563,0.18,0.07,763.52,3136,24294
花旗(台灣)商業銀行,2910928,2468868,21551,20805,16117831,8961868,19182940,196490,0.6,0.12,437.33,44996,521581
臺灣中小企業銀行,326881,123455,4554,1920,425676,68977,978941,2643,0.11,0.01,395.69,2214,20095
渣打國際商業銀行,343425,234345,5990,3779,1556785,551855,2288189,7731,0.26,0,988.35,8000,67647
台中商業銀行,124976,80500,1212,724,263452,45964,603873,344,0.97,0.05,656.35,0,18239
滙豐(台灣)商業銀行,605019,425505,9850,6344,2309982,1726672,5705498,43076,0.2,0,2970.84,6933,63590
華泰商業銀行,10128,5699,12,42,13616,2208,47533,0,0.59,0.22,339.25,375,1173
臺灣新光商業銀行,807905,480861,7004,10278,1834039,1469875,4039028,10693,0.24,0.05,256.51,6538,48883
陽信商業銀行,99704,53231,962,862,224305,72498,360439,314,0.54,0.02,388.71,0,7078
三信商業銀行,15159,10348,68,69,26704,14553,134597,101,0.17,0,3548.78,340,1634
聯邦商業銀行,2098861,1171046,21692,13161,5701275,3691171,7663925,73969,0.27,0,170.7,17790,142819
遠東國際商業銀行,1520292,989639,11807,6243,4273327,5603453,4237775,186419,0.3,0.1,100.54,16709,131627
元大商業銀行,1188479,753396,10587,20225,1640906,3311667,6603774,18715,0.1,0,1143.06,10923,98437
永豐商業銀行,1784777,1009530,13516,12240,4507810,4259157,7536111,107081,0.28,0,686.37,17018,96953
玉山商業銀行,4731111,3301465,64199,23119,12436099,18468003,27628289,316329,0.24,0.03,608.06,43110,349556
凱基商業銀行,425438,193021,5212,4307,1044095,683256,1105350,9061,0.7,0.46,146.33,3726,41164
星展(台灣)商業銀行,691779,340809,6468,9659,1675293,1425898,2641904,23259,0.63,0,275.68,7977,117160
台新國際商業銀行,4450039,3128619,72498,21950,10404744,19146091,25212088,259300,0.19,0.01,759.96,25373,207034
日盛國際商業銀行,167480,101322,418,1144,345839,247215,425633,2264,0.19,0,912.1,1204,9657
安泰商業銀行,138266,64023,694,530,290129,1268289,448389,855,0.26,0.02,356.58,4978,13475
中國信託商業銀行,6654948,4334098,87221,33127,17092619,19097098,41847610,682631,0.11,0,583.53,62155,522444
台灣樂天信用卡股份有限公司,453490,294792,10687,1544,366789,610907,1569149,3005,0.34,0.07,694.62,874,6080
台灣美國運通國際(股)公司,171665,114295,3557,3040,366149,0,4122476,1735,0.2,0,326.28,4465,35945
台灣永旺信用卡(股)公司,65928,29163,134,816,239946,23056,110351,2326,0.9,0.28,2064.95,816,10422
