金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%),逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%),備抵呆帳提足率(%),當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
臺灣銀行,243679,121402,1315,1037,164055,40714,858348,397,0.04,0.02,2017.92,376,376
臺灣土地銀行,353190,149368,1018,4231,348533,70300,858158,429,0.13,0.12,1141.99,1871,1871
合作金庫商業銀行,661807,395404,3660,5161,813505,774748,3622399,1573,0.2,0.17,422.65,3887,3887
第一商業銀行,1502082,913028,11323,9812,1570981,2243697,5078694,6076,0.13,0,915.85,6315,6315
華南商業銀行,1044584,804831,7886,7481,969196,4017723,4397630,951,0.07,0,569.7,0,0
彰化商業銀行,570822,274527,4527,3996,329174,578422,1763817,649,0.27,0.01,635.85,0,0
上海商業儲蓄銀行,456441,196064,3513,1828,585230,1318087,1223349,3360,0.15,0.1,1693.93,1492,1492
台北富邦商業銀行,4822013,3307283,46377,16726,6655183,27351323,30801191,63904,0.08,0,1441.28,24681,24681
國泰世華商業銀行,9232795,5994465,502672,82413,17748484,24328626,54289017,167957,0.11,0,1604.73,38461,38461
高雄銀行,15276,4777,19,49,13704,446,151728,9,0.66,0.66,198.57,1,1
兆豐國際商業銀行,1115312,652518,7669,5356,1857004,3573560,4205957,12601,0.19,0.01,715.49,7001,7001
花旗(台灣)商業銀行,2779666,2086700,11545,29790,10742374,11709104,22390383,107481,0.36,0.07,581.53,70470,70470
臺灣中小企業銀行,192717,99336,239,3073,288627,89847,869737,1203,0.02,0,308.93,771,771
渣打國際商業銀行,314112,200828,584,5844,960671,372301,1853543,3571,0.22,0,905.29,4324,4324
台中商業銀行,169737,79646,1158,720,182031,48314,568524,198,0.13,0.01,1944.59,911,911
滙豐(台灣)商業銀行,665769,445678,10621,4390,1789294,1405775,6292616,15537,0.16,0,2079.62,4002,4002
華泰商業銀行,9032,4904,24,21,9688,2046,44847,0,0.35,0.32,587.03,0,0
臺灣新光商業銀行,1047653,606244,10026,8282,1557227,2264220,4883884,4693,0.16,0.01,289.97,0,0
陽信商業銀行,114565,55322,836,872,168434,92079,364973,130,0.6,0.02,545.29,0,0
三信商業銀行,18970,12331,196,71,29575,17391,123849,37,0.04,0,4893.41,0,0
聯邦商業銀行,2465012,1410354,48812,15332,5505391,4598921,11405604,27801,0.12,0,169.52,11797,11797
遠東國際商業銀行,1566611,1012499,12280,10560,3743479,4769734,4835490,85219,0.29,0.07,105.12,8219,8219
元大商業銀行,1188493,549638,4930,6593,1138602,3225259,4474422,13788,0.08,0,768.82,4509,4509
永豐商業銀行,2282610,1242575,19045,7832,3898605,5286282,11445886,55775,0.11,0,763.51,10671,10671
玉山商業銀行,6906423,4680156,44613,29488,13086183,23446497,43010584,183671,0.12,0,609.38,23688,23688
凱基商業銀行,385699,189971,1595,1716,1141445,951591,1118051,4092,0.61,0.34,172.7,6680,6680
星展(台灣)商業銀行,657388,335106,4916,4126,1286686,2334617,3896744,16784,0.44,0,491.28,9725,9725
台新國際商業銀行,6305956,4288417,40573,34895,10410462,21866108,33601152,78575,0.12,0.01,1050.59,22942,22942
日盛國際商業銀行,131895,76224,32,760,212412,45088,231146,546,0.44,0,1160.31,556,556
安泰商業銀行,123014,54195,319,420,173096,1182783,350515,284,0.19,0.02,234.45,0,0
中國信託商業銀行,8512764,5372346,92625,201512,15887082,29089733,51128314,420784,0.12,0,384.45,66655,66655
台灣樂天信用卡股份有限公司,613952,204528,3277,5163,599960,712290,1015290,3951,1.77,0.88,145.62,808,808
台灣美國運通國際(股)公司,178063,111603,2780,5477,285798,0,5015173,927,0.48,0,375.81,5037,5037
