金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,244240,121634,3783,2935,224985,23143,699363,1112,0.22,0.1,622.13,933,5250
臺灣土地銀行,279450,142090,6247,1470,355737,61777,926448,702,0.34,0.29,862.01,2147,13164
合作金庫商業銀行,483221,299404,7035,3814,692276,268995,3119215,1958,0.22,0.18,315.47,6307,25195
第一商業銀行,1021308,657332,11861,8993,1443989,1201826,4628665,16274,0.13,0,1677.9,5991,30427
華南商業銀行,1046668,793155,13915,13133,1005141,2809769,4608768,1545,0.16,0,465.91,0,16746
彰化商業銀行,437880,200099,12572,2564,350476,182907,1382646,719,0.29,0.04,545.11,2509,9925
上海商業儲蓄銀行,360596,180730,4408,2177,656493,250996,1137747,7605,0.69,0.3,857.05,0,9815
台北富邦商業銀行,2421757,1752672,27454,13100,5151271,13491374,21738565,65567,0.12,0,1150.08,20841,104456
國泰世華商業銀行,6220049,4478386,78592,36272,16691173,11344430,47544750,255286,0.14,0,2430.12,37280,177290
高雄銀行,10893,4330,68,35,9014,3,138673,56,0.08,0.04,1199.21,505,559
兆豐國際商業銀行,675629,448645,9585,5760,1110309,1059160,2950421,4816,0.19,0.07,826.42,3642,15585
花旗(台灣)商業銀行,2905271,2465492,33108,26017,15797835,9770259,20553569,189301,0.51,0.1,482.04,49996,309423
臺灣中小企業銀行,322199,122867,730,997,422575,66447,1012351,2926,0.15,0.07,303.03,2759,14012
渣打國際商業銀行,339362,227068,6241,4163,1585637,374731,2147125,9394,0.36,0,928.86,8472,42621
台中商業銀行,122851,82408,1590,836,265507,47563,621141,408,0.85,0.04,680.5,4814,13875
滙豐(台灣)商業銀行,596886,420690,8761,6375,2316506,1685424,5664388,48660,0.24,0,2759.08,7167,40043
華泰商業銀行,10205,5752,9,46,14151,2351,53025,0,1.16,0.26,295.78,529,529
臺灣新光商業銀行,832795,480101,7519,32398,1825555,1343196,4471861,11005,0.25,0.05,249.25,6032,30170
陽信商業銀行,98347,52549,1827,1010,218628,61855,376385,224,0.68,0.03,376.67,0,3654
三信商業銀行,15307,10467,119,67,26941,14902,117173,203,0.39,0,2818.23,311,942
聯邦商業銀行,2076153,1158236,23693,14533,5508055,2948371,7749376,76774,0.3,0,171.38,19424,86896
遠東國際商業銀行,1506343,996868,12545,6495,4266896,5854128,4563887,203223,0.32,0.09,100.36,16047,83619
元大商業銀行,1179322,760191,11707,66803,1557800,3416201,6974752,25595,0.1,0,1208.54,13984,64329
永豐商業銀行,1780408,1005566,13096,12419,4496606,3683774,7175590,111038,0.33,0,655.8,12640,56156
玉山商業銀行,4656256,3253010,40807,20545,12001955,13761372,28966256,289084,0.27,0.02,630.42,44292,219140
凱基商業銀行,424774,192779,4720,7549,1037567,458322,1153969,8636,0.74,0.47,139.33,5015,27027
星展(台灣)商業銀行,540479,302338,4621,5177,1767456,1256120,2371495,24426,0.82,0,283.49,13794,69609
台新國際商業銀行,4327812,3029810,68057,15102,10250630,17097365,22622747,265221,0.19,0.01,768.94,27513,132655
日盛國際商業銀行,169303,102383,488,905,352447,224217,433735,2747,0.21,0,869.55,1008,5789
安泰商業銀行,141363,64947,716,391,298225,1271278,418042,812,0.35,0.04,279.42,0,8497
中國信託商業銀行,6517403,4193986,74679,37143,16604110,14023134,38731400,715613,0.13,0,595.35,63392,331388
台灣樂天信用卡股份有限公司,424551,276256,11070,1285,334708,550460,1566627,3348,0.29,0.06,787.4,988,3540
台灣美國運通國際(股)公司,169613,110877,3698,2869,354469,0,4347181,1706,0.27,0,319.31,5286,23179
台灣永旺信用卡(股)公司,68485,30288,240,909,245963,24546,112635,2506,0.94,0.33,1922.92,1205,6010
