金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,227489,111180,280,888,228396,12924,576030,858,0.181233812964266,0.0968681008160096,755.938854325771,1586,2620
臺灣土地銀行,189020,106590,1844,884,224183,43003,619551,482,0.439394818893459,0.324959367122197,1022.75712101966,0,588
合作金庫商業銀行,417677,256602,2904,2550,602285,223107,1975498,2171,0.414859684382106,0.366050124095394,287.557538465686,5191,8961
第一商業銀行,905307,602173,7645,7565,1370567,1110706,3556267,10763,0.17382578231009,0,1688.80659131211,5483,10969
華南商業銀行,814633,587515,11374,7798,687280,1323223,3350265,596,0.178361891075739,0,476.559596014542,0,0
彰化商業銀行,441877,214683,1856,2519,268799,128164,1106107,392,0.147775298481317,0.00904336595420573,1004.81016376588,2931,4622
上海商業儲蓄銀行,361933,185561,882,1823,708496,196599,988424,4737,0.499344270408037,0.163268795144677,2669.76741752622,4970,4970
台北富邦商業銀行,2232303,1618325,12594,24350,6601203,5569180,12772558,40045,0.180158008533723,0.00015027729130844,709.484774502088,24081,45998
國泰世華商業銀行,5217245,3647289,49002,21386,13922408,10733793,24663997,135387,0.145127537980092,6.31287294536953e-05,2240.35495699093,30089,58396
高雄銀行,8989,3819,21,36,5861,110,94878,137,0.743470743470744,0.743470743470744,185.073036021414,0,2
兆豐國際商業銀行,610480,398268,6581,6798,1175238,856897,2224895,4606,0.193124063364175,0.0591442444052785,553.816489901201,3089,7520
花旗(台灣)商業銀行,2904852,2462961,11663,27185,15647395,10351932,18882165,146513,0.674072605560155,0.223763622566887,476.6890793738,0,109963
澳盛(台灣)商業銀行,585110,361930,4037,4662,3181369,1669478,2802784,11763,0.467945315113973,0,352.134902038064,14294,28629
臺灣中小企業銀行,335236,132647,526,962,475322,38985,820315,2613,0.0906380684596001,0.0282508265328624,597.782160292263,1648,3695
渣打國際商業銀行,379876,229180,938,3943,1997024,657645,1274841,6457,0.385032312345848,0,526.693508740362,14120,26101
台中商業銀行,196428,80379,1470,843,223017,44387,435421,0,1.99490370470096,0.782394922216285,321.201705327725,0,0
匯豐(台灣)商業銀行,626559,433466,4868,6611,2834456,1693006,3624896,28330,0.223850142087443,0,2751.90346053061,8643,16606
華泰商業銀行,10253,6367,12,13,20114,3166,47703,0,0.860554970144011,0.439058658236741,201.364951904254,0,0
臺灣新光商業銀行,905964,459934,6302,8565,2159512,1394197,3227166,13519,0.19268187467973,0.00906487303045637,248.234982338422,5920,11792
陽信商業銀行,71326,38457,769,513,254739,57126,212919,92,0.419563877666627,0,947.560706016499,0,0
三信商業銀行,16721,11042,155,58,27740,13707,103194,143,0.301744674093064,0,6109.13561566106,258,490
聯邦商業銀行,1827844,823889,14050,14991,4559671,2987429,5328600,92077,0.25711164447739,0,117.758972935985,12935,27096
遠東國際商業銀行,1455856,1029753,9579,6171,5402613,5233126,4305557,120704,0.332357200121641,0.109072981744186,100.658009536809,17248,31319
元大商業銀行,447881,259008,8050,2297,446820,323784,2804026,516,0.142110983541604,0,1092.52732921075,1779,2989
永豐商業銀行,2144364,1310499,22296,15825,5011596,3917363,6415981,70034,0.316269126325096,0,740.242862300428,15239,27363
玉山商業銀行,3981435,2793191,28309,18213,10520439,8894833,21143684,58373,0.232111084888355,0,1312.73420723489,39017,77829
凱基商業銀行,503962,219309,2087,3548,1147021,313000,926061,7396,1.61359381610652,0.988522318923738,121.440508158703,4576,11032
星展(台灣)商業銀行,12710,6245,72,59,21439,381,48069,15,0.423561079882828,0,1414.47368421053,0,183
台新國際商業銀行,3572326,2469488,22235,19353,10300088,9808696,14725943,93862,0.248713786772791,0.00199681006329627,560.359528153709,24721,49769
大眾商業銀行,611478,316670,7546,5756,873720,3794199,1631204,46596,0.0119419694388186,0.00983288653076952,426.228837551799,7375,16752
日盛國際商業銀行,187893,101028,340,873,453560,233538,381029,5910,0.149087107063843,0,302.82635105676,869,2552
安泰商業銀行,185967,71522,625,428,420359,1233897,413750,705,0.360591400983078,0.00262283616016786,254.267273402675,0,0
中國信託商業銀行,5858581,3838481,30840,28886,14217483,13257888,25755715,460829,0.16489385852801,0.000470508965174642,653.496059601184,67317,125523
台灣樂天信用卡股份有限公司,86358,69482,5085,338,93371,82941,368859,198,0.0949029291049,0.028732079453777,346.486761710794,0,0
台灣美國運通國際(股)公司,162645,87706,2728,2431,342677,0,3303495,1376,0.146680665966702,0,476.869944031263,2242,4458
台灣永旺信用卡(股)公司,90032,40175,46,1154,272829,62970,168932,2020,1.07226757053542,0.287275236874581,1496.61667796078,2570,5113
