金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,228441,112316,1319,1627,234346,13802,706528,1740,0.29986689286784,0.13923630505703,538.427524437629,1001,12456
臺灣土地銀行,185966,104126,6477,1008,219743,38417,761762,864,0.278925166571602,0.152834276664515,1217.80778894472,332,9294
合作金庫商業銀行,415179,252334,13944,3715,585640,235482,2470330,4452,0.308469357532786,0.262839797395732,326.720253159024,6387,44414
第一商業銀行,900003,603248,11175,9629,1373754,1149403,4307798,19528,0.164886432181321,0,1867.11458896938,4990,64782
華南商業銀行,810633,584547,21445,9091,714957,1232550,3922417,1264,0.0380151515018185,0,1189.09525767032,9466,36343
彰化商業銀行,441163,219270,3617,2877,325581,116777,1266427,701,0.336584493849895,0.0185494910215566,568.94401167306,2171,16330
上海商業儲蓄銀行,364088,188458,1051,1973,729698,209010,1190625,7420,0.566658819950808,0.164006048752324,2592.16836461673,4651,30442
台北富邦商業銀行,2251364,1628623,23178,42445,6736129,5542193,16877849,108109,0.172558287146648,0.000156355494506613,741.024336078468,23137,284221
國泰世華商業銀行,5153580,3625066,72601,30243,14293354,10811705,35022958,277066,0.130766162930639,0,2270.14593955361,27541,320283
高雄銀行,9036,3934,32,46,6579,120,141276,115,0.326536495581501,0.326536495581501,215.236710826258,205,378
兆豐國際商業銀行,609550,401174,8324,5059,1164227,882764,2550420,7883,0.200683968411894,0.050824947408226,569.178466794007,3403,38158
花旗(台灣)商業銀行,2913583,2482087,17381,31414,16417118,10327758,21145761,233355,0.658037007002844,0.184090463493649,513.31013552811,0,654681
澳盛(台灣)商業銀行,590369,368107,6598,25092,3246653,1657900,3697931,24219,0.476102141926115,0,348.576357615188,16328,148265
臺灣中小企業銀行,336551,133620,3406,1650,486955,99216,934335,5177,0.0687073198220979,0.00187843355980499,654.378856492148,2989,37427
渣打國際商業銀行,387694,235945,1329,5497,2021732,699855,1648214,10621,0.496112963255215,0,484.96547507484,8848,138363
台中商業銀行,195966,80442,4948,1232,238549,42786,527530,0,1.43790774668495,0.386157986240611,445.422265623871,4836,20299
匯豐(台灣)商業銀行,628249,438284,6360,8332,2892921,1859803,4521973,61366,0.238771026285123,0,2658.82573743314,9354,104362
華泰商業銀行,10249,6386,12,25,18866,2296,62224,0,0.453470512226638,0.266962478972133,206.318143695834,325,1310
臺灣新光商業銀行,908037,464420,5291,6007,2144322,1400353,4380017,23358,0.201572357458334,0.00269148839433977,237.157071475767,5871,70418
陽信商業銀行,70724,38212,694,575,254965,49772,247766,408,0.0335177779844384,0,1269.22383166942,3018,14690
三信商業銀行,16630,11220,86,74,31659,17360,113656,309,0.255964649934662,0,6054.96119942741,13,1273
聯邦商業銀行,1825288,812939,21256,15710,4666617,3044511,5871008,174184,0.306177182327382,0,117.384292720502,14448,158335
遠東國際商業銀行,1498301,1023468,13201,28931,4924783,5642372,4994291,256245,0.294903347772151,0.0821009765232287,100.889774689434,16413,176723
元大商業銀行,431033,247819,10834,2836,434929,498917,3478458,1113,0.147708248284959,0,1103.73746853168,1733,18665
永豐商業銀行,2144920,1323940,16725,43477,5017438,3893483,7787749,140110,0.314801965926991,0,771.198410221879,45044,192227
玉山商業銀行,3950889,2770051,44896,23285,10448398,8179854,20448357,122763,0.234540212005431,0,1390.74650085365,37872,441232
凱基商業銀行,506103,210520,20652,24705,1152541,313999,1136109,14272,1.5238918784915,0.858342024229246,121.0346430907,4509,70448
星展(台灣)商業銀行,12668,6263,90,65,20641,486,60419,50,0.283868725197694,0,2207.01293830864,314,2951
台新國際商業銀行,3550799,2464211,30325,58754,10440898,9809680,16619542,200646,0.25467555622971,0.00326925221663655,557.736521984448,23636,255742
大眾商業銀行,606844,315178,9651,6604,885312,3869412,2124825,87506,0.000243836075030942,0,438.773325680202,11067,94648
日盛國際商業銀行,189146,101927,408,812,465999,215671,438394,13367,0.177454639504851,0,285.961710369487,1635,22221
安泰商業銀行,188328,72135,1481,530,426959,1232852,486624,1594,0.197227179520885,0.00847911303460431,209.077588783856,12346,23299
中國信託商業銀行,5858730,3837764,40360,40592,14272784,13482605,29746398,835609,0.154340248220494,0.000491072390398954,672.57650988182,57919,746249
台灣樂天信用卡股份有限公司,73379,59552,8042,209,41737,78171,356658,608,0.0463482355183422,0,751.377525463349,41,213
台灣美國運通國際(股)公司,162490,88763,3143,3645,340792,0,4083271,1984,0.112415043044857,0,410.226663822748,1781,29544
台灣永旺信用卡(股)公司,92233,40967,174,936,277453,64780,164900,3066,1.30354551245428,0.321125317677653,1250.1641758373,1863,31023
