金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%),逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%),備抵呆帳提足率(%),當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
臺灣銀行,266292,128926,1889,1133,168098,111770,935271,551,0.11,0.04,1136.57,393,6422
臺灣土地銀行,308416,140801,1761,3523,321857,139715,852903,595,0.29,0.26,793.57,2666,20826
合作金庫商業銀行,686497,391385,7073,7343,947321,1537675,4119073,1952,0.3,0.19,308.65,6009,49710
第一商業銀行,1536134,948483,12825,9991,1241644,3133209,6667574,7967,0.21,0,771.96,6846,56534
華南商業銀行,1073032,845230,9372,6931,1114521,5128613,5109677,1544,0.22,0,255.95,0,38469
彰化商業銀行,571137,346520,6835,3224,354923,2268574,2138310,1213,0.08,0,769.48,1262,14976
上海商業儲蓄銀行,390315,215234,1759,2558,647433,1709167,1572374,5300,0.27,0.18,573.54,3458,37572
台北富邦商業銀行,7302974,5690076,52283,32662,10047287,37209586,47804193,118740,0.23,0,1015.58,88081,554111
國泰世華商業銀行,7388455,4832845,46709,25762,19520173,36924715,60048847,240333,0.27,0,995.17,105619,728128
高雄銀行,9647,4182,52,90,13288,472,202456,52,0.49,0.49,186.49,454,784
兆豐國際商業銀行,1161814,647738,8084,6221,1650934,2975406,4488456,13571,0.23,0.01,568.12,11020,82366
花旗(台灣)商業銀行,20891,13162,304,191,0,0,497697,77,0.09,0,158.61,0,0
臺灣中小企業銀行,168696,94346,678,548,263742,256628,958565,1328,0.09,0.03,260.8,1789,12283
渣打國際商業銀行,274594,178394,1582,3847,864350,909659,1647288,3596,0.23,0,556.45,5805,38051
台中商業銀行,161511,82203,1410,11520,213155,46157,645248,272,0.2,0,1196.23,1602,12891
滙豐(台灣)商業銀行,750847,495593,11733,3660,2033817,1558557,8146040,7234,0.25,0,1247.22,7962,73535
華泰商業銀行,9112,4823,40,16,7781,2139,61290,0,0.26,0,503.8,0,93
臺灣新光商業銀行,1074966,590919,4172,4547,1635227,2050560,4103215,7634,0.28,0.02,437.27,10130,66970
陽信商業銀行,119514,59662,902,1626,174384,169174,445434,68,0.61,0.12,326.28,0,6009
三信商業銀行,21047,13718,247,108,32016,16777,154560,45,0.19,0,4366.54,204,2096
聯邦商業銀行,2844795,1890247,24202,41881,6717700,5804477,15378409,49248,0.25,0,267.52,31681,180524
遠東國際商業銀行,1352996,942869,7416,6281,3314524,4521042,4306568,105754,0.31,0.02,102.68,16238,109115
元大商業銀行,1207699,550780,5802,6518,1184210,4010291,4710160,18748,0.09,0,954.41,9869,61944
永豐商業銀行,2197531,1266309,18676,67783,3748279,5256319,11907741,70841,0.15,0,598.5,22196,153832
玉山商業銀行,7367915,4844694,119908,63198,17953447,30622685,45687595,278674,0.28,0.08,233.06,47575,375364
凱基商業銀行,376258,177556,3540,1844,1213967,1242426,1279422,6841,1.38,0.93,156.3,10989,78045
星展(台灣)商業銀行,3272018,2086368,16096,27839,8395610,14488743,21914300,138104,0.65,0.01,379.38,57893,612838
台新國際商業銀行,6587940,4758050,88451,59605,10440658,27828369,41255457,131000,0.31,0.01,529.05,74046,364869
安泰商業銀行,130138,57832,942,282,147612,1351798,429296,495,0.38,0.09,194.23,0,6300
中國信託商業銀行,9361130,5926606,75385,35152,16601456,26527914,60730430,582581,0.13,0,337.03,93402,926480
台灣樂天信用卡股份有限公司,502363,184032,1265,2703,681005,632366,724818,6374,2.69,1.2,147.93,886,6472
台灣美國運通國際(股)公司,194022,129178,3509,3004,273986,0,6266154,1317,0.1,0,771.88,3248,27158
