金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%),逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%),備抵呆帳提足率(%),當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
臺灣銀行,227461,110383,1401,867,169834,65254,1122876,584,0.07,0.03,1612.57,1120,4578
臺灣土地銀行,339889,138603,1513,2020,351713,126277,814540,521,0.38,0.33,830.54,1231,11681
合作金庫商業銀行,616132,364847,6242,4593,737321,1479334,5494460,1506,0.14,0.11,442.59,4493,34512
第一商業銀行,1371656,826286,12737,11793,1411004,2086765,5229703,6878,0.05,0,2027.43,5378,37596
華南商業銀行,1018385,761510,10154,7908,961379,3905462,5068253,1140,0.1,0,490.76,0,24988
彰化商業銀行,559341,233533,25266,3676,267731,794319,2341864,644,0.1,0,894.77,2738,9473
上海商業儲蓄銀行,481582,243751,3033,2217,554485,863819,1378381,4136,0.16,0.11,1804.24,2557,17570
台北富邦商業銀行,4053299,2705117,43368,37750,5493445,24079553,27628118,70261,0.1,0,1190.53,24611,152464
國泰世華商業銀行,7254999,5139785,37021,26114,16987349,20520562,47101854,191453,0.15,0,1286.72,42279,275464
高雄銀行,16034,6154,70,80,12558,674,186799,75,0.3,0.3,274.49,0,687
兆豐國際商業銀行,1034648,626145,7224,3870,1617761,3756907,7058435,8579,0.16,0.01,784.7,4808,29481
花旗(台灣)商業銀行,2839718,2134422,16126,32160,9827583,10156643,17330124,121492,0.78,0.33,310.92,0,205668
臺灣中小企業銀行,196287,101027,489,915,301701,101849,872599,1558,0.1,0.01,330.27,1516,9754
渣打國際商業銀行,403994,272510,896,3668,1078900,519320,2439695,3432,0.18,0,903.15,4375,25628
台中商業銀行,154351,77634,1126,917,206384,49256,488407,212,0.34,0,1440.73,2376,11278
滙豐(台灣)商業銀行,626616,428531,9224,7878,1841502,1398841,4973401,21089,0.23,0,1770.3,5692,39647
華泰商業銀行,9137,4987,5,31,9546,1692,35445,0,0.71,0.36,422.34,0,136
臺灣新光商業銀行,944481,566292,7937,5209,1517753,2207272,4436957,5310,0.15,0,241.17,5526,31518
陽信商業銀行,115013,56145,932,698,179362,106993,347183,77,0.38,0,432.44,0,5002
三信商業銀行,15338,10078,183,45,18443,10978,93797,19,0.29,0,8762.26,0,672
聯邦商業銀行,2192207,1307556,15824,15813,5160203,4682713,8380619,48357,0.16,0,164.76,13115,94496
遠東國際商業銀行,1569002,998751,2773,5251,3768115,4340952,3835198,105083,0.25,0.05,103.16,10705,77375
元大商業銀行,1158437,558567,3281,7588,1254635,2872220,4041411,13329,0.07,0,700.71,5055,38405
永豐商業銀行,2133392,1143795,16619,6289,3997599,5585638,11785412,64262,0.13,0,925.56,10213,82879
玉山商業銀行,6510578,4467646,45213,23747,12282745,21221371,53650168,244940,0.14,0.01,637.7,33501,263010
凱基商業銀行,366954,192204,4009,2010,1098368,1013970,1151769,5840,0.67,0.4,187.22,4586,34477
星展(台灣)商業銀行,608124,309883,2144,4599,1314687,2131750,3141903,17991,0.7,0,225.86,9497,79366
台新國際商業銀行,5900962,4036717,56248,23009,9898838,22085817,41518117,103008,0.15,0,844.93,22039,155744
日盛國際商業銀行,142902,93824,215,760,237615,104851,270448,1625,0.26,0,933.42,810,4203
安泰商業銀行,123660,54179,417,415,198232,1062445,290732,229,0.4,0.2,302.19,0,3925
中國信託商業銀行,7580563,4815512,63302,30717,15297416,33717871,69981303,503276,0.12,0,436.14,78771,471520
台灣樂天信用卡股份有限公司,600218,213381,1289,3981,491895,809299,786389,3963,1.55,0.47,157.49,869,5979
台灣美國運通國際(股)公司,170702,96367,944,2492,219968,0,2105444,469,0.28,0,952.29,3499,15325
