金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,235330,114051,830,3805,227510,19082,659068,1215,0.3,0.11,512.86,972,8576
臺灣土地銀行,303884,159523,3773,2047,391734,73737,943036,898,0.25,0.21,1119.03,2115,25042
合作金庫商業銀行,510211,320315,9745,4159,722618,490778,3266872,2213,0.18,0.16,362.24,4101,46621
第一商業銀行,1088305,694349,20336,9996,1493275,1308420,4841765,15676,0.14,0,1474.82,5742,58981
華南商業銀行,1053505,801325,13728,12188,1073075,3122016,5264834,2264,0.14,0,471.56,0,50843
彰化商業銀行,480155,243394,1505,2425,366728,249202,1459861,901,0.28,0.03,551.54,2672,18510
上海商業儲蓄銀行,369847,188043,3537,1916,670245,291438,1170757,7671,0.53,0.12,1250.37,4536,23587
台北富邦商業銀行,2461404,1771714,22665,14483,5217671,15051342,17977604,124116,0.12,0,1268.48,20105,209738
國泰世華商業銀行,6374054,4615740,66461,38561,17525313,15146193,44151847,325333,0.14,0,2451.3,33637,360168
高雄銀行,11154,4450,88,31,9147,0,158071,97,0.24,0.22,413.67,0,654
兆豐國際商業銀行,721125,470432,18411,3439,1153361,1145884,3152426,4819,0.17,0.09,728.85,3847,31694
花旗(台灣)商業銀行,2904950,2448710,19196,20518,15954124,9586645,19800493,206782,0.74,0.21,391.32,0,575320
臺灣中小企業銀行,328425,126144,2144,1603,424380,74322,1023594,2847,0.14,0.03,370.2,1579,22856
渣打國際商業銀行,343158,237549,4939,4356,1542927,488726,2450240,6743,0.33,0,955.12,5057,78972
台中商業銀行,126397,80269,1274,710,267013,49340,603379,348,1.17,0.04,593.86,3140,21379
滙豐(台灣)商業銀行,608644,428926,7985,6498,2330096,1730060,5894099,45680,0.21,0,2872.69,7284,77242
華泰商業銀行,10080,5656,12,30,14195,2246,49690,0,0.58,0.37,341.34,0,1297
臺灣新光商業銀行,807738,480335,9035,7869,1833377,1450468,4543591,14090,0.25,0.02,269.45,6080,61131
陽信商業銀行,100239,52669,1207,1045,222449,67603,366481,237,0.55,0.01,594.69,0,10000
三信商業銀行,15057,10218,61,68,26942,13176,102461,76,0.17,0,3681.2,126,1827
聯邦商業銀行,2113238,1173509,20429,12519,5789777,3278728,7604165,82096,0.28,0,172.07,17773,178377
遠東國際商業銀行,1534127,999193,16019,6268,4261778,5909457,4714540,200325,0.29,0.09,100.59,16653,161951
元大商業銀行,1266615,753900,81623,11117,1595786,3198482,6820175,29331,0.08,0,1169.72,9973,118932
永豐商業銀行,1799551,1012364,20401,9838,4502643,4197434,7421677,119696,0.28,0,694.7,13476,125268
玉山商業銀行,4792976,3361221,60427,25410,12606785,16131600,28863107,339064,0.24,0.03,619.65,42568,436320
凱基商業銀行,423958,193611,4506,5550,1060096,601078,1032041,9985,0.7,0.45,148.05,5901,52416
星展(台灣)商業銀行,644829,333799,6556,40040,1655233,1667430,3342671,30757,0.5,0,598.01,10759,145723
台新國際商業銀行,4548100,3198067,79863,23511,10641331,18914713,27628777,304592,0.18,0.01,790.3,22527,256832
日盛國際商業銀行,157797,102555,326,4299,342219,233856,379133,3274,0.14,0,907.84,1117,11751
安泰商業銀行,125380,63938,822,467,288257,1268128,613820,745,0.44,0.1,369.42,0,13475
中國信託商業銀行,6740827,4405050,79616,34799,17510109,15866590,44736160,793447,0.13,0,548.04,66635,650469
台灣樂天信用卡股份有限公司,469752,302591,9162,1531,385297,684717,1794789,3576,0.31,0.06,747.18,1192,8301
台灣美國運通國際(股)公司,172998,115244,2978,2401,368646,0,4188680,1852,0.19,0,328.53,2612,41020
台灣永旺信用卡(股)公司,64754,28207,155,763,237511,23184,103940,2235,0.76,0.2,2570.03,1739,13623
