金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,232039,110960,5506,6061,222222,20095,764136,901,0.25,0.12,564.49,1092,5509
臺灣土地銀行,321355,161352,5993,1900,394600,80787,985179,698,0.29,0.26,953.75,1403,10177
合作金庫商業銀行,525363,334740,6985,3853,735849,354547,3441508,2045,0.23,0.19,402.4,4545,24487
第一商業銀行,1171525,736194,17659,9831,1462144,1296236,4931169,10534,0.09,0,1908.31,5835,28797
華南商業銀行,1055244,800469,13321,12100,1056226,3065598,4634267,1783,0.18,0,335.15,0,18124
彰化商業銀行,498614,213155,7407,2941,355507,235102,1667048,791,0.27,0.04,513.43,1960,7859
上海商業儲蓄銀行,393846,207533,9930,2161,663844,244609,1403864,6682,0.64,0.27,944.1,0,8449
台北富邦商業銀行,2705135,1885406,85366,13606,5037314,16419932,26998610,93155,0.08,0,1561.82,18793,98480
國泰世華商業銀行,6501064,4741149,63375,29832,17707584,14426460,44755933,257905,0.14,0,2442.86,39263,186066
高雄銀行,11142,4313,52,85,9394,0,146062,96,0.34,0.33,310.27,213,246
兆豐國際商業銀行,820540,541246,20330,4691,1217063,1707446,3711759,4214,0.16,0.08,653,3937,16899
花旗(台灣)商業銀行,2886501,2381318,19187,23093,14328522,10917951,19027465,204557,0.49,0.12,513.51,56491,322438
臺灣中小企業銀行,322624,123230,1059,1325,406334,57825,1038106,2491,0.16,0.04,368.1,1996,9622
渣打國際商業銀行,361343,257295,5270,2229,1439792,430321,3061946,7463,0.24,0,986.67,4017,31751
台中商業銀行,133226,82058,1683,907,253784,49160,617561,420,0.46,0.04,936.44,657,8656
滙豐(台灣)商業銀行,622227,444052,9895,7657,2221051,1679366,6505922,37872,0.15,0,3284.67,7136,35634
華泰商業銀行,10189,5483,37,54,13248,2252,49280,0,0.43,0.14,358.27,0,0
臺灣新光商業銀行,814766,488630,8556,9712,1758354,1386726,4433899,9308,0.23,0.06,264.44,5841,27283
陽信商業銀行,105729,55834,2130,1190,211930,72800,401503,197,0.43,0.1,296.79,0,3559
三信商業銀行,15115,10426,134,58,24551,16728,149528,30,0.61,0,3126.72,14,397
聯邦商業銀行,2159485,1176761,24278,14578,5715813,3139417,7584049,63286,0.25,0,150.46,17269,86102
遠東國際商業銀行,1523677,1011739,12374,5970,4167810,5457379,4348047,173722,0.32,0.09,100.6,13160,67833
元大商業銀行,1167906,746514,6289,8432,1572623,3151162,6330777,24620,0.07,0,1076.83,8482,42616
永豐商業銀行,1911371,1054253,23285,9720,4378011,4231172,7799029,103630,0.27,0,696.26,11165,41291
玉山商業銀行,5121876,3597440,86506,27987,12448598,14807537,34115962,308571,0.23,0.03,592.43,44461,213313
凱基商業銀行,423583,200723,7392,6465,1052683,563603,1169567,8790,0.7,0.39,179.12,4303,23570
星展(台灣)商業銀行,561866,322054,9488,4311,1541375,1814655,3415771,25395,0.55,0,274.85,11009,50468
台新國際商業銀行,4973310,3501241,88813,24038,10576041,19167981,27326639,224551,0.15,0,1033.12,22418,119823
日盛國際商業銀行,152247,99375,350,737,322162,157409,393615,4120,0.22,0,1030.15,925,4418
安泰商業銀行,124095,63266,643,436,260287,1268404,421572,774,0.25,0.03,230.72,6722,6722
中國信託商業銀行,6817703,4538883,82866,58707,17396549,14934949,39761809,683481,0.13,0,515.78,58931,318405
台灣樂天信用卡股份有限公司,522966,312160,8840,1425,427868,717742,1627367,3379,0.34,0.06,430.39,1340,4878
台灣美國運通國際(股)公司,178908,117269,3863,2666,347077,0,4789345,2058,0.29,0,402.39,3687,14916
台灣永旺信用卡(股)公司,42918,19265,0,1889,215538,15018,53006,1498,0.82,0.14,2860.16,1182,6591
