金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,246050,125126,696,4070,217876,11882,651088,1110,0.21,0.1,626.29,1275,12514
臺灣土地銀行,263079,139434,2959,1299,344873,49975,820108,815,0.37,0.33,817.35,2253,23018
合作金庫商業銀行,472860,289981,5140,3546,693869,265271,2828105,2870,0.28,0.22,299.54,4307,45287
第一商業銀行,993999,647280,9923,8796,1455817,1183598,4253385,14647,0.21,0,1621.79,6468,61016
華南商業銀行,1038322,780699,24052,9184,889203,2739232,4218638,2082,0.14,0,522.69,0,51567
彰化商業銀行,427901,201562,1848,2268,370763,176901,1243133,702,0.33,0.01,664.16,1458,19824
上海商業儲蓄銀行,360320,184784,1508,2329,712555,274947,989919,6420,0.64,0.18,1000.98,4496,27584
台北富邦商業銀行,2353966,1744029,18217,18143,5525149,12310029,16253960,57754,0.13,0,804.74,20913,229051
國泰世華商業銀行,6000722,4307600,49273,47266,16031052,11945878,35367051,208891,0.12,0,2627.82,32188,328026
高雄銀行,10659,4551,84,36,8514,15,160771,76,0.27,0.21,300.08,0,1552
兆豐國際商業銀行,649642,431855,14550,3845,1120697,1000549,2739211,4606,0.19,0.07,554.28,3458,32028
花旗(台灣)商業銀行,2894123,2467472,20085,21253,16095518,9861782,20596725,194832,0.62,0.2,491.65,0,582459
澳盛(台灣)商業銀行,541329,321598,4891,5978,2867374,1427214,2546664,22359,0.43,0,199.66,12079,124959
臺灣中小企業銀行,325264,127343,1333,1755,438687,74894,952394,3268,0.12,0.01,216.31,2012,23878
渣打國際商業銀行,323729,197621,2579,4132,1699749,393381,1190806,8150,0.51,0,548.83,11676,96221
台中商業銀行,209943,81227,1626,1212,274232,42742,524929,403,1.34,0.06,347.4,0,26044
滙豐(台灣)商業銀行,589457,406672,7783,6871,2410212,1634643,4794507,39717,0.3,0,2298.31,8605,83107
華泰商業銀行,10438,6139,18,36,16732,2612,49460,0,0.14,0.04,302.48,0,1659
臺灣新光商業銀行,898433,485556,6412,17474,1908532,1258277,3917808,10095,0.26,0.03,231.89,6507,59967
陽信商業銀行,93251,50288,1089,2902,225163,55016,277101,304,0.48,0.02,766.91,0,14465
三信商業銀行,16124,10870,93,119,28042,13474,107706,149,0.25,0,8252.7,346,2760
聯邦商業銀行,2018121,1141298,21878,16287,5327021,2902630,7211582,60385,0.29,0,120.92,16136,153948
遠東國際商業銀行,1475967,958308,17164,6255,4440006,5959973,4617615,163522,0.32,0.09,100.62,16798,171856
元大商業銀行,639535,453009,8590,4837,494173,513927,5069903,905,0.1,0,1187.9,1556,19409
永豐商業銀行,1828533,1034145,13078,14643,4687565,3696262,6613737,99484,0.38,0,576.06,15466,152121
玉山商業銀行,4541768,3186104,44860,29320,12060456,14563026,25116737,296608,0.25,0,765.44,44857,428662
凱基商業銀行,447922,192296,5091,6438,1058661,456739,941429,8058,0.81,0.49,124.41,7455,57912
星展(台灣)商業銀行,11738,5451,9,146,21574,0,47553,8,0.8,0,1510.08,31,1210
台新國際商業銀行,4052114,2880065,44026,29013,10236306,15750528,21020690,252230,0.19,0.01,719.29,22466,247438
大眾商業銀行,569975,318390,5710,5922,922423,3186690,1703250,45235,0.01,0,609.31,7869,100480
日盛國際商業銀行,171788,100225,407,586,382322,243559,365006,3083,0.22,0,189.05,1566,15786
安泰商業銀行,156788,66954,544,403,327393,1266177,422676,936,0.51,0.15,368.62,0,12262
中國信託商業銀行,6282550,4038716,76890,46913,16217446,13151913,32945972,693247,0.14,0,571.87,57353,614819
台灣樂天信用卡股份有限公司,349815,241186,10602,824,257136,416848,1245548,2741,0.25,0.05,484.69,723,5101
台灣美國運通國際(股)公司,168293,111330,2214,3188,359271,0,3875968,2096,0.37,0,241.4,2939,41929
台灣永旺信用卡(股)公司,72705,32171,129,668,254538,31129,128540,2536,0.49,0.15,3508.02,1818,18171
