金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,231462,107924,5118,4217,220725,18185,524923,563,0.42,0.2,387.38,927,1268
臺灣土地銀行,312112,159864,3121,1369,393072,73246,802842,448,0.15,0.12,1872.31,2122,5001
合作金庫商業銀行,516738,331392,3356,3507,767021,357670,2431032,1446,0.31,0.25,349.53,4821,8770
第一商業銀行,1138566,724094,11324,7553,1462125,1383173,3877274,8054,0.12,0,1696.45,5718,11581
華南商業銀行,1055254,797574,8523,9907,1015276,3004645,3716679,1048,0.22,0,367.84,0,0
彰化商業銀行,483013,216741,4755,2558,300510,208612,1147498,493,0.31,0.05,568.6,0,1196
上海商業儲蓄銀行,379310,194083,5042,1615,703834,255324,1168750,3732,0.47,0.14,1303.5,5036,5036
台北富邦商業銀行,2520456,1794969,23318,9044,5228023,16110262,14245284,54086,0.1,0,1416.77,18536,39657
國泰世華商業銀行,6408084,4699724,48175,25013,17761883,14846439,33730307,159667,0.12,0,2615.24,40104,78406
高雄銀行,11166,4415,40,30,8354,0,126657,76,0.34,0.26,391.05,1,1
兆豐國際商業銀行,763178,497393,13544,3460,1192628,1286789,3122091,3030,0.16,0.08,675.07,3069,6675
花旗(台灣)商業銀行,2895561,2390202,10871,15280,14597610,10650411,17041805,111848,0.66,0.24,414.37,0,104310
臺灣中小企業銀行,324194,125798,550,1594,428438,37402,865401,1735,0.29,0.06,329.29,0,2625
渣打國際商業銀行,352583,247646,4765,2199,1509301,428004,2301380,4473,0.24,0,988.74,6241,14858
台中商業銀行,129594,80966,1303,560,237659,48201,507974,199,0.42,0.04,1099.91,1330,3719
滙豐(台灣)商業銀行,615575,436818,9013,7847,2311110,1668353,5208834,20927,0.19,0,2990.93,7065,16334
華泰商業銀行,10123,5516,54,33,14291,2818,39023,0,0.1,0.06,410.72,0,0
臺灣新光商業銀行,808252,478889,9113,5594,1827357,1435345,3180240,6471,0.24,0.04,269.37,5837,11991
陽信商業銀行,103360,53006,1412,749,219326,75684,315355,159,0.78,0.03,377.41,0,0
三信商業銀行,15077,10185,126,47,26902,16697,117642,95,0.41,0.01,3448.4,34,49
聯邦商業銀行,2137874,1174256,13454,10617,5695436,3145170,6280940,35616,0.27,0,143.68,16705,33439
遠東國際商業銀行,1509432,1017964,7582,4947,4303957,5681711,3798878,90849,0.31,0.07,100.66,13429,26611
元大商業銀行,1176784,760485,5716,39772,1595203,3219691,5381541,10996,0.08,0,1103.31,9708,19225
永豐商業銀行,1866786,1031151,19479,8321,4460621,4206143,6317796,57618,0.25,0,722.48,2901,6692
玉山商業銀行,4985855,3497571,52969,18606,12501367,14965744,27296143,204763,0.22,0.03,603.63,42288,83922
凱基商業銀行,416503,193691,2722,3822,1070907,481579,866650,4966,0.72,0.37,174.25,4199,9824
星展(台灣)商業銀行,548653,324448,4969,3048,1612431,1811631,2661694,17517,0.45,0,289.38,10279,20464
台新國際商業銀行,4790316,3337152,70613,20980,10664394,19785195,25874694,143451,0.15,0,952.06,24348,48535
日盛國際商業銀行,153607,100009,225,608,326976,191406,343601,2474,0.38,0,848.16,591,1353
安泰商業銀行,124373,63853,503,379,273890,1273817,475066,460,0.43,0.17,143.14,0,0
中國信託商業銀行,6774895,4453196,56273,29671,17713515,15336889,32834304,396868,0.13,0,531.88,67596,130784
台灣樂天信用卡股份有限公司,498282,309073,4792,1044,387213,725373,1430953,1838,0.26,0.04,620.79,1176,1901
台灣美國運通國際(股)公司,175704,115766,2266,1678,368132,0,3579781,1688,0.23,0,519.96,1656,3770
台灣永旺信用卡(股)公司,48511,24301,31,2201,226185,20655,94124,1323,0.98,0.42,1928.83,1229,2457
