金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%),逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%),備抵呆帳提足率(%),當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
臺灣銀行,236881,115746,2072,1334,162401,41042,843923,428,0.06,0.03,1557.61,473,2352
臺灣土地銀行,367414,145130,11023,2327,340212,74379,757940,628,0.17,0.15,1220.32,2368,12136
合作金庫商業銀行,644410,376424,10719,5273,769682,361134,3133318,1724,0.27,0.25,417.29,7046,30234
第一商業銀行,1473641,889372,14899,7975,1515696,1948117,5171199,8920,0.1,0,1068.95,5988,31824
華南商業銀行,1045038,793657,13038,8247,994158,3198460,4071918,1332,0.06,0,574.01,12060,20325
彰化商業銀行,573772,265620,4981,2729,311158,362677,1734332,925,0.19,0,648.27,1220,7324
上海商業儲蓄銀行,453134,182736,2242,1798,554350,1025761,1274542,5111,0.22,0.17,1413.75,2806,14806
台北富邦商業銀行,4516776,3051037,47425,15379,5868756,24288488,29092414,80093,0.08,0,1433.5,22619,101982
國泰世華商業銀行,7779503,5470466,56491,27904,17540937,15932623,43739611,210147,0.14,0,1460.35,36694,161776
高雄銀行,15511,4959,20,54,15390,293,157629,86,0.59,0.36,234.12,106,134
兆豐國際商業銀行,1075249,627848,7600,3493,1749288,3174686,3923382,9498,0.23,0.01,683.33,9003,42009
花旗(台灣)商業銀行,2792829,2066963,17580,22062,9957158,9927769,16932018,108102,0.51,0.17,472.03,0,167009
臺灣中小企業銀行,191471,99692,365,1530,278673,61792,759455,1611,0.19,0.04,269.79,0,5198
渣打國際商業銀行,353699,228468,759,4450,956583,382415,1720485,4103,0.2,0,902.64,2828,21738
台中商業銀行,164562,78610,1401,906,202695,49976,516441,206,0.28,0.01,1808.27,851,7455
滙豐(台灣)商業銀行,640774,430103,7731,5859,1758882,1237906,4883285,22028,0.18,0,2023,3266,21113
華泰商業銀行,9056,4850,12,17,7734,1938,41105,0,0.19,0,597.28,0,23
臺灣新光商業銀行,1034965,627447,14361,14470,1508887,1932406,4118515,5929,0.14,0.01,268.69,10437,27973
陽信商業銀行,112054,55204,993,995,168243,85560,336840,181,0.29,0,478.18,2381,5110
三信商業銀行,17857,11712,258,57,18495,13247,107392,42,0.21,0,2976.92,0,195
聯邦商業銀行,2315079,1334741,18710,12090,5308615,4306439,8501332,48503,0.14,0,178.11,13746,70265
遠東國際商業銀行,1567118,988328,10786,9514,3642398,4227034,3724142,116580,0.32,0.1,105.28,10158,59168
元大商業銀行,1179881,555602,4739,5319,1173555,2764378,3912610,20406,0.08,0,797.23,4370,21181
永豐商業銀行,2242814,1203192,14305,6251,3853372,4942865,10038648,77176,0.12,0,936.16,10933,63704
玉山商業銀行,6763406,4526110,79688,20737,12386032,15729446,36489879,254550,0.15,0.01,579.74,53030,217311
凱基商業銀行,381607,190920,3852,2158,1108563,901507,967262,6460,0.9,0.57,145.45,5790,33709
星展(台灣)商業銀行,635238,323981,6427,3962,1244750,1986649,3027523,22962,0.55,0,442.54,8596,61101
台新國際商業銀行,6162152,4118540,50970,31118,9743961,18266218,28897320,143771,0.15,0.01,979.14,20366,96248
日盛國際商業銀行,136513,78030,129,625,219173,60156,232734,1406,0.25,0,988.74,516,2676
安泰商業銀行,123620,53395,377,464,176229,1097148,313866,93,0.13,0.03,350.19,0,3739
中國信託商業銀行,8125767,5064932,100879,45265,15108505,21134154,41111034,595340,0.12,0,437.37,64253,331453
台灣樂天信用卡股份有限公司,599650,187751,3907,7167,537836,704144,725316,5131,2.35,1.05,120.56,793,4820
台灣美國運通國際(股)公司,171607,99139,2368,1531,230625,0,3178532,706,0.32,0,779.74,1753,11957
