金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,224667,112155,3247,2003,209559,24888,510753,722,0.29,0.15,490.32,372,2187
臺灣土地銀行,335728,157009,2521,1662,393867,96832,619999,753,0.3,0.2,1321.6,1963,8152
合作金庫商業銀行,553498,347151,9685,3990,772589,351516,2236554,1837,0.39,0.28,375.49,5795,21371
第一商業銀行,1237542,752382,14772,10081,1444759,1389362,3508433,10080,0.1,0,1724.43,5948,23826
華南商業銀行,1021919,776024,7527,8673,1058682,2942294,2963535,1718,0.13,0,424.97,0,15210
彰化商業銀行,532258,235150,8444,3661,358378,251642,1154260,611,0.49,0,462.01,0,5167
上海商業儲蓄銀行,436635,236901,2387,2907,653800,578870,968989,6839,0.27,0.2,1327.94,3358,15320
台北富邦商業銀行,3534223,2259997,52804,23455,5290767,18796806,23014739,85515,0.1,0,1256.1,23354,91118
國泰世華商業銀行,6873740,5004896,60963,26131,18070015,14229509,38593350,188435,0.19,0,1226.02,43192,176235
高雄銀行,12720,5705,606,45,11055,0,123157,62,0.1,0.1,555.5,0,389
兆豐國際商業銀行,927595,608557,19615,3715,1449832,2490473,2451374,3648,0.27,0.1,525.77,5590,21188
花旗(台灣)商業銀行,2885416,2267547,11671,14080,12056460,11121005,12182966,171222,0.6,0.12,471.68,48591,232152
臺灣中小企業銀行,202554,112097,1557,781,368560,44684,596176,2028,0.17,0.03,348.78,1545,6900
渣打國際商業銀行,376592,268037,4163,2073,1313651,447450,2379466,6573,0.18,0,1121.08,7114,23831
台中商業銀行,143317,80698,1388,674,235357,50396,424447,346,0.54,0.01,999.23,2091,5816
滙豐(台灣)商業銀行,684311,425460,95831,32743,2130426,1554068,3803003,28033,0.26,0,1898.76,5768,23936
華泰商業銀行,9654,5062,4,52,10745,2197,30131,0,0.54,0.18,396.72,0,443
臺灣新光商業銀行,855536,507380,17805,6201,1705517,1556268,2964937,5453,0.25,0,233.47,7051,27749
陽信商業銀行,109271,55999,973,1083,210589,69423,249957,127,0.71,0,523.4,0,3061
三信商業銀行,15220,10427,81,56,22090,12774,89569,26,0.73,0,4245.83,109,512
聯邦商業銀行,2230590,1299521,33018,17866,5792198,3415239,6734420,30433,0.25,0,150.38,17357,70340
遠東國際商業銀行,1602440,1035633,10753,6236,4132825,5093153,3296509,141264,0.34,0.07,100.69,12522,56007
元大商業銀行,1168884,655606,3825,6374,1455035,2897237,3547276,21697,0.08,0,857.37,7028,24859
永豐商業銀行,2029359,1055570,26681,38194,4316575,4601153,6854286,85175,0.28,0,655.56,15840,60101
玉山商業銀行,6049448,4334576,71319,28142,13004687,15414050,30582650,262935,0.23,0.05,569.39,44611,179490
凱基商業銀行,364198,170899,4413,98269,1120193,719667,765406,6747,0.81,0.41,187.34,7802,26847
星展(台灣)商業銀行,604502,330269,5050,12553,1490824,1936789,2222542,22154,0.65,0,266.96,15929,49369
台新國際商業銀行,5465965,3839447,40801,22938,10712147,19351705,21062065,223642,0.21,0.01,867.67,32064,122227
日盛國際商業銀行,148068,96096,283,590,295199,124107,241268,2113,0.28,0,946.66,866,2682
安泰商業銀行,124352,59145,416,469,238726,1148268,296735,899,0.71,0.31,164.92,0,0
中國信託商業銀行,6972922,4617731,58666,31734,17108154,17652551,29194813,547152,0.15,0,474.97,57174,241965
台灣樂天信用卡股份有限公司,585982,293935,1199,1415,463785,786513,787069,3320,0.55,0.11,419.62,795,4150
台灣美國運通國際(股)公司,179872,114353,2011,3639,309007,0,1786753,573,0.49,0,897.76,3797,17704
