金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,227819,111332,1217,908,234512,11514,624452,1212,0.170795869488398,0.113863912992265,760.23111573586,424,9659
臺灣土地銀行,156915,72014,12553,955,198892,26081,468062,594,0.279317473108861,0.190322693668757,1770.21640091116,466,6547
合作金庫商業銀行,391489,236950,4342,3113,582907,178125,2062006,4339,0.2932783436439,0.269699431356621,324.669729427673,3517,30422
第一商業銀行,877553,582122,16516,9632,1334665,970272,3705025,16350,0.134248364300554,0,2153.00717621597,4985,43822
華南商業銀行,778229,556501,16260,7272,652951,1292875,3431793,863,0.200232863124353,0,699.031428094732,0,16093
彰化商業銀行,425898,208632,6222,2508,313378,96843,1165085,570,0.305727925999795,0.0133184467113044,631.051236438551,0,8749
上海商業儲蓄銀行,367679,189936,1145,1965,745296,206478,1088842,6246,0.455544734888295,0.119948703609068,3157.60284008022,4607,22370
台北富邦商業銀行,2274799,1603796,22096,27893,6897963,5048854,13720478,110771,0.18351884280184,0,726.50411888681,24142,188878
國泰世華商業銀行,5062079,3532203,64262,25512,14068501,10101146,24721668,257137,0.141216210945335,0,2211.40411697636,31445,210406
高雄銀行,9130,3964,98,93,6143,140,165816,136,0.23245219544674,0.23245219544674,304.428950211136,9,80
兆豐國際商業銀行,597217,397344,6702,5011,1179371,747348,2462466,7788,0.186675019634849,0.0319685289639939,832.641373653195,3421,23497
花旗(台灣)商業銀行,2921708,2500244,18256,29957,16343146,8565007,18734299,200181,0.471699622011859,0.0862886960867343,705.905296470062,52159,488313
澳盛(台灣)商業銀行,626218,378771,5340,5483,3318311,1601683,3159230,20576,0.356353113710274,0,383.405899916584,13320,96346
臺灣中小企業銀行,334073,130447,859,2142,523412,104741,850608,4874,0.2540168457867,0.0553822135878299,452.727477858634,2491,24971
渣打國際商業銀行,402583,250850,1528,4689,2182157,654105,1453745,11416,0.406152386002482,0,495.674890539228,10343,94276
台中商業銀行,177678,67763,10178,1031,236312,34730,413357,0,2.53846369050656,1.41989398519874,301.862505164797,0,6782
匯豐(台灣)商業銀行,631542,446750,6035,6595,2956458,1840064,3968803,51684,0.231257775012084,0,2567.72097762236,8173,69534
華泰商業銀行,10295,6608,18,29,19242,2842,53413,0,0.281172420414489,0.037032465127762,208.551754216746,0,985
臺灣新光商業銀行,902155,459335,10362,6015,2172685,1141432,3469183,22858,0.1756310507938,0.00896571675072463,243.9246136996,6290,45910
陽信商業銀行,69585,38591,852,478,265119,51752,229197,483,0.532774810573153,0.0475927870487184,909.962547525817,0,7207
三信商業銀行,16785,11368,142,70,32720,13655,108766,184,0.224461109353037,0.0375328412360816,6124.25328554361,140,846
聯邦商業銀行,1797061,798527,25185,17510,4873886,3097816,5456834,168437,0.252844197236899,0.0017263481211178,130.992090955023,12905,103781
遠東國際商業銀行,1500324,1006496,12639,7757,5142391,5999608,4314004,214083,0.268027644150461,0.101569786515107,100.408755100565,15103,111999
元大商業銀行,391376,211893,12941,2483,441963,386132,2275321,941,0.193904500675543,0,1042.99099368597,1252,12889
永豐商業銀行,2212411,1320620,19207,16276,4951975,4332111,6938991,132865,0.410160640280462,0.12151382112996,583.710395922865,13313,105938
玉山商業銀行,3863455,2685819,46168,21150,10282227,9431165,20656631,106072,0.202936127680863,0,1524.44943906873,35527,292959
凱基商業銀行,505215,202490,7142,3758,1240417,637831,857521,12129,1.1451144304399,0.700170916631565,133.331261759851,5559,45039
星展(台灣)商業銀行,12599,6108,75,69,18593,767,58040,47,0.621080376889751,0,1073.66325369738,378,2183
台新國際商業銀行,3565954,2420131,28553,22868,10429023,9138112,14633487,172661,0.253943143780778,0.00926251663861205,576.593981360415,22185,167610
大眾商業銀行,604757,309198,9210,6538,923298,3855866,1748990,76983,0.000835228437857852,0.000835228437857852,454.658263932881,8280,57923
日盛國際商業銀行,190610,101091,621,709,475537,219315,386181,7302,0.180671979787322,0,281.301453217839,1621,14976
安泰商業銀行,193011,70747,1279,601,448186,1124626,453056,1351,0.443076650997396,0.0102110798638031,596.184750553796,0,10953
中國信託商業銀行,5843858,3810893,39595,36740,14010924,13121513,26686776,759659,0.167193988075491,0.000528916145206413,671.83854511867,61610,488820
台灣樂天信用卡(股)公司,36758,27453,8091,128,17793,37096,165951,166,0.074638988773418,0,544.023722627737,0,0
台灣美國運通國際(股)公司,162229,89130,2705,3144,325573,0,3758426,1440,0.262148826263172,0,310.69501091748,1344,15853
台灣永旺信用卡(股)公司,99611,42958,103,720,278739,71110,176626,3730,1.46171791602179,0.668237080587543,932.468206902109,2665,22945
