金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,249049,130432,4125,1967,214849,10872,572770,986,0.1,0.06,978.42,1082,6593
臺灣土地銀行,242043,129430,4602,1079,305149,48925,766982,621,0.57,0.47,555.17,1847,7656
合作金庫商業銀行,461821,284875,5696,4330,653453,214096,2528538,3302,0.4,0.34,254.48,5469,15445
第一商業銀行,963633,636700,10220,8007,1405664,1030219,3635669,13363,0.23,0,1592.25,5981,23838
華南商業銀行,953173,705994,21624,9542,793916,2035916,3615552,1207,0.18,0,459.08,0,15817
彰化商業銀行,420323,202701,3405,2748,290804,142395,1096628,575,0.27,0.01,737.34,3156,7892
上海商業儲蓄銀行,361550,182365,2353,1586,687446,196040,901538,6620,0.76,0.16,932.53,5607,11278
台北富邦商業銀行,2315884,1719036,23880,18953,5855591,10416944,15752919,47700,0.14,0,810.57,25564,94578
國泰世華商業銀行,5984723,4219214,58106,35732,15442834,9420518,30113470,191870,0.15,0,2443.2,31024,127669
高雄銀行,10326,4278,31,38,7500,65,124577,113,0.33,0.23,288.62,904,1059
兆豐國際商業銀行,601732,402990,4792,4387,1133126,761125,2238212,4533,0.21,0.06,566.98,2604,12389
花旗(台灣)商業銀行,2871299,2436064,27956,27249,16126101,9526127,18683380,165878,0.52,0.12,603.83,60195,307581
澳盛(台灣)商業銀行,538139,323194,4752,4273,2860183,1514995,2698502,21347,0.4,0,271.46,14809,54482
臺灣中小企業銀行,323452,122670,642,1903,436172,59887,851796,3088,0.12,0.02,149.12,3241,10037
渣打國際商業銀行,337905,205279,1268,3916,1767793,442767,1100689,10078,0.44,0,555.35,10569,37443
台中商業銀行,206058,80377,1629,1011,277369,41894,488563,267,3.07,1.57,191.48,0,0
滙豐(台灣)商業銀行,583118,398806,6439,7638,2494911,1471767,4069548,37544,0.31,0,2338.71,7904,32443
華泰商業銀行,10278,6009,121,28,17225,2711,46662,0,0.91,0.91,240.87,0,575
臺灣新光商業銀行,918338,487822,11940,6589,1953132,1295277,3271368,9334,0.26,0.03,231.08,6637,24829
陽信商業銀行,92136,49866,1690,1135,227033,59114,265546,276,0.26,0,937.66,0,7600
三信商業銀行,16888,11139,117,93,28496,15887,128171,27,0.41,0,5753.63,237,995
聯邦商業銀行,2012563,1112678,24276,20666,4905199,2536406,6426499,51476,0.28,0,122.17,14430,60915
遠東國際商業銀行,1428491,963932,13106,83921,4793366,5225775,3639247,181018,0.31,0.07,100.76,16048,68660
元大商業銀行,620105,406561,12472,4348,467338,470540,4319295,611,0.12,0,1184.57,1903,7039
永豐商業銀行,1850935,1056105,11339,19180,4683601,3335162,5837575,86131,0.39,0,574.15,16586,64488
玉山商業銀行,4387684,3049141,41616,22858,11229683,9902763,21553854,168249,0.26,0.02,904.12,40690,174267
凱基商業銀行,483080,194911,16713,17840,1066831,348267,894618,8211,0.87,0.55,144.21,7216,24472
星展(台灣)商業銀行,12519,5553,16,68,21094,23,46439,13,0,0,136789.47,204,863
台新國際商業銀行,3921921,2734783,45658,12762,9857232,14002576,16616652,154028,0.24,0.01,629.69,23881,101771
大眾商業銀行,577805,323559,7531,6047,904584,3347556,1659975,48007,0,0,542.46,9730,39452
日盛國際商業銀行,172812,97594,489,806,401469,207247,342116,3865,0.37,0,182.8,1149,5233
安泰商業銀行,180089,68455,638,391,348453,1258173,377645,758,0.18,0.03,269.43,7100,7100
中國信託商業銀行,6097453,3912473,68460,33262,14846822,12168843,23919843,630237,0.16,0,595.51,61650,248399
台灣樂天信用卡股份有限公司,268728,188394,16212,556,161977,312642,873252,2239,0.21,0.02,239.34,440,1727
台灣美國運通國際(股)公司,171027,112550,3218,2850,350831,0,3812890,1877,0.47,0,215.83,3152,12034
台灣永旺信用卡(股)公司,75936,35849,119,684,254642,34832,139770,2414,0.91,0.24,2023.5,2165,7848
