金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%),逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%),備抵呆帳提足率(%),當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
臺灣銀行,231864,112109,2372,1142,165375,98299,654670,599,0.08,0.03,1599.86,392,5608
臺灣土地銀行,348945,139480,5977,1780,355985,99373,740085,552,0.21,0.15,1316.82,1972,18138
合作金庫商業銀行,628790,368336,10577,5515,767577,1106043,2955493,1626,0.22,0.19,439.08,0,42548
第一商業銀行,1400364,834784,16383,10584,1453427,2128081,4822291,7124,0.03,0,2359.85,4879,53338
華南商業銀行,1038780,777920,11542,7482,985303,3527629,4150235,952,0.09,0,523.43,0,39108
彰化商業銀行,572862,250856,4961,3196,262318,599944,1437704,623,0.18,0,754.58,0,12385
上海商業儲蓄銀行,445330,230135,2516,1763,558347,901042,1219634,4141,0.14,0.11,1921.79,1424,22992
台北富邦商業銀行,4122390,2745415,54266,17593,5712051,23077446,23218114,75512,0.06,0,1919.98,22570,224572
國泰世華商業銀行,7537472,5302993,103914,56283,17690142,19189880,38005415,201020,0.11,0,1473.46,31159,379688
高雄銀行,15879,5663,29,79,13279,403,172205,96,0.17,0.17,361.75,1,970
兆豐國際商業銀行,1049834,624845,8432,4152,1694625,3547503,3549526,9418,0.23,0.06,582.12,4507,41749
花旗(台灣)商業銀行,2830883,2082921,17209,19514,10072070,10234510,17386567,120176,0.51,0.21,400.69,0,367512
臺灣中小企業銀行,192434,100016,330,3338,297596,80070,788690,1682,0.11,0.06,322.42,916,12267
渣打國際商業銀行,393311,261271,1369,4171,1069330,441232,2264071,4234,0.16,0,996.89,3526,36840
台中商業銀行,157584,76883,1673,863,209995,50086,499640,160,0.3,0,1603.85,1119,14603
滙豐(台灣)商業銀行,629620,428813,7264,6646,1823543,1232509,4746869,19410,0.17,0,2172.27,5430,55783
華泰商業銀行,9090,4823,6,17,9659,1822,32657,0,0.2,0,496.11,137,430
臺灣新光商業銀行,957761,565315,10618,5198,1540431,2197666,3653800,5148,0.13,0,246.85,0,43707
陽信商業銀行,116693,55138,1531,897,174413,91193,303638,153,0.35,0.01,504,2932,7934
三信商業銀行,15895,10469,325,35,17312,11683,99536,10,0.3,0,8926.5,97,1089
聯邦商業銀行,2217729,1285380,20891,10559,5186236,4597020,8631019,49678,0.13,0,174.73,9965,127145
遠東國際商業銀行,1575535,963536,11234,7265,3806424,4600392,4062694,111662,0.25,0.07,103.95,8556,105501
元大商業銀行,1166787,549656,11025,6238,1228314,2854360,3708008,15476,0.08,0,618.54,2398,48291
永豐商業銀行,2153038,1148623,11813,6626,4000989,5103385,9243662,74559,0.13,0,945.33,7579,109859
玉山商業銀行,6586884,4485535,49247,22356,12470325,21189517,36833569,243314,0.12,0.01,737.5,46690,390947
凱基商業銀行,373981,191582,3791,2081,1102362,939053,898890,6285,0.57,0.38,188.79,5230,51519
星展(台灣)商業銀行,612949,311872,9576,5280,1300172,2097941,2955907,21948,0.47,0,411.47,8218,115650
台新國際商業銀行,5991535,4043440,59288,25409,9996539,21993515,28380523,112727,0.11,0.01,992.33,28735,234902
日盛國際商業銀行,140659,93855,246,925,231495,113982,247596,1333,0.2,0,965.25,325,5506
安泰商業銀行,123622,53578,371,404,191709,1074946,312962,323,0.24,0.07,404.48,0,8547
中國信託商業銀行,7727505,4835629,84040,26788,15071677,30677012,37668436,534974,0.08,0,516.75,39696,633339
台灣樂天信用卡股份有限公司,600875,203165,1156,3735,512482,763873,779624,5060,1.63,0.7,135.22,988,8852
台灣美國運通國際(股)公司,169231,91903,2338,2124,227656,0,2822929,394,0.26,0,935.07,2713,21566
