金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,232677,108066,7299,6381,221523,17475,598812,831,0.38,0.16,425.71,1729,2997
臺灣土地銀行,314553,160460,4016,1612,394082,73992,880168,826,0.26,0.22,1339.39,1329,6330
合作金庫商業銀行,518761,332654,5421,3675,731789,344376,3260089,1904,0.27,0.2,358.05,5694,14464
第一商業銀行,1149580,728581,17417,9468,1455666,1271188,4349806,9445,0.12,0,1699.79,5544,17125
華南商業銀行,1055341,798706,12695,11883,1061128,2823024,4172631,1581,0.08,0,501.98,18124,18124
彰化商業銀行,488341,208318,7903,3252,305187,207172,1371571,748,0.31,0.05,547.17,1252,2448
上海商業儲蓄銀行,383356,199233,5722,2216,656614,250984,1501915,6566,0.65,0.23,961.12,0,5036
台北富邦商業銀行,2554324,1809131,44956,11088,5078689,15788382,20067108,79262,0.1,0,1508.25,20338,59995
國泰世華商業銀行,6439715,4702492,60591,28960,17453586,14115733,41168818,230909,0.14,0,2500.83,35560,113966
高雄銀行,11153,4391,45,59,8869,0,123312,33,0.34,0.31,360.69,32,33
兆豐國際商業銀行,784542,507035,26391,5027,1184055,1402291,3395342,3294,0.17,0.09,665.29,3405,10080
花旗(台灣)商業銀行,2889218,2388525,19084,26599,14328643,10511088,17654100,174432,0.53,0.11,503.73,110263,214573
臺灣中小企業銀行,323507,124515,910,1597,411079,72226,924087,2332,0.2,0.04,371.99,3484,6109
渣打國際商業銀行,355959,251634,6381,3051,1467582,435150,2724914,6239,0.21,0,1024.39,6455,21313
台中商業銀行,130949,81318,1851,652,253064,47240,535645,389,0.61,0.04,862.36,1471,5190
滙豐(台灣)商業銀行,618238,438235,11069,8406,2293172,1632754,5843458,31292,0.21,0,2815.42,5590,21924
華泰商業銀行,10103,5475,35,55,13149,2760,45171,0,0.23,0.09,386.96,0,0
臺灣新光商業銀行,811472,483454,10892,7672,1793612,1370995,3739821,9691,0.26,0.03,266,5876,17867
陽信商業銀行,104091,53728,1646,1113,210230,72909,340708,297,0.29,0,507.68,3559,3559
三信商業銀行,15094,10222,227,68,24806,15462,135841,85,0.36,0.03,3626.47,19,68
聯邦商業銀行,2144065,1169788,18733,12542,5670082,2965433,6853182,58945,0.29,0,142.61,17829,51268
遠東國際商業銀行,1512405,1017983,9529,6605,4308853,5548667,3888564,153436,0.32,0.08,100.55,14199,40810
元大商業銀行,1179670,756212,7327,8758,1551456,3101075,6110812,17854,0.08,0,1071.96,8410,27635
永豐商業銀行,1879959,1037605,21709,8764,4440740,4066440,7147946,89904,0.28,0,686.87,9992,16684
玉山商業銀行,5027408,3500456,66792,25239,12451465,14278248,29205499,308222,0.26,0.02,594.42,41738,125660
凱基商業銀行,418411,195290,6058,4199,1064734,495436,1007324,7107,0.7,0.4,174.52,4144,13968
星展(台灣)商業銀行,551246,321942,7784,3895,1599761,1789276,3052038,22136,0.49,0,278.28,9443,29907
台新國際商業銀行,4870693,3396702,104306,23929,10667675,19075429,26346648,214035,0.15,0.01,993.41,24742,73277
日盛國際商業銀行,153106,99594,363,864,330686,169950,376944,2745,0.23,0,944.32,1218,2571
安泰商業銀行,124150,63552,611,583,270237,1263254,506617,435,0.47,0.22,158.64,0,0
中國信託商業銀行,6781680,4478900,65440,39151,17459015,14875670,35793203,583685,0.15,0,521.8,63135,193919
台灣樂天信用卡股份有限公司,506837,312002,9337,1398,418549,722053,1589913,3174,0.36,0.07,412.92,797,2698
台灣美國運通國際(股)公司,176687,115993,3257,2274,368198,0,4179983,2170,0.31,0,399.84,2544,6314
台灣永旺信用卡(股)公司,46543,23027,29,2021,223825,19115,82851,1703,0.7,0.15,2787.69,1905,4362
