金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,231521,113953,2989,3853,221246,51156,978282,690,0.24,0.13,583.58,1505,7014
臺灣土地銀行,324089,163275,4786,1979,397729,121266,1134550,684,0.16,0.13,1389.09,3207,13384
合作金庫商業銀行,527574,336612,5254,3255,757900,1181038,5629872,1897,0.13,0.1,435.18,4730,29217
第一商業銀行,1175593,741235,9353,7927,1485734,1505024,5230992,8735,0.09,0,1874.15,5802,34599
華南商業銀行,1051821,800375,10967,9888,1096326,3743804,5528525,1435,0.06,0,482.28,17285,35409
彰化商業銀行,501462,218285,5113,2643,291886,662963,2415419,708,0.11,0,774.83,2193,10052
上海商業儲蓄銀行,402430,213279,10180,2170,700329,336807,1556457,5494,0.47,0.15,1138.51,4667,13116
台北富邦商業銀行,2746730,1921535,53851,12256,5183181,18090651,23426459,75597,0.09,0,1451.44,19211,117691
國泰世華商業銀行,6532499,4760626,57065,25630,17849271,19547269,47224797,205170,0.13,0,2440.86,39514,225580
高雄銀行,11135,4257,47,65,9576,0,151706,102,0.23,0.23,377.61,104,350
兆豐國際商業銀行,831181,547040,14045,3404,1271596,3057058,6444178,4410,0.12,0.06,615.96,3470,20369
花旗(台灣)商業銀行,2889056,2324894,16690,15374,14074766,10952279,20269277,164728,0.57,0.2,435.2,0,322438
臺灣中小企業銀行,321381,123346,755,1998,409496,107202,1191044,2129,0.14,0.03,376.77,1441,11063
渣打國際商業銀行,363105,258902,4309,2086,1446894,665630,3199126,6934,0.22,0,1013.15,7598,39349
台中商業銀行,134102,82114,1361,626,266754,48465,559285,325,0.56,0.04,853.12,1188,9844
滙豐(台灣)商業銀行,623350,446382,8522,7399,2210032,1733759,6301055,31965,0.15,0,3236.87,6348,41982
華泰商業銀行,10088,5486,9,110,13541,1976,50277,0,0.36,0,376.46,85,85
臺灣新光商業銀行,813005,488805,5814,7575,1794329,1749840,5023135,7958,0.21,0.04,257.1,6503,33786
陽信商業銀行,106456,56596,1635,1123,211919,88338,409202,225,0.23,0,461.19,2629,6188
三信商業銀行,15034,10430,89,53,25760,16511,149275,35,0.66,0,3192.32,21,418
聯邦商業銀行,2070500,1181425,20279,109264,5764522,3775526,8265061,65236,0.23,0,154.09,16573,102675
遠東國際商業銀行,1527197,1008217,8786,5291,4452265,5502773,4629656,137670,0.32,0.1,100.62,13549,81382
元大商業銀行,1169916,739469,5603,8325,1578448,3277660,6141141,21731,0.08,0,1009.85,7891,50507
永豐商業銀行,1928133,1064122,25048,8751,4379048,5107640,9154227,83479,0.25,0,680.1,12071,53362
玉山商業銀行,5154143,3645353,56653,24386,12624390,19797120,47865536,266889,0.19,0.04,590.63,42911,256224
凱基商業銀行,423733,201117,3844,3712,1072444,828839,1300074,7273,0.66,0.38,186.22,4397,27967
星展(台灣)商業銀行,569531,320793,7581,3407,1562925,1899497,3489203,22212,0.54,0,282.39,11007,61475
台新國際商業銀行,5031611,3542698,81144,22843,10607894,21214918,35267622,205766,0.14,0,1037.2,22756,142579
日盛國際商業銀行,151759,99653,279,767,315778,203279,417289,2612,0.24,0,1005.85,950,5368
安泰商業銀行,124198,62838,542,330,260588,1255439,405801,475,0.27,0.07,242.49,16,6738
中國信託商業銀行,6843895,4551745,59963,35452,17497103,26923791,68537780,565836,0.09,0,516.77,54901,373306
台灣樂天信用卡股份有限公司,529807,311095,7583,1416,409161,704170,1550691,2692,0.26,0.03,657.58,683,5561
台灣美國運通國際(股)公司,179567,117857,3514,2855,351216,0,4292358,2651,0.22,0,450.72,5891,20807
