金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,242948,119391,2783,2913,222290,20901,578882,732,0.26,0.11,556.21,1869,4317
臺灣土地銀行,274151,140250,4120,1262,353965,60262,787231,656,0.23,0.2,1309.19,3698,11017
合作金庫商業銀行,480549,297348,4965,2846,698655,254661,2575970,1876,0.3,0.26,287.17,5990,18888
第一商業銀行,1015239,654770,10230,8695,1413366,1178717,3764385,13047,0.16,0,1622.56,5959,24436
華南商業銀行,1046763,790805,12600,11616,1007518,2794329,3766098,1296,0.11,0,605.33,0,16746
彰化商業銀行,428079,196533,4862,2313,361085,179064,1182604,574,0.39,0.05,514.18,1335,7416
上海商業儲蓄銀行,358365,179964,3334,2006,665558,244298,887640,6577,0.56,0.15,1187.26,5259,9815
台北富邦商業銀行,2407403,1745342,21157,12786,5240242,13094473,17438732,48433,0.12,0,1256.57,21584,83615
國泰世華商業銀行,6177729,4454160,64304,32227,16716892,10992506,33455072,202536,0.15,0,2425,37981,140010
高雄銀行,10860,4344,61,19,8739,5,124112,27,0.42,0.37,308.71,0,54
兆豐國際商業銀行,671804,450197,8062,5125,1107545,1025439,2783198,5008,0.19,0.07,827.97,1649,11943
花旗(台灣)商業銀行,2897184,2456917,17158,18130,15385043,9529746,18991100,166541,0.51,0.09,490.44,52142,259427
臺灣中小企業銀行,322466,123737,668,1527,425277,59168,863666,2269,0.01,0,322.92,2853,11253
渣打國際商業銀行,337592,223063,6615,4177,1587014,361086,1745630,8888,0.37,0,928.7,8589,34149
台中商業銀行,121833,83699,846,738,266631,44526,503359,358,1.17,0.05,568.17,0,9061
滙豐(台灣)商業銀行,594500,418865,7552,6465,2324541,1625206,4821682,34243,0.25,0,2724.71,8381,32876
華泰商業銀行,10242,5786,6,47,15060,2569,46320,0,1.8,0.97,264.94,0,0
臺灣新光商業銀行,857674,478641,10467,24279,1860702,1280351,3588978,8854,0.25,0.06,243.2,5846,24138
陽信商業銀行,97277,51289,1719,975,220510,57827,292609,321,0.52,0.02,553.5,0,3654
三信商業銀行,15400,10496,78,53,26679,14934,118102,41,0.49,0,6264.55,154,631
聯邦商業銀行,2066993,1157367,19448,13922,5443934,2733608,6946289,61158,0.3,0,169.36,17401,67472
遠東國際商業銀行,1500271,996053,10972,5689,4369398,5857010,3914950,163826,0.3,0.08,100.63,17860,67572
元大商業銀行,1230038,756572,13009,10400,1573745,3343567,5916904,24989,0.13,0,1309.35,19580,50345
永豐商業銀行,1779583,1008856,9359,11729,4498163,3544798,6003091,91247,0.31,0,686.59,15723,43516
玉山商業銀行,4635994,3239945,36745,21284,12059593,12929689,23279631,259982,0.3,0.02,610.12,44084,174848
凱基商業銀行,427617,191866,4116,7406,1047693,457023,902569,6545,0.78,0.52,133.62,6683,22012
星展(台灣)商業銀行,540619,306228,3261,4116,1805018,1204032,2089049,21944,0.9,0,269.21,17266,55815
台新國際商業銀行,4274857,2996530,55110,13767,10173633,17060284,19846796,228163,0.2,0.01,737.79,27633,105142
日盛國際商業銀行,169720,102500,386,706,356602,227373,336458,2445,0.24,0,910.76,956,4781
安泰商業銀行,142220,64794,610,374,300929,1252854,376882,739,0.23,0.03,265.57,8497,8497
中國信託商業銀行,6478263,4182497,59749,31552,16562995,13876311,32395620,627947,0.13,0,602.43,67488,267996
台灣樂天信用卡股份有限公司,414033,268943,9023,1148,329234,517738,1326860,2248,0.27,0.06,825.2,356,2552
台灣美國運通國際(股)公司,168784,110044,2897,2642,352824,0,3873399,1594,0.31,0,327.59,4132,17893
台灣永旺信用卡(股)公司,69137,30191,428,1017,247434,25688,118222,2387,0.76,0.1,2739.64,1690,4805
