金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,221484,113768,1474,1995,222093,26096,738986,910,0.26,0.11,577.64,425,11552
臺灣土地銀行,331240,167432,3574,2137,405368,104131,887121,836,0.26,0.2,1159.92,2561,24651
合作金庫商業銀行,545367,348615,11487,4686,790537,505740,3497746,2030,0.23,0.19,414.17,5238,53620
第一商業銀行,1208057,747712,14345,9640,1511664,1526907,4559539,9720,0.11,0,1643.86,5783,63980
華南商業銀行,1024162,791259,10473,9379,1126948,3335644,4491533,1640,0.16,0,405.64,0,51209
彰化商業銀行,519672,248074,4674,3106,303404,394739,1472232,684,0.35,0,516.21,2416,18779
上海商業儲蓄銀行,428531,234881,5370,2563,692578,492648,1444513,6937,0.53,0.22,960.76,0,21991
台北富邦商業銀行,3001302,2049255,130834,13270,5413005,18354272,20664947,91136,0.1,0,1315.93,18573,215388
國泰世華商業銀行,6741416,4926478,64225,29087,18872238,17350466,41765953,255322,0.16,0,1273.24,45046,441178
高雄銀行,11101,4170,36,51,10332,0,199719,87,0.18,0.18,348.19,104,842
兆豐國際商業銀行,881879,570869,14012,4001,1390181,2915929,3675387,4395,0.15,0.06,711.48,4419,38453
花旗(台灣)商業銀行,2892706,2319190,26829,27530,13716454,12787621,19185826,205205,0.45,0.1,512.78,84218,595655
臺灣中小企業銀行,204275,120540,565,1173,400328,74977,1070546,2126,0.19,0.04,343.1,1773,20696
渣打國際商業銀行,367951,263307,3427,2029,1433010,527196,3158089,6330,0.23,0,984.44,7794,70751
台中商業銀行,138811,82122,1827,820,256891,54162,571709,449,0.4,0.04,984.26,1675,20743
滙豐(台灣)商業銀行,624171,448268,6957,8039,2187655,1755487,5815334,31219,0.19,0,1879.43,3999,67781
華泰商業銀行,9836,5356,7,70,11848,2154,42058,0,0.85,0.44,342.3,0,269
臺灣新光商業銀行,828340,495694,8868,5335,1765107,1659460,3822369,7997,0.23,0.03,230.58,6320,67844
陽信商業銀行,107421,57149,893,1171,215433,75042,382835,209,0.63,0.04,252.11,0,10523
三信商業銀行,15193,10540,103,65,25092,15011,118564,19,0.89,0,3261.23,257,1427
聯邦商業銀行,2128098,1253972,47903,13807,5986345,3585405,7842191,62838,0.23,0,150.22,16783,184963
遠東國際商業銀行,1580759,1040098,24248,8535,4318002,6204155,5086357,145426,0.31,0.09,100.6,13417,151485
元大商業銀行,1173089,699218,4299,7815,1554481,3328309,5434674,21973,0.08,0,969.21,7012,87314
永豐商業銀行,2216264,1176570,32640,21015,4440395,5238715,8154856,90484,0.25,0,644.81,14093,117298
玉山商業銀行,5736983,4132762,120659,44155,13196622,18004509,38270658,282401,0.2,0.02,585.61,44759,476474
凱基商業銀行,385130,197152,4631,6468,1115371,809732,1005365,7319,0.72,0.42,184.4,5386,51769
星展(台灣)商業銀行,593182,325310,6249,4355,1544752,2122095,3385144,23468,0.51,0,300.36,10295,121877
台新國際商業銀行,5320191,3737125,103770,23965,10967924,21151059,28989350,226142,0.16,0.01,952.96,28426,266881
日盛國際商業銀行,149731,99093,255,610,315701,18699,337188,2986,0.24,0,988.79,812,9088
安泰商業銀行,124409,61549,559,531,248083,1243304,402055,993,0.26,0.05,367.73,2290,11778
中國信託商業銀行,6833259,4637916,78368,41968,17771438,23387945,38506129,604212,0.12,0,496.71,55172,666223
台灣樂天信用卡股份有限公司,566703,316917,7837,1418,495703,864431,1814389,3294,0.35,0.05,450.35,1256,10296
台灣美國運通國際(股)公司,183254,121031,3044,2374,355703,0,4818157,2024,0.21,0,459.31,1817,35798
