金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,226001,112318,817,909,230876,14836,632895,1360,0.243365167229453,0.148246274413366,592.10114212933,2430,6152
臺灣土地銀行,124095,54257,823,551,194155,25110,319116,514,0.186764710954449,0.117956659550178,2319.61743515017,789,4091
合作金庫商業銀行,388546,233133,3970,7277,562065,189155,2033965,5075,0.467690714190776,0.44119411896025,311.63994219641,0,17487
第一商業銀行,841088,569934,13837,7764,1269019,927329,3777470,12782,0.16650213183196,0,1910.70301291248,5872,23374
華南商業銀行,758129,531828,15873,8149,643155,795624,3381273,820,0.10814164075204,0,1209.87732503438,0,6706
彰化商業銀行,405510,203853,7725,2527,269417,92973,1098245,666,0.21397610075757,0.012658345532784,774.02242494876,1620,5287
上海商業儲蓄銀行,379260,194773,1343,5270,735275,204227,1137176,6156,0.510540640112534,0.133678353571964,2768.09674632882,8764,13123
台北富邦商業銀行,2371443,1612559,17335,28665,6679037,4821352,12927363,92477,0.207825707077972,0,702.47606239451,23678,94126
國泰世華商業銀行,4917701,3435466,66839,26077,13760818,9807438,27998025,202134,0.111096479379356,0,2272.44461674472,22930,103347
高雄銀行,9067,4129,41,49,5635,205,136432,161,0.0884719719491807,0.0884719719491807,844.414893617021,4,8
兆豐國際商業銀行,581694,390067,8788,3850,1246562,707608,2452909,6607,0.147858632115135,0.0322785100516433,907.833333333333,2391,12010
花旗(台灣)商業銀行,2926548,2506372,18841,28179,16731486,9164024,19467871,170164,0.50051660374035,0.0947188682109115,732.550416091418,57923,275859
澳盛(台灣)商業銀行,639141,378811,5536,4835,3357359,1586210,3358241,17033,0.352611022861021,0,418.730912090312,13000,47224
臺灣中小企業銀行,336015,132449,1511,1715,552511,106044,888321,4425,0.182604484280462,0.0435876972189821,627.628187210783,3028,10604
渣打國際商業銀行,422147,272852,3784,4498,2207438,598235,1536872,9049,0.474813180675456,0,473.180365401546,12055,51715
台中商業銀行,159664,60193,1857,645,211930,36163,380032,0,1.51769744564306,0.267068637862612,546.250906967278,689,6782
匯豐(台灣)商業銀行,626586,445861,8949,6105,3012827,1915446,4217692,49287,0.262289170058165,0,2167.62914122559,9290,37311
華泰商業銀行,10344,6770,9,46,19393,3343,56192,0,0.461242455391265,0,206.595384730776,0,641
臺灣新光商業銀行,895126,455002,11287,4933,2185740,1231219,3485200,28268,0.179150244332539,0.0177464672539308,247.541435255529,4914,23630
陽信商業銀行,68313,38534,1136,578,272390,48835,223857,343,0.644772613750319,0.0173489969991955,915.51444562621,0,3537
三信商業銀行,16750,11326,187,60,31941,14658,110361,86,0.170933158297779,0,5592.18512898331,0,321
聯邦商業銀行,1759390,787714,19103,15864,4952398,2701491,5013978,134555,0.28603820276704,0,128.396318434957,12719,53049
遠東國際商業銀行,1494199,1014744,12795,6562,5176466,4609869,4297136,222127,0.287981546088191,0.107554428646636,100.623554963414,16941,55200
元大商業銀行,343635,173735,12732,1823,432668,324815,2002826,929,0.191885875436976,0,1081.45971822039,1884,7612
永豐商業銀行,2194349,1312517,20291,14684,4865288,4036340,7144966,117611,0.510337695239265,0.219193487406286,465.030076465881,14530,55961
玉山商業銀行,3766780,2601778,39389,19961,10329741,6689420,19965151,90057,0.21557777148605,0,2342.50029293188,36001,149661
凱基商業銀行,500787,196940,5005,3522,1269429,230499,808002,11270,1.36615301079265,0.826644660332396,180.856197378484,8006,22639
星展(台灣)商業銀行,12598,6327,145,106,16882,744,61946,23,0.489753481627404,0,1104.07045430136,0,1421
台新國際商業銀行,3572233,2419863,32867,17036,10291395,8079923,14275487,159304,0.239979467199578,0.0063810661689691,627.656227090839,22796,84476
大眾商業銀行,588198,294177,10637,5059,882247,3494167,1755039,77993,0,0,500.352153692167,7158,31270
日盛國際商業銀行,191418,106011,545,774,486421,224364,399004,5022,0.319325629989463,0,289.372116193811,2559,9167
安泰商業銀行,203429,71189,1123,549,467387,1063980,409994,1910,0.569921660944838,0.120831447550142,462.168650550953,0,0
中國信託商業銀行,5831045,3810434,44190,35565,14082859,12847957,25841041,667334,0.161030034157054,0.00055661579619968,711.090196652523,62679,237447
台灣樂天信用卡股份有限公司,10129,6429,4447,20,1879,26979,39420,0,0,0,5243.90243902439,0,0
台灣美國運通國際(股)公司,162619,89380,2936,2874,314953,0,3788874,7,0.0789171170832716,0,546.728317723123,1678,10517
台灣永旺信用卡(股)公司,102729,55014,485,4072,309306,76003,170888,3015,1.8349579334724,0.738692450967666,720.795781067888,2494,10833
