金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%),逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%),備抵呆帳提足率(%),當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
臺灣銀行,226243,111891,1651,2006,187023,122039,728100,661,0.24,0.09,633.4,495,4090
臺灣土地銀行,339804,152057,2667,1717,373956,136312,760291,558,0.23,0.21,1325.97,2151,16033
合作金庫商業銀行,573773,356917,5414,3579,758023,1161341,2950026,1960,0.11,0.07,578.35,3542,42524
第一商業銀行,1257813,747800,13576,31479,1366787,1633208,4028828,8114,0.04,0,2248.29,4818,45526
華南商業銀行,1015403,764125,7129,8285,1021828,3901728,4046211,1310,0.12,0,446.73,0,28004
彰化商業銀行,537757,228269,3540,3517,336303,562226,1389591,855,0.15,0,716.24,1302,14290
上海商業儲蓄銀行,439588,230431,2337,2105,613977,726557,1113692,5218,0.2,0.16,1572.3,1821,25167
台北富邦商業銀行,3706896,2403859,62752,20103,5286352,20582466,21360070,80576,0.08,0,1525.85,21264,180245
國泰世華商業銀行,7015871,5021080,63137,28664,17654746,19752185,35273794,190147,0.13,0,1372.3,38396,351085
高雄銀行,14522,7310,388,84,11408,0,160952,112,0.23,0.23,308.52,0,430
兆豐國際商業銀行,970352,621935,11647,4341,1442867,3414080,2942325,3631,0.21,0.12,501.43,4996,41780
花旗(台灣)商業銀行,2855968,2164934,11725,21967,11179454,9732720,14486792,72220,0.52,0.12,508.14,42885,416940
臺灣中小企業銀行,203067,109777,675,1036,339395,104205,754667,1588,0.16,0.03,345.92,785,12304
渣打國際商業銀行,411631,288396,18952,1822,1239006,498655,3205524,4826,0.17,0,1165.71,5147,42758
台中商業銀行,146886,78564,1130,638,230847,50251,478258,252,0.32,0.01,1430.1,884,10554
滙豐(台灣)商業銀行,619377,430625,6496,6890,1983627,1690278,4582345,24874,0.19,0,2144.6,5510,48519
華泰商業銀行,9614,5005,97,26,11357,2057,37909,0,0.53,0.02,464.03,0,664
臺灣新光商業銀行,877629,528718,11053,4804,1605299,2022675,3522961,5719,0.13,0,212.05,5988,54791
陽信商業銀行,110381,54008,865,734,190841,86327,300318,164,0.54,0.12,411.06,0,5904
三信商業銀行,15256,10156,112,42,20424,12803,99018,33,0.51,0,5391.04,103,1117
聯邦商業銀行,2207802,1308587,24203,13347,5646281,3971329,8247719,57656,0.19,0,157.59,15441,133718
遠東國際商業銀行,1623313,1019925,10236,5398,4010534,5031263,3908805,126586,0.3,0.1,100.77,12743,108785
元大商業銀行,1166861,614588,3114,7107,1359105,2972833,3985023,14373,0.08,0,867.39,5017,46115
永豐商業銀行,2100084,1086143,22900,7305,4078170,5057883,9041725,80497,0.2,0,702.72,11058,111122
玉山商業銀行,6233457,4414758,64471,23396,12382571,22255198,39059695,250357,0.15,0.02,655.73,44229,355671
凱基商業銀行,361772,184836,4372,4548,1091258,851275,884367,6382,0.6,0.33,185.49,3463,49858
星展(台灣)商業銀行,598131,335048,7466,11601,1365312,2070045,2634075,18872,0.7,0,302.67,11815,97708
台新國際商業銀行,5582662,3941993,53383,20311,10283059,22500416,26696965,238708,0.14,0,1047.54,28326,242477
日盛國際商業銀行,146917,97209,255,522,269875,144700,276218,1569,0.27,0,847.64,525,4658
安泰商業銀行,123946,56683,436,526,222513,1141875,352418,607,0.13,0.01,293.24,5681,12712
中國信託商業銀行,7128493,4624452,77530,33735,16095489,26585444,33762518,555964,0.1,0,480.31,48605,449033
台灣樂天信用卡股份有限公司,591556,253862,2272,2198,422606,828931,944763,3219,0.58,0.15,285.9,1061,7154
台灣美國運通國際(股)公司,176012,103823,1725,2280,269727,0,2655987,505,0.24,0,1362.13,1336,29366
