金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,250583,130719,1047,3179,214850,12042,699844,961,0.27,0.16,501.59,1295,9990
臺灣土地銀行,258404,137169,4579,1357,328784,59299,881550,840,0.29,0.28,942.75,1486,18276
合作金庫商業銀行,469901,286370,6882,4349,676209,313985,2925760,3172,0.27,0.25,270.71,4802,36116
第一商業銀行,982889,641282,13567,9629,1449415,1174073,4397249,16809,0.18,0,1818.32,6288,48068
華南商業銀行,1012112,759422,32281,9886,913757,2714617,4314291,1837,0.2,0,423.4,0,34107
彰化商業銀行,427191,202949,3146,2777,363765,239353,1331299,653,0.28,0.01,628.68,2222,16320
上海商業儲蓄銀行,361434,186460,1713,2065,680121,314251,1139504,8127,0.57,0.18,1008.15,4471,23088
台北富邦商業銀行,2349494,1749696,23748,18907,5564376,12379243,18968571,57138,0.12,0,849.48,21907,187200
國泰世華商業銀行,5988160,4300324,57012,127308,15851544,12711025,40806791,232846,0.12,0,2562.07,28986,260611
高雄銀行,10553,4501,217,77,8562,18,155796,103,0.19,0.16,403.29,142,1453
兆豐國際商業銀行,628943,413814,18712,4665,1113163,958587,2584369,4864,0.19,0.07,555.69,2904,25236
花旗(台灣)商業銀行,2893290,2470965,23034,23630,16097474,9468247,20004328,191735,0.49,0.09,633.98,53419,530515
澳盛(台灣)商業銀行,542722,324966,5692,4594,2847810,1527039,2987774,23106,0.41,0,222.87,13170,101854
臺灣中小企業銀行,325788,126427,1910,2331,432601,77257,1030725,3656,0.15,0.04,218.28,2487,19646
渣打國際商業銀行,326948,200226,3878,4013,1720313,463754,1276391,9626,0.49,0,538.57,8535,74551
台中商業銀行,208532,80650,2134,1145,269963,40379,568542,344,1.31,0.28,344.85,0,20226
滙豐(台灣)商業銀行,586476,402385,9457,7286,2433620,1645946,4840319,49246,0.26,0,2528.3,5700,66999
華泰商業銀行,10460,6129,62,33,16172,2780,49789,0,1.03,0.78,249.84,0,1164
臺灣新光商業銀行,913705,490338,7372,13197,1906920,1378659,3951477,11293,0.25,0.04,229.2,5793,47785
陽信商業銀行,94203,50788,1199,941,228056,56798,314810,432,0.77,0.06,620.61,0,10527
三信商業銀行,16349,11008,144,84,27753,14133,124050,78,0.32,0,6833,115,2058
聯邦商業銀行,2008893,1136130,23947,24001,5218891,3158878,7375012,75608,0.29,0,120.7,16463,121347
遠東國際商業銀行,1456557,960943,14861,7988,4456369,5526104,4386813,219415,0.38,0.11,100.6,17548,138303
元大商業銀行,623564,440825,11902,5053,480307,510118,5047488,902,0.11,0,1198.1,2421,16034
永豐商業銀行,1827861,1043873,15750,18648,4676220,3816433,6948840,105078,0.37,0,587.96,13148,122060
玉山商業銀行,4507083,3147153,51294,27353,11726522,16102109,27051813,295974,0.24,0.01,799.93,41000,338363
凱基商業銀行,451788,192734,4899,8712,1050690,499806,1067183,8893,0.84,0.53,122.09,3798,43559
星展(台灣)商業銀行,12307,5417,31,54,20985,0,54725,6,0.41,0,2511.41,0,909
台新國際商業銀行,4027192,2841303,50348,56448,10078149,15622507,20606622,264642,0.18,0.01,719.26,24346,201780
大眾商業銀行,568437,322608,6902,4906,956426,3345216,2002270,49951,0,0,596.09,9788,81399
日盛國際商業銀行,172169,100267,456,566,390694,245915,443405,3468,0.28,0,189.6,1429,12750
安泰商業銀行,161471,67400,761,437,335365,1277960,456505,711,0.29,0.01,369.7,5162,12262
中國信託商業銀行,6219919,3992643,73899,44498,15707548,15652164,32479642,729734,0.13,0,573.52,60542,491279
台灣樂天信用卡股份有限公司,326722,229467,13837,793,232251,356807,1175947,2895,0.22,0.05,471.62,580,3707
台灣美國運通國際(股)公司,170555,112341,2909,3179,347619,0,4065564,1491,0.22,0,410.96,2079,35780
台灣永旺信用卡(股)公司,73673,32633,139,664,253721,30801,128388,2171,0.75,0.14,2576.75,1599,14828
