金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用,未到期,當月簽帳,當月預借,逾期三個月以上,逾期六個月以上,備抵呆帳,當月轉銷,當年度轉銷
臺灣銀行,232268,108776,6821,7586,220086,18231,761476,923,0.36,0.13,459.41,1420,4417
臺灣土地銀行,317421,160224,4536,1694,392971,75148,945878,863,0.15,0.12,1776.61,2444,8774
合作金庫商業銀行,521990,332713,6325,3347,745999,336476,3221151,2330,0.23,0.17,410.48,5478,19942
第一商業銀行,1160442,732434,16543,8672,1403463,1259677,4564392,12054,0.1,0,1869.45,5837,22962
華南商業銀行,1055735,799773,13052,11437,1044529,3056823,4337227,1279,0.13,0.01,409.11,0,18124
彰化商業銀行,493656,209202,7832,2972,358177,206272,1481287,799,0.3,0.04,524.63,3451,5899
上海商業儲蓄銀行,385553,202251,3740,2070,671522,242782,1277694,6530,0.51,0.16,1280.11,3413,8449
台北富邦商業銀行,2633375,1831743,91877,12826,5057369,16068384,23368622,88146,0.09,0,1512.38,19692,79687
國泰世華商業銀行,6467521,4723975,56717,28911,17631491,13989828,50281896,252523,0.13,0,2451.84,32837,146803
高雄銀行,11156,4350,45,44,9048,0,126977,115,0.48,0.48,268.03,0,33
兆豐國際商業銀行,804901,528461,24310,3951,1201498,1540855,3563380,3910,0.17,0.09,628.8,2882,12962
花旗(台灣)商業銀行,2889361,2380442,18193,19677,13912997,10507231,17470076,170107,0.55,0.12,485.77,51374,265947
臺灣中小企業銀行,322890,124044,963,1580,406714,55156,941551,2369,0.13,0.03,383.8,1517,7626
渣打國際商業銀行,358469,254450,5373,2515,1452274,429040,3017064,5073,0.19,0,1040.39,6421,27734
台中商業銀行,132314,81582,1873,613,255503,47496,554996,388,0.32,0.04,1303.75,2809,7999
滙豐(台灣)商業銀行,619989,441874,9474,7723,2233370,1631905,5773417,36317,0.18,0,3059.06,6574,28498
華泰商業銀行,10206,5472,154,51,13476,2440,44803,0,0.45,0.06,367.56,0,0
臺灣新光商業銀行,815922,486424,12480,8030,1777282,1374513,4283823,7983,0.25,0.03,274.2,3575,21442
陽信商業銀行,104588,54610,1516,1193,213832,69517,347412,242,0.42,0.01,441.21,0,3559
三信商業銀行,15136,10316,210,57,24905,16430,123719,155,0.58,0.01,3252.12,315,383
聯邦商業銀行,2149785,1173126,19714,13994,5655521,2986853,7430164,58815,0.27,0,145.84,17565,68833
遠東國際商業銀行,1517255,1015676,10616,5804,4209200,5480119,4313132,151704,0.33,0.09,100.56,13863,54673
元大商業銀行,1166040,750019,6184,23741,1547157,3043412,5955214,20029,0.08,0,1056.19,6499,34134
永豐商業銀行,1897609,1040111,26052,8683,4356887,4054160,7259124,92171,0.28,0,686.77,13442,30126
玉山商業銀行,5063357,3542027,61384,25435,12458332,14377329,31001992,306019,0.24,0.03,596.3,43192,168852
凱基商業銀行,422611,197061,8448,4288,1053822,514520,1002857,7954,0.69,0.4,180.1,5299,19267
星展(台灣)商業銀行,556913,321837,7516,3585,1560200,1798922,3104158,22597,0.5,0,280.71,9552,39459
台新國際商業銀行,4908535,3450909,95383,57541,10514012,19161104,26540443,238178,0.15,0,1012.28,24128,97405
日盛國際商業銀行,152634,99984,288,760,325854,159631,376718,2171,0.25,0,986.18,922,3493
安泰商業銀行,124059,63266,594,492,264924,1240086,409989,574,0.54,0.28,177.39,0,0
中國信託商業銀行,6792324,4498331,87968,58106,17371717,14758958,38021068,634688,0.14,0,515.45,65555,259474
台灣樂天信用卡股份有限公司,514939,311639,8818,1241,423176,717334,1568659,2974,0.37,0.07,399.04,840,3538
台灣美國運通國際(股)公司,177711,116588,3498,2474,351724,0,4222167,1454,0.34,0,382.2,4915,11229
台灣永旺信用卡(股)公司,44806,21173,1,1752,217738,18028,74710,1815,0.77,0.2,2634.15,1047,5409
