金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%),逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%),備抵呆帳提足率(%),當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
臺灣銀行,235887,116541,1877,1954,167215,38355,729029,400,0.08,0.07,1129.25,0,1879
臺灣土地銀行,358692,146050,2046,2162,340598,76578,764375,603,0.24,0.22,944.45,2586,9768
合作金庫商業銀行,638728,378775,7680,5422,760583,416401,2964217,1780,0.29,0.26,394.13,4589,23188
第一商業銀行,1466546,888283,15191,7130,1496654,1933550,5065367,7285,0.11,0,1085.5,5533,25836
華南商業銀行,1043291,794196,18393,8001,958486,3212497,3938931,1216,0.15,0.01,414.21,0,8265
彰化商業銀行,573875,260453,6629,3083,308262,366219,1696230,819,0.21,0,639.3,1186,6104
上海商業儲蓄銀行,452104,183126,2369,1802,554112,1010774,1157109,5604,0.24,0.15,1449.6,2665,12000
台北富邦商業銀行,4484730,3031911,57811,16243,5740838,23780971,28477291,80882,0.09,0,1303.14,19720,79363
國泰世華商業銀行,7750916,5473447,58691,31348,17301674,16437408,43961122,207256,0.14,0,1462.29,25477,125082
高雄銀行,15544,5072,13,50,15255,422,176085,55,0.37,0.22,291.51,0,28
兆豐國際商業銀行,1071142,628103,7137,3261,1733033,3174904,3564207,10151,0.29,0.01,612.81,11005,33006
花旗(台灣)商業銀行,2793417,2070361,16421,25298,9583263,10089237,16205490,116071,0.42,0.07,557.41,28701,167009
臺灣中小企業銀行,192636,100634,490,710,289564,58905,737989,1893,0.06,0.01,352.95,2064,5198
渣打國際商業銀行,358132,233620,786,5019,961666,391537,1736889,5134,0.19,0,960.29,3710,18910
台中商業銀行,163855,78910,1546,983,200829,51177,510502,210,0.29,0.01,1787.74,1031,6604
滙豐(台灣)商業銀行,638902,430369,6693,5671,1746569,1281932,4763921,23201,0.18,0,1913.65,2421,17847
華泰商業銀行,9061,4859,9,5,8148,2032,32825,0,0.1,0,602.61,21,23
臺灣新光商業銀行,1035074,620713,20295,5632,1497019,1923307,4181417,6807,0.2,0.01,263.11,0,17536
陽信商業銀行,111912,55114,1108,825,166950,80743,330302,180,0.59,0.08,459.79,0,2729
三信商業銀行,17716,11658,301,55,18088,13163,92709,20,0.25,0,2692.5,109,195
聯邦商業銀行,2308459,1337769,20600,15239,5282154,4338133,8332118,47629,0.14,0,182.22,10991,56519
遠東國際商業銀行,1565813,995762,8752,9787,3654304,4382049,3797360,95249,0.31,0.09,105.24,9876,49010
元大商業銀行,1177828,556703,4638,5388,1169599,2764129,3784973,17454,0.08,0,814.09,3469,16811
永豐商業銀行,2234657,1201339,12594,6102,3863241,4995419,9728071,77366,0.13,0,921.64,13104,52771
玉山商業銀行,6704455,4522803,44190,20707,12238096,16204873,35221705,250171,0.18,0.01,551.76,48542,164281
凱基商業銀行,379846,191704,2602,2621,1129461,888251,945322,5016,0.88,0.44,152.1,4756,27919
星展(台灣)商業銀行,632114,322861,5511,3419,1244798,2033657,2919557,23107,0.52,0,444.18,11678,52505
台新國際商業銀行,6142300,4120744,51824,28413,9681973,18909257,27555640,125890,0.15,0.01,934.44,16594,75882
日盛國際商業銀行,137009,78017,119,608,216853,60073,227102,1386,0.21,0,1028.32,634,2160
安泰商業銀行,123690,53532,386,428,177940,1094024,295791,291,0.09,0.03,320.6,3739,3739
中國信託商業銀行,8070153,5053460,94611,56882,14938953,22357036,40415560,586271,0.13,0,439.98,64728,267200
台灣樂天信用卡股份有限公司,598067,188503,1919,7289,536662,717904,727625,4968,2.26,0.99,124.89,770,4027
台灣美國運通國際(股)公司,170770,99309,2623,2472,233196,0,2972033,528,0.3,0,772.5,1901,10204
