金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額(含催收款)之比率(%),逾期六個月以上帳款占應收帳款餘額(含催收款)之比率(%),備抵呆帳提足率(%),當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
臺灣銀行,259957,127151,1624,1067,166457,40723,845784,496,0.17,0.11,744.82,299,1812
臺灣土地銀行,317616,147260,1777,3647,325560,77723,793300,518,0.38,0.36,724.53,1806,5298
合作金庫商業銀行,690593,398030,7014,6367,927538,614154,3843879,1964,0.19,0.17,467.66,5369,15942
第一商業銀行,1537657,962672,18133,54930,1313605,2100648,6524366,6402,0.2,0,877.38,7342,22002
華南商業銀行,1074125,831731,14108,7786,1087064,4049712,4971634,1481,0.08,0,434.33,16523,16523
彰化商業銀行,635350,292145,17928,7965,342729,594094,1837607,905,0.13,0,863.27,1399,5377
上海商業儲蓄銀行,478309,213379,2481,4643,627080,1879173,1704846,5352,0.28,0.22,620.92,6742,10876
台北富邦商業銀行,7346864,5608654,58321,22558,9179289,32043194,45910163,101394,0.16,0,1238.36,50494,155966
國泰世華商業銀行,7255505,4683326,62266,29344,18592095,22829896,53335214,215989,0.26,0,1163.73,77713,229474
高雄銀行,9822,4348,12,46,13865,522,169336,69,0.67,0.67,187.24,0,34
兆豐國際商業銀行,1156779,654338,6908,5535,1671993,2837842,4229187,11960,0.23,0.02,668.24,9801,28816
花旗(台灣)商業銀行,20417,12861,366,435,0,0,513287,60,0.07,0,175.08,0,0
臺灣中小企業銀行,168798,95619,675,1106,262957,127101,909668,1349,0.08,0.03,353.94,3692,3692
渣打國際商業銀行,283879,185604,3993,4478,886975,626924,1707842,3705,0.23,0,799.76,3583,11894
台中商業銀行,168473,82370,1941,687,209529,46880,621414,205,0.15,0,1298.49,1442,4672
滙豐(台灣)商業銀行,725382,478201,12296,9071,1837384,1397785,7547747,17302,0.29,0,1118.87,10154,27700
華泰商業銀行,9022,4843,15,17,7295,2369,43856,0,0.39,0,446.99,0,0
臺灣新光商業銀行,1078687,600652,9108,6734,1613921,2054036,3936014,4428,0.24,0.02,346.02,7769,22935
陽信商業銀行,118582,57292,1704,1740,167888,123605,431936,84,0.19,0,611.03,2954,2954
三信商業銀行,20377,13314,419,107,31385,17132,134735,37,0.32,0,3386.18,190,456
聯邦商業銀行,2878839,1842928,50343,101847,6164551,5446975,15856564,38718,0.18,0,257.03,17877,51521
遠東國際商業銀行,1352201,966829,6435,7298,3437535,4558987,3982059,92440,0.26,0.01,102.59,14087,37741
元大商業銀行,1204361,557563,5990,11232,1137971,3489551,4572239,17418,0.08,0,978.81,7100,18304
永豐商業銀行,2231267,1268856,15923,6699,3707522,4804978,10937454,66733,0.14,0,636.06,16499,47971
玉山商業銀行,7253031,4803284,73614,52154,16317448,20381728,41778826,247292,0.29,0.05,277.47,46098,140120
凱基商業銀行,371462,176653,2350,1768,1194511,973518,1170987,7240,1.29,0.83,163.14,9312,27309
星展(台灣)商業銀行,3730787,2030599,142622,167233,8422826,12965014,21519968,120946,0.76,0.01,389.92,107854,289408
台新國際商業銀行,6505711,4632600,59480,58189,10273946,21137286,37210947,115835,0.23,0.01,660.06,32032,99288
安泰商業銀行,127451,56233,608,272,155265,1279952,418972,212,0.37,0.18,229.19,0,0
中國信託商業銀行,9206691,5840035,82732,39140,16250142,24038042,56252705,523415,0.2,0,331.69,143977,375142
台灣樂天信用卡股份有限公司,505259,201680,2523,2580,653757,669853,761097,5174,2.37,1.1,184.78,558,2119
台灣美國運通國際(股)公司,189949,125585,3649,2636,287476,0,6062374,970,0.18,0,613.91,3649,7444
