金融機構名稱,當月發卡數
臺灣銀行,1685
臺灣土地銀行,3353
合作金庫商業銀行,9653
第一商業銀行,13646
華南商業銀行,9505
彰化商業銀行,11853
上海商業儲蓄銀行,7909
台北富邦商業銀行,56468
國泰世華商業銀行,78893
高雄銀行,46
兆豐國際商業銀行,17057
花旗(台灣)商業銀行,26589
臺灣中小企業銀行,689
渣打國際商業銀行,3782
台中商業銀行,1673
滙豐(台灣)商業銀行,7664
華泰商業銀行,6
臺灣新光商業銀行,10021
陽信商業銀行,1138
三信商業銀行,127
聯邦商業銀行,44346
遠東國際商業銀行,25799
元大商業銀行,5485
永豐商業銀行,156688
玉山商業銀行,159564
凱基商業銀行,4041
星展(台灣)商業銀行,6700
台新國際商業銀行,90903
日盛國際商業銀行,358
安泰商業銀行,600
中國信託商業銀行,81654
台灣樂天信用卡股份有限公司,9021
台灣美國運通國際(股)公司,3405
