金融機構名稱,當月發卡數
臺灣銀行,5506
臺灣土地銀行,5993
合作金庫商業銀行,6985
第一商業銀行,17659
華南商業銀行,13321
彰化商業銀行,7407
上海商業儲蓄銀行,9930
台北富邦商業銀行,85366
國泰世華商業銀行,63375
高雄銀行,52
兆豐國際商業銀行,20330
花旗(台灣)商業銀行,19187
臺灣中小企業銀行,1059
渣打國際商業銀行,5270
台中商業銀行,1683
滙豐(台灣)商業銀行,9895
華泰商業銀行,37
臺灣新光商業銀行,8556
陽信商業銀行,2130
三信商業銀行,134
聯邦商業銀行,24278
遠東國際商業銀行,12374
元大商業銀行,6289
永豐商業銀行,23285
玉山商業銀行,86506
凱基商業銀行,7392
星展(台灣)商業銀行,9488
台新國際商業銀行,88813
日盛國際商業銀行,350
安泰商業銀行,643
中國信託商業銀行,82866
台灣樂天信用卡股份有限公司,8840
台灣美國運通國際(股)公司,3863
台灣永旺信用卡(股)公司,0
