金融機構名稱,當月發卡數
臺灣銀行,1563
臺灣土地銀行,1995
合作金庫商業銀行,8629
第一商業銀行,15858
華南商業銀行,7735
彰化商業銀行,2083
上海商業儲蓄銀行,1879
台北富邦商業銀行,74849
國泰世華商業銀行,66060
高雄銀行,408
兆豐國際商業銀行,10935
花旗(台灣)商業銀行,24307
臺灣中小企業銀行,550
渣打國際商業銀行,2469
台中商業銀行,1627
滙豐(台灣)商業銀行,6413
華泰商業銀行,41
臺灣新光商業銀行,7923
陽信商業銀行,744
三信商業銀行,61
聯邦商業銀行,24460
遠東國際商業銀行,13296
元大商業銀行,2763
永豐商業銀行,14693
玉山商業銀行,52246
凱基商業銀行,4519
星展(台灣)商業銀行,4359
台新國際商業銀行,66616
日盛國際商業銀行,277
安泰商業銀行,428
中國信託商業銀行,67957
台灣樂天信用卡股份有限公司,1793
台灣美國運通國際(股)公司,2176
