金融機構名稱,當月發卡數
臺灣銀行,979
臺灣土地銀行,1348
合作金庫商業銀行,6949
第一商業銀行,10386
華南商業銀行,8265
彰化商業銀行,5950
上海商業儲蓄銀行,2253
台北富邦商業銀行,38236
國泰世華商業銀行,51296
高雄銀行,187
兆豐國際商業銀行,6212
花旗(台灣)商業銀行,23866
臺灣中小企業銀行,223
渣打國際商業銀行,1498
台中商業銀行,1232
滙豐(台灣)商業銀行,9266
華泰商業銀行,5
臺灣新光商業銀行,14084
陽信商業銀行,1625
三信商業銀行,120
聯邦商業銀行,17747
遠東國際商業銀行,9318
元大商業銀行,2231
永豐商業銀行,19845
玉山商業銀行,35866
凱基商業銀行,2825
星展(台灣)商業銀行,1640
台新國際商業銀行,48945
日盛國際商業銀行,230
安泰商業銀行,283
中國信託商業銀行,79562
台灣樂天信用卡股份有限公司,1218
台灣美國運通國際(股)公司,1652
