金融機構名稱,當月發卡數
臺灣銀行,1889
臺灣土地銀行,1761
合作金庫商業銀行,7073
第一商業銀行,12825
華南商業銀行,9372
彰化商業銀行,6835
上海商業儲蓄銀行,1759
台北富邦商業銀行,52283
國泰世華商業銀行,46709
高雄銀行,52
兆豐國際商業銀行,8084
花旗(台灣)商業銀行,304
臺灣中小企業銀行,678
渣打國際商業銀行,1582
台中商業銀行,1410
滙豐(台灣)商業銀行,11733
華泰商業銀行,40
臺灣新光商業銀行,4172
陽信商業銀行,902
三信商業銀行,247
聯邦商業銀行,24202
遠東國際商業銀行,7416
元大商業銀行,5802
永豐商業銀行,18676
玉山商業銀行,119908
凱基商業銀行,3540
星展(台灣)商業銀行,16096
台新國際商業銀行,88451
安泰商業銀行,942
中國信託商業銀行,75385
台灣樂天信用卡股份有限公司,1265
台灣美國運通國際(股)公司,3509
