金融機構名稱,當月發卡數
臺灣銀行,1877
臺灣土地銀行,2046
合作金庫商業銀行,7680
第一商業銀行,15191
華南商業銀行,18393
彰化商業銀行,6629
上海商業儲蓄銀行,2369
台北富邦商業銀行,57811
國泰世華商業銀行,58691
高雄銀行,13
兆豐國際商業銀行,7137
花旗(台灣)商業銀行,16421
臺灣中小企業銀行,490
渣打國際商業銀行,786
台中商業銀行,1546
滙豐(台灣)商業銀行,6693
華泰商業銀行,9
臺灣新光商業銀行,20295
陽信商業銀行,1108
三信商業銀行,301
聯邦商業銀行,20600
遠東國際商業銀行,8752
元大商業銀行,4638
永豐商業銀行,12594
玉山商業銀行,44190
凱基商業銀行,2602
星展(台灣)商業銀行,5511
台新國際商業銀行,51824
日盛國際商業銀行,119
安泰商業銀行,386
中國信託商業銀行,94611
台灣樂天信用卡股份有限公司,1919
台灣美國運通國際(股)公司,2623
