金融機構名稱,當月發卡數
臺灣銀行,4289
臺灣土地銀行,3721
合作金庫商業銀行,6260
第一商業銀行,13421
華南商業銀行,17136
彰化商業銀行,3964
上海商業儲蓄銀行,1703
台北富邦商業銀行,29337
國泰世華商業銀行,82050
高雄銀行,85
兆豐國際商業銀行,9754
花旗(台灣)商業銀行,24540
臺灣中小企業銀行,825
渣打國際商業銀行,10217
台中商業銀行,1506
滙豐(台灣)商業銀行,10838
華泰商業銀行,16
臺灣新光商業銀行,16526
陽信商業銀行,2671
三信商業銀行,100
聯邦商業銀行,24346
遠東國際商業銀行,14293
元大商業銀行,12022
永豐商業銀行,12134
玉山商業銀行,42283
凱基商業銀行,4378
星展(台灣)商業銀行,3952
台新國際商業銀行,65007
日盛國際商業銀行,380
安泰商業銀行,878
中國信託商業銀行,75808
台灣樂天信用卡股份有限公司,13232
台灣美國運通國際(股)公司,3828
台灣永旺信用卡(股)公司,154
