金融機構名稱,當月發卡數
臺灣銀行,2072
臺灣土地銀行,11023
合作金庫商業銀行,10719
第一商業銀行,14899
華南商業銀行,13038
彰化商業銀行,4981
上海商業儲蓄銀行,2242
台北富邦商業銀行,47425
國泰世華商業銀行,56491
高雄銀行,20
兆豐國際商業銀行,7600
花旗(台灣)商業銀行,17580
臺灣中小企業銀行,365
渣打國際商業銀行,759
台中商業銀行,1401
滙豐(台灣)商業銀行,7731
華泰商業銀行,12
臺灣新光商業銀行,14361
陽信商業銀行,993
三信商業銀行,258
聯邦商業銀行,18710
遠東國際商業銀行,10786
元大商業銀行,4739
永豐商業銀行,14305
玉山商業銀行,79688
凱基商業銀行,3852
星展(台灣)商業銀行,6427
台新國際商業銀行,50970
日盛國際商業銀行,129
安泰商業銀行,377
中國信託商業銀行,100879
台灣樂天信用卡股份有限公司,3907
台灣美國運通國際(股)公司,2368
