金融機構名稱,當月發卡數
臺灣銀行,965
臺灣土地銀行,2196
合作金庫商業銀行,4754
第一商業銀行,13892
華南商業銀行,8619
彰化商業銀行,5082
上海商業儲蓄銀行,2063
台北富邦商業銀行,64693
國泰世華商業銀行,49233
高雄銀行,13
兆豐國際商業銀行,5092
花旗(台灣)商業銀行,11519
臺灣中小企業銀行,1056
渣打國際商業銀行,595
台中商業銀行,1312
滙豐(台灣)商業銀行,6829
華泰商業銀行,10
臺灣新光商業銀行,13544
陽信商業銀行,1471
三信商業銀行,375
聯邦商業銀行,23031
遠東國際商業銀行,10302
元大商業銀行,4554
永豐商業銀行,17119
玉山商業銀行,27888
凱基商業銀行,2527
星展(台灣)商業銀行,5051
台新國際商業銀行,43068
日盛國際商業銀行,110
安泰商業銀行,286
中國信託商業銀行,72212
台灣樂天信用卡股份有限公司,775
台灣美國運通國際(股)公司,1743
