金融機構名稱,當月發卡數
臺灣銀行,2034
臺灣土地銀行,6621
合作金庫商業銀行,9184
第一商業銀行,13582
華南商業銀行,5784
彰化商業銀行,1685
上海商業儲蓄銀行,1719
台北富邦商業銀行,90057
國泰世華商業銀行,70194
高雄銀行,20
兆豐國際商業銀行,6233
花旗(台灣)商業銀行,16172
臺灣中小企業銀行,14761
渣打國際商業銀行,1089
台中商業銀行,1164
滙豐(台灣)商業銀行,4592
華泰商業銀行,4
臺灣新光商業銀行,9775
陽信商業銀行,1212
三信商業銀行,163
聯邦商業銀行,32355
遠東國際商業銀行,6979
元大商業銀行,6336
永豐商業銀行,13839
玉山商業銀行,38166
凱基商業銀行,3411
星展(台灣)商業銀行,3244
台新國際商業銀行,49742
日盛國際商業銀行,202
安泰商業銀行,428
中國信託商業銀行,91876
台灣樂天信用卡股份有限公司,1065
台灣美國運通國際(股)公司,2478
