金融機構名稱,當月發卡數
臺灣銀行,2121
臺灣土地銀行,1555
合作金庫商業銀行,5651
第一商業銀行,15986
華南商業銀行,53216
彰化商業銀行,6367
上海商業儲蓄銀行,3384
台北富邦商業銀行,276509
國泰世華商業銀行,61818
高雄銀行,19
兆豐國際商業銀行,7268
花旗(台灣)商業銀行,5495
臺灣中小企業銀行,446
渣打國際商業銀行,936
台中商業銀行,1470
滙豐(台灣)商業銀行,9616
華泰商業銀行,24
臺灣新光商業銀行,8220
陽信商業銀行,1177
三信商業銀行,254
聯邦商業銀行,39886
遠東國際商業銀行,9646
元大商業銀行,7713
永豐商業銀行,14160
玉山商業銀行,58112
凱基商業銀行,1425
星展(台灣)商業銀行,6342
台新國際商業銀行,51693
安泰商業銀行,567
中國信託商業銀行,110919
台灣樂天信用卡股份有限公司,2073
台灣美國運通國際(股)公司,3523
