金融機構名稱,當月發卡數
臺灣銀行,1226
臺灣土地銀行,1666
合作金庫商業銀行,6172
第一商業銀行,13362
華南商業銀行,4946
彰化商業銀行,2021
上海商業儲蓄銀行,1836
台北富邦商業銀行,67767
國泰世華商業銀行,44159
高雄銀行,17
兆豐國際商業銀行,5923
花旗(台灣)商業銀行,317
臺灣中小企業銀行,332
渣打國際商業銀行,2967
台中商業銀行,1169
滙豐(台灣)商業銀行,6446
華泰商業銀行,14
臺灣新光商業銀行,5694
陽信商業銀行,983
三信商業銀行,193
聯邦商業銀行,41593
遠東國際商業銀行,6211
元大商業銀行,4993
永豐商業銀行,13235
玉山商業銀行,94543
凱基商業銀行,988
星展(台灣)商業銀行,9274
台新國際商業銀行,49320
安泰商業銀行,514
中國信託商業銀行,97753
台灣樂天信用卡股份有限公司,3230
台灣美國運通國際(股)公司,2904
