金融機構名稱,當月發卡數
臺灣銀行,280
臺灣土地銀行,1844
合作金庫商業銀行,2904
第一商業銀行,7645
華南商業銀行,11374
彰化商業銀行,1856
上海商業儲蓄銀行,882
台北富邦商業銀行,12594
國泰世華商業銀行,49002
高雄銀行,21
兆豐國際商業銀行,6581
花旗(台灣)商業銀行,11663
澳盛(台灣)商業銀行,4037
臺灣中小企業銀行,526
渣打國際商業銀行,938
台中商業銀行,1470
匯豐(台灣)商業銀行,4868
華泰商業銀行,12
臺灣新光商業銀行,6302
陽信商業銀行,769
三信商業銀行,155
聯邦商業銀行,14050
遠東國際商業銀行,9579
元大商業銀行,8050
永豐商業銀行,22296
玉山商業銀行,28309
凱基商業銀行,2087
星展(台灣)商業銀行,72
台新國際商業銀行,22235
大眾商業銀行,7546
日盛國際商業銀行,340
安泰商業銀行,625
中國信託商業銀行,30840
台灣樂天信用卡股份有限公司,5085
台灣美國運通國際(股)公司,2728
台灣永旺信用卡(股)公司,46
