金融機構名稱,當月發卡數
臺灣銀行,1690
臺灣土地銀行,2371
合作金庫商業銀行,4743
第一商業銀行,15839
華南商業銀行,8671
彰化商業銀行,3185
上海商業儲蓄銀行,2487
台北富邦商業銀行,60546
國泰世華商業銀行,68668
高雄銀行,389
兆豐國際商業銀行,12607
花旗(台灣)商業銀行,20254
臺灣中小企業銀行,28011
渣打國際商業銀行,8903
台中商業銀行,1327
滙豐(台灣)商業銀行,6904
華泰商業銀行,113
臺灣新光商業銀行,9748
陽信商業銀行,783
三信商業銀行,113
聯邦商業銀行,37869
遠東國際商業銀行,9183
元大商業銀行,3173
永豐商業銀行,25872
玉山商業銀行,54958
凱基商業銀行,5360
星展(台灣)商業銀行,5812
台新國際商業銀行,56721
日盛國際商業銀行,245
安泰商業銀行,790
中國信託商業銀行,71205
台灣樂天信用卡股份有限公司,2409
台灣美國運通國際(股)公司,2063
