金融機構名稱,當月發卡數
臺灣銀行,2339
臺灣土地銀行,2147
合作金庫商業銀行,7590
第一商業銀行,13639
華南商業銀行,6396
彰化商業銀行,4637
上海商業儲蓄銀行,2826
台北富邦商業銀行,115618
國泰世華商業銀行,52053
高雄銀行,9
兆豐國際商業銀行,6006
花旗(台灣)商業銀行,254
臺灣中小企業銀行,380
渣打國際商業銀行,3206
台中商業銀行,1722
滙豐(台灣)商業銀行,8208
華泰商業銀行,18
臺灣新光商業銀行,7597
陽信商業銀行,723
三信商業銀行,228
聯邦商業銀行,50263
遠東國際商業銀行,8650
元大商業銀行,5172
永豐商業銀行,14100
玉山商業銀行,88857
凱基商業銀行,1097
星展(台灣)商業銀行,11584
台新國際商業銀行,58890
安泰商業銀行,568
中國信託商業銀行,90561
台灣樂天信用卡股份有限公司,3601
台灣美國運通國際(股)公司,2988
