金融機構名稱,當月發卡數
臺灣銀行,2360
臺灣土地銀行,6477
合作金庫商業銀行,8768
第一商業銀行,17880
華南商業銀行,22721
彰化商業銀行,7124
上海商業儲蓄銀行,3267
台北富邦商業銀行,36429
國泰世華商業銀行,183383
高雄銀行,31
兆豐國際商業銀行,9264
花旗(台灣)商業銀行,18642
臺灣中小企業銀行,370
渣打國際商業銀行,1260
台中商業銀行,1657
滙豐(台灣)商業銀行,7307
華泰商業銀行,8
臺灣新光商業銀行,9656
陽信商業銀行,1630
三信商業銀行,198
聯邦商業銀行,21751
遠東國際商業銀行,8105
元大商業銀行,4019
永豐商業銀行,12399
玉山商業銀行,48022
凱基商業銀行,4078
星展(台灣)商業銀行,7346
台新國際商業銀行,54463
日盛國際商業銀行,215
安泰商業銀行,429
中國信託商業銀行,80461
台灣樂天信用卡股份有限公司,928
台灣美國運通國際(股)公司,1928
