金融機構名稱,當月發卡數
臺灣銀行,5118
臺灣土地銀行,3121
合作金庫商業銀行,3356
第一商業銀行,11324
華南商業銀行,8523
彰化商業銀行,4755
上海商業儲蓄銀行,5042
台北富邦商業銀行,23318
國泰世華商業銀行,48175
高雄銀行,40
兆豐國際商業銀行,13544
花旗(台灣)商業銀行,10871
臺灣中小企業銀行,550
渣打國際商業銀行,4765
台中商業銀行,1303
滙豐(台灣)商業銀行,9013
華泰商業銀行,54
臺灣新光商業銀行,9113
陽信商業銀行,1412
三信商業銀行,126
聯邦商業銀行,13454
遠東國際商業銀行,7582
元大商業銀行,5716
永豐商業銀行,19479
玉山商業銀行,52969
凱基商業銀行,2722
星展(台灣)商業銀行,4969
台新國際商業銀行,70613
日盛國際商業銀行,225
安泰商業銀行,503
中國信託商業銀行,56273
台灣樂天信用卡股份有限公司,4792
台灣美國運通國際(股)公司,2266
台灣永旺信用卡(股)公司,31
