金融機構名稱,當月發卡數
臺灣銀行,2129
臺灣土地銀行,1756
合作金庫商業銀行,8027
第一商業銀行,15164
華南商業銀行,11126
彰化商業銀行,5775
上海商業儲蓄銀行,3152
台北富邦商業銀行,47549
國泰世華商業銀行,68893
高雄銀行,25
兆豐國際商業銀行,9518
花旗(台灣)商業銀行,19141
臺灣中小企業銀行,290
渣打國際商業銀行,771
台中商業銀行,1354
滙豐(台灣)商業銀行,8311
華泰商業銀行,10
臺灣新光商業銀行,9113
陽信商業銀行,994
三信商業銀行,314
聯邦商業銀行,24803
遠東國際商業銀行,12953
元大商業銀行,4403
永豐商業銀行,14479
玉山商業銀行,50998
凱基商業銀行,2596
星展(台灣)商業銀行,4597
台新國際商業銀行,54345
日盛國際商業銀行,105
安泰商業銀行,391
中國信託商業銀行,102096
台灣樂天信用卡股份有限公司,2590
台灣美國運通國際(股)公司,3491
