金融機構名稱,當月發卡數
臺灣銀行,6821
臺灣土地銀行,4536
合作金庫商業銀行,6325
第一商業銀行,16543
華南商業銀行,13052
彰化商業銀行,7832
上海商業儲蓄銀行,3740
台北富邦商業銀行,91877
國泰世華商業銀行,56717
高雄銀行,45
兆豐國際商業銀行,24310
花旗(台灣)商業銀行,18193
臺灣中小企業銀行,963
渣打國際商業銀行,5373
台中商業銀行,1873
滙豐(台灣)商業銀行,9474
華泰商業銀行,154
臺灣新光商業銀行,12480
陽信商業銀行,1516
三信商業銀行,210
聯邦商業銀行,19714
遠東國際商業銀行,10616
元大商業銀行,6184
永豐商業銀行,26052
玉山商業銀行,61384
凱基商業銀行,8448
星展(台灣)商業銀行,7516
台新國際商業銀行,95383
日盛國際商業銀行,288
安泰商業銀行,594
中國信託商業銀行,87968
台灣樂天信用卡股份有限公司,8818
台灣美國運通國際(股)公司,3498
台灣永旺信用卡(股)公司,1
